,chembl_id,IC50,unit,smiles,pIC50
0,CHEMBL3680444,0.042,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,10.37675071
1,CHEMBL3680508,0.045,nM,NC(=O)c1cccc2c(NCc3ccc(NC(=O)c4cc(C(F)(F)F)n[nH]4)cc3)ncnc12,10.34678749
2,CHEMBL3680447,0.046,nM,CCN(CC)c1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,10.33724217
3,CHEMBL3680552,0.06,nM,N#Cc1ccnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,10.22184875
4,CHEMBL3685243,0.061,nM,Cc1cccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,10.21467016
5,CHEMBL3685277,0.089,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cc(C5CC5)n[nH]4)c3)ncnc12,10.05060999
6,CHEMBL3675525,0.17,nM,NC(=O)c1cccc2c(NCc3cccc(NC(O)c4cc(C(F)(F)F)ccc4F)c3)ncnc12,9.769551079
7,CHEMBL3685262,0.18,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)cc4)c3)ncnc12,9.744727495
8,CHEMBL3680596,0.18,nM,N#CCc1ccnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,9.744727495
9,CHEMBL3639841,0.2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5c(c4)OC(F)(F)O5)c3)ncnc12,9.698970004
10,CHEMBL3685245,0.21,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(C(F)(F)F)cc4F)c3)ncnc12,9.677780705
11,CHEMBL3685306,0.22,nM,COc1cc(F)c(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c(F)c1,9.657577319
12,CHEMBL3670499,0.24,nM,NC(=O)c1cc(O)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,9.619788758
13,CHEMBL3675441,0.25,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(F)cc4F)c3)ncnc12,9.602059991
14,CHEMBL3680500,0.26,nM,CNc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,9.585026652
15,CHEMBL3680420,0.27,nM,CC(C)c1cc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)[nH]n1,9.568636236
16,CHEMBL4455202,0.29,nM,CC1(C)CC(NC(=O)c2ccc(Nc3ncc(Cl)c(Nc4ccccc4Cl)n3)cc2)CC(C)(C)N1[O],9.537602002
17,CHEMBL3680554,0.3,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4[nH]nc5c4CCCC5)c3)ncnc12,9.522878745
18,CHEMBL3680403,0.3,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)c(Cl)c4)c3)ncnc12,9.522878745
19,CHEMBL3685257,0.31,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1OC,9.508638306
20,CHEMBL4799738,0.316,nM,Cn1cc(-c2ccc3c(Nc4cccc(NC(=O)Nc5cccc(F)c5)c4)ncnc3c2)cn1,9.500312917
21,CHEMBL3675501,0.32,nM,Cc1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cn1,9.494850022
22,CHEMBL3685237,0.33,nM,CC(C)c1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)[nH]n1,9.48148606
23,CHEMBL4784002,0.336,nM,Cn1cc(-c2ccc3c(Nc4ccc(NC(=O)Nc5cccc(F)c5)cc4)ncnc3c2)cn1,9.473660723
24,CHEMBL4443125,0.34,nM,CC1(C)CC(NC(=O)c2ccc(Nc3ncc([N+](=O)[O-])c(Nc4ccc(Cl)cc4)n3)cc2)CC(C)(C)N1[O],9.468521083
25,CHEMBL3675459,0.35,nM,CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(Br)cc2)c1,9.455931956
26,CHEMBL3675446,0.35,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)cc4Cl)c3)ncnc12,9.455931956
27,CHEMBL3670467,0.35,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,9.455931956
28,CHEMBL4633715,0.37,nM,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCP(=O)(O)O,9.431798276
29,CHEMBL415049,0.37,nM,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,9.431798276
30,CHEMBL3685250,0.38,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(C(F)(F)F)nc4)c3)ncnc12,9.420216403
31,CHEMBL3680550,0.38,nM,COCC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,9.420216403
32,CHEMBL3685252,0.38,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(Cl)c4)c3)ncnc12,9.420216403
33,CHEMBL3680572,0.39,nM,Cc1ccnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,9.408935393
34,CHEMBL3329684,0.4,nM,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)NCCN3CCCC3)c2C)c(F)c1,9.397940009
35,CHEMBL3675493,0.4,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2=CCC(Cl)N=C2)c1,9.397940009
36,CHEMBL3675444,0.4,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(F)c(O)c2)c1,9.397940009
37,CHEMBL3680460,0.41,nM,COc1ccc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1F,9.387216143
38,CHEMBL3675438,0.43,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc3c(c2)OCO3)c1,9.366531544
39,CHEMBL3670485,0.46,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)nc4)c3)ncnc12,9.337242168
40,CHEMBL3680417,0.46,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5c(c4)CCO5)c3)ncnc12,9.337242168
41,CHEMBL3675510,0.47,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4=CC(F)C(Cl)C=C4)c3)ncnc12,9.327902142
42,CHEMBL3685249,0.5,nM,CC(=O)Nc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,9.301029996
43,CHEMBL3680588,0.5,nM,CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CC(F)(F)C2)c1,9.301029996
44,CHEMBL3680522,0.5,nM,COc1ccc(C(=O)Nc2cccc(CNc3ccnc4c(C(N)=O)cccc34)c2)cc1F,9.301029996
45,CHEMBL2380829,0.5,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(F)c1F,9.301029996
46,CHEMBL3680587,0.5,nM,Cc1nc(-c2cccc(C(=O)Nc3cccc(CNc4ncnc5c(C(N)=O)cccc45)c3)c2)no1,9.301029996
47,CHEMBL3680455,0.51,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cc(C(F)(F)F)n[nH]4)c3)ncnc12,9.292429824
48,CHEMBL3685272,0.52,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)c(C(F)(F)F)c4)c3)ncnc12,9.283996656
49,CHEMBL3670470,0.52,nM,CN(C)c1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,9.283996656
50,CHEMBL3680599,0.54,nM,CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CC2(F)F)c1,9.26760624
51,CHEMBL3680446,0.57,nM,COc1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1F,9.244125144
52,CHEMBL3680467,0.58,nM,NC(=O)c1cccc2c(NCC3C=CC=C(NC=O)C3)ncnc12,9.236572006
53,CHEMBL3680421,0.58,nM,CCn1nc(C(F)(F)F)cc1C(=O)Nc1cccc(C(C)Nc2ncnc3c(C(N)=O)cccc23)c1,9.236572006
54,CHEMBL3639742,0.59,nM,NC(=O)c1cccc2c(NCc3ccc(F)cc3F)ncnc12,9.229147988
55,CHEMBL3685307,0.6,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cc(O)cc34)c2)cc1,9.22184875
56,CHEMBL2380831,0.6,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1c(F)cccc1F,9.22184875
57,CHEMBL3685268,0.62,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(CN(C)C)cc2)c1,9.207608311
58,CHEMBL3675466,0.66,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2=CCC(Br)C=C2)c1,9.180456064
59,CHEMBL4516770,0.67,nM,CC1(C)CC(NC(=O)c2ccc(Nc3ncc([N+](=O)[O-])c(Nc4ccc(C(=O)Nc5ccc(Cl)cc5)cc4)n3)cc2)CC(C)(C)N1[O],9.173925197
60,CHEMBL3685308,0.68,nM,NC(=O)C1=c2ncnc(NCc3cccc(NC(=O)c4ccc(C(F)(F)F)cc4)c3)c2=CCC1,9.167491087
61,CHEMBL3675506,0.69,nM,NC(=O)c1cccc2c(NCc3ccc(F)c(NC(=O)c4ccc(Br)cc4)c3)ncnc12,9.161150909
62,CHEMBL2380833,0.7,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cc(F)cc(F)c1,9.15490196
63,CHEMBL3670468,0.71,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Br)cc4)c3)ncnc12,9.148741651
64,CHEMBL3680571,0.73,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(CO)cc4)c3)ncnc12,9.13667714
65,CHEMBL3670498,0.73,nM,CN(C)c1cccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)n1,9.13667714
66,CHEMBL3680551,0.74,nM,NCc1cnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)s1,9.13076828
67,CHEMBL3680577,0.76,nM,N#CCc1ccc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)nc1,9.119186408
68,CHEMBL3685251,0.79,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(Br)c4)c3)ncnc12,9.102372909
69,CHEMBL2380832,0.8,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)c(F)c1,9.096910013
70,CHEMBL3685267,0.8,nM,COc1ccc(C(=O)Nc2cc(CNc3ncnc4c(C(N)=O)cccc34)ccc2C)cc1,9.096910013
71,CHEMBL3685293,0.81,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(N5CCCCC5)nc4)c3)ncnc12,9.091514981
72,CHEMBL3675380,0.82,nM,C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,9.086186148
73,CHEMBL3680507,0.82,nM,NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(NC(=O)c4ccc(Br)cc4)c3)ncnc12,9.086186148
74,CHEMBL3685266,0.88,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4c(F)cccc4F)c3)ncnc12,9.055517328
75,CHEMBL3675520,0.89,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc3c(c2)OCCO3)c1,9.050609993
76,CHEMBL2063459,0.9,nM,Nc1ncnn2ccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(Cl)cc4)c3)c12,9.045757491
77,CHEMBL3680474,0.94,nM,Cc1cc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)c(C(F)(F)F)o1,9.026872146
78,CHEMBL3680499,0.94,nM,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,9.026872146
79,CHEMBL3670497,0.94,nM,CN(C)c1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,9.026872146
80,CHEMBL3680542,0.94,nM,NC(=O)c1cccc2c(NCc3cccc(Nc4ccccn4)c3)ncnc12,9.026872146
81,CHEMBL3680567,0.96,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cc(CO)cc34)c2)cc1,9.017728767
82,CHEMBL3680556,1,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(-c5ncc[nH]5)cc4)c3)ncnc12,9
83,CHEMBL2380827,1,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1,9
84,CHEMBL2380830,1,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1F,9
85,CHEMBL2380835,1,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(C(F)(F)F)c1F,9
86,CHEMBL2380838,1,nM,COc1cccc(F)c1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,9
87,CHEMBL2063461,1,nM,Cc1ccc(NC(=O)NCc2cccc(NC(=O)c3ccn4ncnc(N)c34)c2)cc1,9
88,CHEMBL2022856,1,nM,C[C@@H](O)Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,9
89,CHEMBL2380824,1,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1C(F)(F)F,9
90,CHEMBL2380825,1,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(F)c1,9
91,CHEMBL1097106,1,nM,O=C(Nc1ccccc1)Nc1ccc(-c2nn(CC(O)CO)cc2-c2ccnc3[nH]ccc23)cc1,9
92,CHEMBL215275,1,nM,CCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)c2cc1OC,9
93,CHEMBL3680548,1,nM,NC(=O)c1cccc2c(NCc3cccc(Nc4nccs4)c3)ncnc12,9
94,CHEMBL3670504,1,nM,COCCN(C)CCCOc1cc(C(N)=O)c2ncnc(NCc3ccc(C(F)(F)F)cc3)c2c1,9
95,CHEMBL3680476,1,nM,COc1ccc(C(=O)Nc2cccc(C(CCN(C)C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,9
96,CHEMBL381724,1,nM,COc1cc2c(Nc3cnc(NC(=O)c4ccccc4)nc3)ncnc2cc1OCCCN1CCOCC1,9
97,CHEMBL3393498,1,nM,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)[C@H]2c1cccc(Oc2nc3ccccc3[nH]2)c1,9
98,CHEMBL3685248,1.1,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4CCCCC4)c3)ncnc12,8.958607315
99,CHEMBL3675453,1.1,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cncc(N5CCCC5)c4)c3)ncnc12,8.958607315
100,CHEMBL3680470,1.1,nM,CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(O)c2cc(C3CC3)n[nH]2)c1,8.958607315
101,CHEMBL4451940,1.11,nM,CC1(C)CC(NC(=O)c2ccc(Nc3ncc(F)c(Nc4ccccc4Cl)n3)cc2)CC(C)(C)N1[O],8.954677021
102,CHEMBL1173411,1.19,nM,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(C(=O)O)c2C)cc1,8.924453039
103,CHEMBL3675491,1.2,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(Cl)c(F)c2)c1,8.920818754
104,CHEMBL3685241,1.2,nM,Cc1ccccc1C(=O)Nc1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,8.920818754
105,CHEMBL3329669,1.2,nM,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)cc1,8.920818754
106,CHEMBL3680549,1.2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cn[nH]c4N)c3)ncnc12,8.920818754
107,CHEMBL3670471,1.2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5c(c4)OCO5)c3)ncnc12,8.920818754
108,CHEMBL3670474,1.2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(SC(F)(F)F)cc4)c3)ncnc12,8.920818754
109,CHEMBL3675480,1.3,nM,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,8.886056648
110,CHEMBL3329673,1.3,nM,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)c(F)c1,8.886056648
111,CHEMBL3675465,1.3,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc(C(C)(C)C)n[nH]2)c1,8.886056648
112,CHEMBL3675406,1.4,nM,CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccnc(N3CCCC3)c2)c1,8.853871964
113,CHEMBL3675487,1.4,nM,CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,8.853871964
114,CHEMBL1095475,1.4,nM,CCNC(=O)Nc1ccc(-c2nn(CC)cc2-c2ccnc3[nH]c(-c4cccc(CN5CCCC5)c4)cc23)cc1,8.853871964
115,CHEMBL3680390,1.4,nM,NC(=O)C1=c2ncnc(NC(CCN3CCCC3)c3cccc(NC(=O)c4ccc(Br)cc4)c3)c2=CCC1,8.853871964
116,CHEMBL3670464,1.4,nM,NC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,8.853871964
117,CHEMBL3329675,1.5,nM,COc1ccc(C(=O)NC(=O)Nc2cc3c(cc2F)/C(=C/c2[nH]c(C)c(CCC(=O)O)c2C)C(=O)N3)c(F)c1,8.823908741
118,CHEMBL3685286,1.5,nM,NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(NC(O)c4ccccc4)c3)ncnc12,8.823908741
119,CHEMBL3685294,1.5,nM,COc1ccc(C(=O)Nc2cccc(C(CCN3CCCCC3)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,8.823908741
120,CHEMBL3329670,1.5,nM,COc1ccc(C(=O)NC(=O)Nc2cc3c(cc2F)/C(=C/c2[nH]c(C)c(C(=O)O)c2C)C(=O)N3)cc1,8.823908741
121,CHEMBL3675337,1.5,nM,NC(=O)c1cccc2c(NCc3cccc(F)c3)ncnc12,8.823908741
122,CHEMBL3680481,1.5,nM,CS(=O)(=O)c1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,8.823908741
123,CHEMBL1097191,1.5,nM,CCNC(=O)Nc1ccc(-c2nn(CC)cc2-c2ccnc3[nH]c(-c4ccc(CN5CCCC5)cc4)cc23)cc1,8.823908741
124,CHEMBL3685214,1.5,nM,NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(Nc4ccccn4)c3)ncnc12,8.823908741
125,CHEMBL3675371,1.5,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)Nc4ccccc4)c3)ncnc12,8.823908741
126,CHEMBL3685210,1.6,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cnn5c4CNCC5)c3)ncnc12,8.795880017
127,CHEMBL3675449,1.6,nM,CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,8.795880017
128,CHEMBL3685254,1.6,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4CCCNC4)c3)ncnc12,8.795880017
129,CHEMBL3675325,1.6,nM,NC(=O)c1cc(OCCCNCCO)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,8.795880017
130,CHEMBL3670478,1.6,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)Cc4ccc(Cl)cc4)c3)ncnc12,8.795880017
131,CHEMBL3685242,1.7,nM,CN(C)c1cccc(C(=O)Nc2cccc(CNc3ncnc4c3=CCCC=4C(N)=O)c2)c1,8.769551079
132,CHEMBL1094838,1.7,nM,CCNC(=O)Nc1ccc(-c2nn(CC)cc2-c2ccnc3[nH]c(-c4ccc(CN(C)C)cc4)cc23)cc1,8.769551079
133,CHEMBL3670476,1.7,nM,COc1cc(C(N)=O)c2ncnc(NCc3cccc(NC(=O)c4ccc(F)cc4)c3)c2c1,8.769551079
134,CHEMBL3329668,1.8,nM,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CC(=O)O)c2C)cc1,8.744727495
135,CHEMBL3685247,1.8,nM,CCOc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,8.744727495
136,CHEMBL3685287,1.8,nM,NC(=O)c1cccc2c(NCc3ccc(F)c(NC(=O)c4ccc(OC(F)(F)F)cc4)c3)ncnc12,8.744727495
137,CHEMBL3675516,1.8,nM,C=CCN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,8.744727495
138,CHEMBL3680532,1.8,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1C(F)(F)F,8.744727495
139,CHEMBL3675431,1.9,nM,COc1ccc(C(=O)Nc2cccc(C(CN(C)C)Nc3ncnc4c3=CCCC=4C(N)=O)c2)cc1F,8.721246399
140,CHEMBL3329664,1.9,nM,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)O)c2C)cc1,8.721246399
141,CHEMBL3685222,1.9,nM,CC(C)N1CCC(C(=O)Nc2cccc(CNC3=NC=NC4C(C(N)=O)=CCC=C34)c2)CC1,8.721246399
142,CHEMBL3685255,1.9,nM,CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2)c1,8.721246399
143,CHEMBL2380823,2,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1F,8.698970004
144,CHEMBL2380826,2,nM,Cc1ccc(C(=O)Nc2ccc(Nc3ccnc4[nH]c(=O)c5ccccc5c34)cc2)cc1,8.698970004
145,CHEMBL2022857,2,nM,Nc1ncc(-c2cnn(CCCN3CC[C@@H](O)C3)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,8.698970004
146,CHEMBL2380839,2,nM,COc1ccccc1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,8.698970004
147,CHEMBL3087777,2,nM,CC(=O)N[C@@H]1CCN(c2c(Cl)cnc3[nH]c(-c4cn(C)nc4C)nc23)C1,8.698970004
148,CHEMBL3393486,2,nM,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CN(C(=O)CN)C1)[C@H]2c1ccc(Sc2nc3c(F)cccc3[nH]2)o1.Cl,8.698970004
149,CHEMBL3685258,2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(OC(F)(F)F)c4)c3)ncnc12,8.698970004
150,CHEMBL1089116,2,nM,CCn1cc(-c2ccnc3[nH]ccc23)c(-c2ccc(NC(=O)Nc3ccccc3)cc2)n1,8.698970004
151,CHEMBL1097454,2,nM,O=C(Nc1ccccc1)Nc1ccc(-c2nn(CCCO)cc2-c2ccnc3[nH]ccc23)cc1,8.698970004
152,CHEMBL3680544,2,nM,CCOC(=O)c1cnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)s1,8.698970004
153,CHEMBL3393470,2,nM,COC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1ccc(Sc2nc3ccccc3[nH]2)o1,8.698970004
154,CHEMBL469205,2,nM,Cc1[nH]nc2c1CCCc1c-2[nH]c2cc3c(cc12)NC(=O)C3(C)C,8.698970004
155,CHEMBL3393472,2,nM,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CNC1)C2c1ccc(Sc2nc3ccccc3[nH]2)o1.Cl.O,8.698970004
156,CHEMBL3393065,2,nM,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1cc(Sc2nc3ccccc3[nH]2)cs1,8.698970004
157,CHEMBL3685280,2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccccc4F)c3)ncnc12,8.698970004
158,CHEMBL216769,2,nM,COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1,8.698970004
159,CHEMBL217804,2,nM,CCCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)c2cc1OC,8.698970004
160,CHEMBL1095788,2.1,nM,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN5CCCC5)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,8.677780705
161,CHEMBL3670472,2.1,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)Cc4ccccc4)c3)ncnc12,8.677780705
162,CHEMBL3680480,2.1,nM,CCOc1cc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)ccn1,8.677780705
163,CHEMBL3680392,2.1,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccnc(N5CCCC5)c4)c3)ncnc12,8.677780705
164,CHEMBL3680395,2.2,nM,CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC(F)(F)F)cc2)c1,8.657577319
165,CHEMBL3680557,2.2,nM,Cc1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccc1N1CCOCC1,8.657577319
166,CHEMBL2392111,2.2,nM,CS(=O)(=O)c1nc(Cl)cc(Nc2c[nH]nc2-c2nc3cc(CN4CCOCC4)ccc3[nH]2)n1,8.657577319
167,CHEMBL3670465,2.2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)N4CCCCC4)c3)ncnc12,8.657577319
168,CHEMBL3680391,2.3,nM,COc1ccc(C(=O)NC2=CC(C(CCN(C)C)Nc3ncnc4c(C(N)=O)cccc34)=CCC2)c(F)c1,8.638272164
169,CHEMBL3680436,2.3,nM,COc1cc(C(=O)NC2=CCCC(C(C)Nc3ncnc4c(C(N)=O)cccc34)=C2)ccn1,8.638272164
170,CHEMBL3680582,2.3,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(N5CCOCC5)c(C(F)(F)F)c4)c3)ncnc12,8.638272164
