circRNA,miRNA
GMA_circ01132,gma-miR530e
GMA_circ00950,gma-miR4352a
GMA_circ01214,gma-miR156r
GMA_circ01160,gma-miR4343b
GMA_circ01161,gma-miR4343b
GMA_circ01183,gma-miR4343b
GMA_circ01185,gma-miR4343b
GMA_circ01180,gma-miR4343b
GMA_circ01184,gma-miR4343b
GMA_circ01186,gma-miR4343b
GMA_circ01181,gma-miR4343b
GMA_circ01175,gma-miR4343b
GMA_circ01174,gma-miR4343b
GMA_circ01173,gma-miR4343b
GMA_circ00948,gma-miR156n
GMA_circ01214,gma-miR156n
GMA_circ00412,gma-miR156n
GMA_circ01214,gma-miR156a
GMA_circ00412,gma-miR156a
GMA_circ00948,gma-miR156a
GMA_circ00641,gma-miR4395
GMA_circ00638,gma-miR4395
GMA_circ01048,gma-miR4395
GMA_circ01045,gma-miR4395
GMA_circ01150,gma-miR4395
GMA_circ01093,gma-miR396c
GMA_circ01056,gma-miR1508b
GMA_circ01057,gma-miR1508b
GMA_circ00791,gma-miR397a
GMA_circ00252,gma-miR166h-5p
GMA_circ01034,gma-miR394d
GMA_circ01035,gma-miR394d
GMA_circ01033,gma-miR394d
GMA_circ00840,gma-miR1514b-3p
GMA_circ00786,gma-miR1514b-3p
GMA_circ00836,gma-miR172g
GMA_circ00707,gma-miR172g
GMA_circ01178,gma-miR390b-3p
GMA_circ01179,gma-miR390b-3p
GMA_circ01176,gma-miR390b-3p
GMA_circ01177,gma-miR390b-3p
GMA_circ01171,gma-miR390b-3p
GMA_circ00651,gma-miR4363
GMA_circ00652,gma-miR4363
GMA_circ01211,gma-miR4387c
GMA_circ01212,gma-miR4387c
GMA_circ01173,gma-miR4387c
GMA_circ01175,gma-miR4387c
GMA_circ01174,gma-miR4387c
GMA_circ01172,gma-miR4387c
GMA_circ00725,gma-miR171o-5p
GMA_circ00948,gma-miR156k
GMA_circ01214,gma-miR156k
GMA_circ00412,gma-miR156k
GMA_circ00252,gma-miR166j-5p
ATH_circ02682,ath-miR5633
ATH_circ09768,ath-miR5633
ATH_circ09782,ath-miR5646
ATH_circ10491,ath-miR5648-5p
ATH_circ10321,ath-miR5648-5p
ATH_circ03618,ath-miR5024-3p
ATH_circ03617,ath-miR5024-3p
ATH_circ07150,ath-miR173-3p
ATH_circ09798,ath-miR3434-5p
ATH_circ04422,ath-miR3434-5p
ATH_circ06107,ath-miR3434-5p
ATH_circ05254,ath-miR156c-5p
ATH_circ09700,ath-miR156c-5p
ATH_circ09701,ath-miR156c-5p
ATH_circ09698,ath-miR156c-5p
ATH_circ09696,ath-miR156c-5p
ATH_circ09697,ath-miR156c-5p
ATH_circ09699,ath-miR156c-5p
ATH_circ09695,ath-miR156c-5p
ATH_circ04121,ath-miR396b-5p
ATH_circ04122,ath-miR396b-5p
ATH_circ04124,ath-miR396b-5p
ATH_circ04123,ath-miR396b-5p
ATH_circ00026,ath-miR396b-5p
ATH_circ02149,ath-miR837-5p
ATH_circ09563,ath-miR837-5p
ATH_circ09564,ath-miR837-5p
ATH_circ08387,ath-miR837-5p
ATH_circ00975,ath-miR837-5p
ATH_circ07894,ath-miR837-5p
ATH_circ06802,ath-miR837-5p
ATH_circ06802,ath-miR837-5p
ATH_circ01038,ath-miR837-5p
ATH_circ10323,ath-miR837-5p
ATH_circ10324,ath-miR837-5p
ATH_circ10657,ath-miR169c
ATH_circ10491,ath-miR1886.2
ATH_circ09721,ath-miR5645d
ATH_circ09723,ath-miR5645d
ATH_circ09722,ath-miR5645d
ATH_circ09700,ath-miR5645d
ATH_circ09703,ath-miR5645d
ATH_circ09704,ath-miR5645d
ATH_circ09701,ath-miR5645d
ATH_circ09698,ath-miR5645d
ATH_circ09705,ath-miR5645d
ATH_circ09696,ath-miR5645d
ATH_circ09702,ath-miR5645d
ATH_circ09697,ath-miR5645d
ATH_circ09699,ath-miR5645d
ATH_circ09695,ath-miR5645d
ATH_circ06410,ath-miR394b-5p
ATH_circ06410,ath-miR394b-5p
ATH_circ09318,ath-miR394b-5p
ATH_circ07692,ath-miR395d
ATH_circ07692,ath-miR395d
ATH_circ10054,ath-miR5017-3p
ATH_circ01993,ath-miR838
ATH_circ01992,ath-miR838
ATH_circ08078,ath-miR838
ATH_circ08406,ath-miR838
ATH_circ01093,ath-miR838
ATH_circ07553,ath-miR838
ATH_circ08139,ath-miR838
ATH_circ08407,ath-miR838
ATH_circ07422,ath-miR838
ATH_circ07424,ath-miR838
ATH_circ07422,ath-miR838
ATH_circ07424,ath-miR838
ATH_circ07423,ath-miR838
ATH_circ07421,ath-miR838
ATH_circ02885,ath-miR5998b
ATH_circ02887,ath-miR5998b
ATH_circ04258,ath-miR396a-5p
ATH_circ10370,ath-miR5014a-5p
ATH_circ04971,ath-miR830-5p
ATH_circ09592,ath-miR5660
ATH_circ06346,ath-miR319c
ATH_circ06346,ath-miR319c
ATH_circ03381,ath-miR824-5p
ATH_circ10657,ath-miR869.1
ATH_circ10657,ath-miR840-3p
ATH_circ09961,ath-miR863-3p
ATH_circ09963,ath-miR863-3p
ATH_circ10371,ath-miR859
ATH_circ10372,ath-miR859
ATH_circ10373,ath-miR859
ATH_circ09622,ath-miR859
ATH_circ09621,ath-miR859
ATH_circ10744,ath-miR172e-3p
ATH_circ05254,ath-miR156h
ATH_circ10766,ath-miR156h
ATH_circ10132,ath-miR156h
ATH_circ09836,ath-miR156h
ATH_circ09837,ath-miR156h
ATH_circ02544,ath-miR156h
ATH_circ02544,ath-miR156h
ATH_circ06971,ath-miR5995b
ATH_circ06972,ath-miR5995b
ATH_circ04344,ath-miR168a-3p
ATH_circ08786,ath-miR5020b
ATH_circ08785,ath-miR5020b
ATH_circ03070,ath-miR5020b
ATH_circ03070,ath-miR5020b
ATH_circ10571,ath-miR870-5p
ATH_circ10572,ath-miR870-5p
ATH_circ06334,ath-miR5999
ATH_circ03331,ath-miR5999
ATH_circ10404,ath-miR870-3p
ATH_circ10552,ath-miR847
ATH_circ10657,ath-miR169i
ATH_circ10657,ath-miR169g-5p
ATH_circ09721,ath-miR5645b
ATH_circ09723,ath-miR5645b
ATH_circ09722,ath-miR5645b
ATH_circ09700,ath-miR5645b
ATH_circ09703,ath-miR5645b
ATH_circ09704,ath-miR5645b
ATH_circ09701,ath-miR5645b
ATH_circ09698,ath-miR5645b
ATH_circ09705,ath-miR5645b
ATH_circ09696,ath-miR5645b
ATH_circ09702,ath-miR5645b
ATH_circ09697,ath-miR5645b
ATH_circ09699,ath-miR5645b
ATH_circ09695,ath-miR5645b
ATH_circ05254,ath-miR156d-5p
ATH_circ09700,ath-miR156d-5p
ATH_circ09701,ath-miR156d-5p
ATH_circ09698,ath-miR156d-5p
ATH_circ09696,ath-miR156d-5p
ATH_circ09697,ath-miR156d-5p
ATH_circ09699,ath-miR156d-5p
ATH_circ09695,ath-miR156d-5p
ATH_circ10491,ath-miR167a-3p
ATH_circ10404,ath-miR8176
ATH_circ05254,ath-miR156a-5p
ATH_circ09700,ath-miR156a-5p
ATH_circ09701,ath-miR156a-5p
ATH_circ09698,ath-miR156a-5p
ATH_circ09696,ath-miR156a-5p
ATH_circ09697,ath-miR156a-5p
ATH_circ09699,ath-miR156a-5p
ATH_circ09695,ath-miR156a-5p
ATH_circ10387,ath-miR773a
ATH_circ10389,ath-miR773a
ATH_circ10388,ath-miR773a
ATH_circ08962,ath-miR773a
ATH_circ09856,ath-miR161.2
ATH_circ09855,ath-miR161.2
ATH_circ09854,ath-miR161.2
ATH_circ10319,ath-miR8170-3p
ATH_circ09620,ath-miR172c
ATH_circ09619,ath-miR172c
ATH_circ09624,ath-miR172c
ATH_circ09623,ath-miR172c
ATH_circ09913,ath-miR405d
ATH_circ09672,ath-miR5630b
ATH_circ09673,ath-miR5630b
ATH_circ10319,ath-miR393b-3p
ATH_circ10657,ath-miR169h
ATH_circ10601,ath-miR2934-3p
ATH_circ10600,ath-miR2934-3p
ATH_circ07958,ath-miR854c
ATH_circ09746,ath-miR854c
ATH_circ09742,ath-miR854c
ATH_circ09745,ath-miR854c
ATH_circ09744,ath-miR854c
ATH_circ09741,ath-miR854c
ATH_circ09743,ath-miR854c
ATH_circ09672,ath-miR5630a
ATH_circ09673,ath-miR5630a
ATH_circ05254,ath-miR156j
ATH_circ09757,ath-miR156j
ATH_circ09756,ath-miR156j
ATH_circ09760,ath-miR156j
ATH_circ09758,ath-miR156j
ATH_circ09764,ath-miR156j
ATH_circ09762,ath-miR156j
ATH_circ09754,ath-miR156j
ATH_circ09755,ath-miR156j
ATH_circ09759,ath-miR156j
ATH_circ09766,ath-miR156j
ATH_circ09836,ath-miR156j
ATH_circ09837,ath-miR156j
ATH_circ02544,ath-miR156j
ATH_circ02544,ath-miR156j
ATH_circ06410,ath-miR394a
ATH_circ06410,ath-miR394a
ATH_circ09318,ath-miR394a
ATH_circ09778,ath-miR776
ATH_circ05254,ath-miR156f-5p
ATH_circ09700,ath-miR156f-5p
ATH_circ09701,ath-miR156f-5p
ATH_circ09698,ath-miR156f-5p
ATH_circ09696,ath-miR156f-5p
ATH_circ09697,ath-miR156f-5p
ATH_circ09699,ath-miR156f-5p
ATH_circ09695,ath-miR156f-5p
ATH_circ02523,ath-miR4221
ATH_circ02523,ath-miR4221
ATH_circ10579,ath-miR5015
ATH_circ10578,ath-miR5015
ATH_circ09965,ath-miR5015
ATH_circ07692,ath-miR395a
ATH_circ07692,ath-miR395a
ATH_circ07958,ath-miR854b
ATH_circ09746,ath-miR854b
ATH_circ09742,ath-miR854b
ATH_circ09745,ath-miR854b
ATH_circ09744,ath-miR854b
ATH_circ09741,ath-miR854b
ATH_circ09743,ath-miR854b
ATH_circ10596,ath-miR1886.1
ATH_circ10595,ath-miR1886.1
ATH_circ10597,ath-miR1886.1
ATH_circ07801,ath-miR1886.1
ATH_circ07801,ath-miR1886.1
ATH_circ10404,ath-miR1886.1
ATH_circ00240,ath-miR1886.1
ATH_circ00239,ath-miR1886.1
ATH_circ00240,ath-miR1886.1
ATH_circ00239,ath-miR1886.1
ATH_circ10244,ath-miR5025
ATH_circ09620,ath-miR172d-3p
ATH_circ09619,ath-miR172d-3p
ATH_circ09624,ath-miR172d-3p
ATH_circ09623,ath-miR172d-3p
ATH_circ10527,ath-miR1886.3
ATH_circ09723,ath-miR1886.3
ATH_circ09978,ath-miR1886.3
ATH_circ09976,ath-miR1886.3
ATH_circ09977,ath-miR1886.3
ATH_circ09979,ath-miR1886.3
ATH_circ10657,ath-miR169e
ATH_circ05254,ath-miR156g
ATH_circ09700,ath-miR156g
ATH_circ09701,ath-miR156g
ATH_circ09698,ath-miR156g
ATH_circ09696,ath-miR156g
ATH_circ09697,ath-miR156g
ATH_circ09699,ath-miR156g
ATH_circ09695,ath-miR156g
ATH_circ07692,ath-miR395e
ATH_circ07692,ath-miR395e
ATH_circ10138,ath-miR5021
ATH_circ10290,ath-miR5021
ATH_circ08915,ath-miR5021
ATH_circ08916,ath-miR5021
ATH_circ10387,ath-miR5021
ATH_circ10389,ath-miR5021
ATH_circ10369,ath-miR5021
ATH_circ00964,ath-miR5021
ATH_circ10428,ath-miR5021
ATH_circ10268,ath-miR5021
ATH_circ06475,ath-miR5021
ATH_circ09778,ath-miR5021
ATH_circ09880,ath-miR5021
ATH_circ09753,ath-miR5021
ATH_circ10697,ath-miR5021
ATH_circ09995,ath-miR5021
ATH_circ10626,ath-miR5021
ATH_circ10727,ath-miR5021
ATH_circ10723,ath-miR5021
ATH_circ10721,ath-miR5021
ATH_circ10718,ath-miR5021
ATH_circ02849,ath-miR5021
ATH_circ10071,ath-miR5021
ATH_circ09834,ath-miR5021
ATH_circ09618,ath-miR5021
ATH_circ09751,ath-miR5021
ATH_circ09750,ath-miR5021
ATH_circ10392,ath-miR5021
ATH_circ02195,ath-miR5021
ATH_circ02198,ath-miR5021
ATH_circ07883,ath-miR5021
ATH_circ07884,ath-miR5021
ATH_circ10438,ath-miR5021
ATH_circ10437,ath-miR5021
ATH_circ07021,ath-miR5021
ATH_circ07020,ath-miR5021
ATH_circ10491,ath-miR5021
ATH_circ09996,ath-miR5021
ATH_circ09577,ath-miR5021
ATH_circ09714,ath-miR5021
ATH_circ09713,ath-miR5021
ATH_circ00807,ath-miR5021
ATH_circ10731,ath-miR5021
ATH_circ07026,ath-miR5021
ATH_circ10667,ath-miR5021
ATH_circ00423,ath-miR5021
ATH_circ10955,ath-miR5021
ATH_circ10956,ath-miR5021
ATH_circ11029,ath-miR5021
ATH_circ10959,ath-miR5021
ATH_circ10964,ath-miR5021
ATH_circ11030,ath-miR5021
ATH_circ11028,ath-miR5021
ATH_circ11015,ath-miR5021
ATH_circ11027,ath-miR5021
ATH_circ11026,ath-miR5021
ATH_circ11025,ath-miR5021
ATH_circ11024,ath-miR5021
ATH_circ11023,ath-miR5021
ATH_circ11022,ath-miR5021
ATH_circ11021,ath-miR5021
ATH_circ11020,ath-miR5021
ATH_circ11034,ath-miR5021
ATH_circ11019,ath-miR5021
ATH_circ10943,ath-miR5021
ATH_circ10824,ath-miR5021
ATH_circ11092,ath-miR5021
ATH_circ11091,ath-miR5021
ATH_circ11099,ath-miR5021
ATH_circ10932,ath-miR5021
ATH_circ10875,ath-miR5021
ATH_circ10874,ath-miR5021
ATH_circ11127,ath-miR5021
ATH_circ10970,ath-miR5021
ATH_circ10971,ath-miR5021
ATH_circ10972,ath-miR5021
ATH_circ10974,ath-miR5021
ATH_circ10976,ath-miR5021
ATH_circ10800,ath-miR5021
ATH_circ10987,ath-miR5021
ATH_circ10998,ath-miR5021
ATH_circ10991,ath-miR5021
ATH_circ10994,ath-miR5021
ATH_circ10995,ath-miR5021
ATH_circ11003,ath-miR5021
ATH_circ11005,ath-miR5021
ATH_circ10857,ath-miR5021
ATH_circ11008,ath-miR5021
ATH_circ11009,ath-miR5021
ATH_circ10997,ath-miR5021
ATH_circ10996,ath-miR5021
ATH_circ10856,ath-miR5021
ATH_circ11016,ath-miR5021
ATH_circ11017,ath-miR5021
ATH_circ10993,ath-miR5021
ATH_circ11002,ath-miR5021
ATH_circ10832,ath-miR5021
ATH_circ10834,ath-miR5021
ATH_circ10873,ath-miR5021
ATH_circ10864,ath-miR5021
ATH_circ10962,ath-miR5021
ATH_circ10897,ath-miR5021
ATH_circ11063,ath-miR5021
ATH_circ10884,ath-miR5021
ATH_circ10918,ath-miR5021
ATH_circ10888,ath-miR5021
ATH_circ10926,ath-miR5021
ATH_circ10942,ath-miR5021
ATH_circ10934,ath-miR5021
ATH_circ11070,ath-miR5021
ATH_circ11069,ath-miR5021
ATH_circ11074,ath-miR5021
ATH_circ11075,ath-miR5021
ATH_circ11086,ath-miR5021
ATH_circ11068,ath-miR5021
ATH_circ11067,ath-miR5021
ATH_circ11073,ath-miR5021
ATH_circ11072,ath-miR5021
ATH_circ11076,ath-miR5021
ATH_circ11066,ath-miR5021
ATH_circ11090,ath-miR5021
ATH_circ11118,ath-miR5021
ATH_circ11136,ath-miR5021
ATH_circ11134,ath-miR5021
ATH_circ11138,ath-miR5021
ATH_circ11154,ath-miR5021
ATH_circ11158,ath-miR5021
ATH_circ11173,ath-miR5021
ATH_circ11182,ath-miR5021
ATH_circ11141,ath-miR5021
ATH_circ11124,ath-miR5021
ATH_circ11186,ath-miR5021
ATH_circ11187,ath-miR5021
ATH_circ11188,ath-miR5021
ATH_circ11183,ath-miR5021
ATH_circ11189,ath-miR5021
ATH_circ11191,ath-miR5021
ATH_circ11190,ath-miR5021
ATH_circ11195,ath-miR5021
ATH_circ11172,ath-miR5021
ATH_circ11123,ath-miR5021
ATH_circ11194,ath-miR5021
ATH_circ11200,ath-miR5021
ATH_circ11201,ath-miR5021
ATH_circ11079,ath-miR5021
ATH_circ11102,ath-miR5021
ATH_circ11177,ath-miR5021
ATH_circ11144,ath-miR5021
ATH_circ11061,ath-miR5021
ATH_circ11143,ath-miR5021
ATH_circ11148,ath-miR5021
ATH_circ11176,ath-miR5021
ATH_circ11171,ath-miR5021
ATH_circ11126,ath-miR5021
ATH_circ11140,ath-miR5021
ATH_circ11145,ath-miR5021
ATH_circ11192,ath-miR5021
ATH_circ10698,ath-miR5021
ATH_circ10696,ath-miR5021
ATH_circ10695,ath-miR5021
ATH_circ10735,ath-miR5021
ATH_circ03262,ath-miR5021
ATH_circ10404,ath-miR5021
ATH_circ09662,ath-miR5021
ATH_circ10345,ath-miR5021
ATH_circ10346,ath-miR5021
ATH_circ10343,ath-miR5021
ATH_circ10344,ath-miR5021
ATH_circ09835,ath-miR5021
ATH_circ07058,ath-miR5021
ATH_circ07060,ath-miR5021
ATH_circ07059,ath-miR5021
ATH_circ05862,ath-miR5021
ATH_circ04862,ath-miR5021
ATH_circ03628,ath-miR5021
ATH_circ04862,ath-miR5021
ATH_circ06665,ath-miR5021
ATH_circ09566,ath-miR5021
ATH_circ04188,ath-miR5021
ATH_circ00848,ath-miR5021
ATH_circ10638,ath-miR5021
ATH_circ10639,ath-miR5021
ATH_circ01383,ath-miR5021
ATH_circ09986,ath-miR5021
ATH_circ09987,ath-miR5021
ATH_circ10539,ath-miR5021
ATH_circ09926,ath-miR5021
ATH_circ10270,ath-miR5021
ATH_circ10657,ath-miR169b-5p
ATH_circ07560,ath-miR167b
ATH_circ10610,ath-miR867
ATH_circ10569,ath-miR5651
ATH_circ10244,ath-miR8166
ATH_circ07560,ath-miR167a-5p
ATH_circ09880,ath-miR4245
ATH_circ04075,ath-miR157b-3p
ATH_circ04075,ath-miR157b-3p
ATH_circ02885,ath-miR5998a
ATH_circ02887,ath-miR5998a
ATH_circ10657,ath-miR169d
ATH_circ03362,ath-miR839-5p
ATH_circ03362,ath-miR839-5p
ATH_circ03362,ath-miR839-5p
ATH_circ03362,ath-miR839-5p
ATH_circ03362,ath-miR839-5p
ATH_circ03467,ath-miR413
ATH_circ09723,ath-miR413
ATH_circ10071,ath-miR413
ATH_circ09882,ath-miR5662
ATH_circ09884,ath-miR5662
ATH_circ10425,ath-miR5662
ATH_circ05440,ath-miR5662
ATH_circ10702,ath-miR5662
ATH_circ07958,ath-miR854e
ATH_circ09746,ath-miR854e
ATH_circ09742,ath-miR854e
ATH_circ09745,ath-miR854e
ATH_circ09744,ath-miR854e
ATH_circ09741,ath-miR854e
ATH_circ09743,ath-miR854e
ATH_circ08475,ath-miR3932a
ATH_circ10657,ath-miR169n
ATH_circ09563,ath-miR5635d
ATH_circ09564,ath-miR5635d
ATH_circ06123,ath-miR172b-5p
ATH_circ06123,ath-miR172b-5p
ATH_circ09938,ath-miR172b-5p
ATH_circ09936,ath-miR172b-5p
ATH_circ09935,ath-miR172b-5p
ATH_circ09937,ath-miR172b-5p
ATH_circ09939,ath-miR172b-5p
ATH_circ09816,ath-miR5632-3p
ATH_circ09815,ath-miR5632-3p
ATH_circ09814,ath-miR5632-3p
ATH_circ09812,ath-miR5632-3p
ATH_circ09811,ath-miR5632-3p
ATH_circ09813,ath-miR5632-3p
ATH_circ10157,ath-miR401
ATH_circ10333,ath-miR401
ATH_circ10330,ath-miR401
ATH_circ10331,ath-miR401
ATH_circ10334,ath-miR401
ATH_circ02606,ath-miR166e-5p
ATH_circ10402,ath-miR837-3p
ATH_circ01045,ath-miR837-3p
ATH_circ01044,ath-miR837-3p
ATH_circ09601,ath-miR837-3p
ATH_circ00658,ath-miR837-3p
ATH_circ09965,ath-miR837-3p
ATH_circ07958,ath-miR854a
ATH_circ09746,ath-miR854a
ATH_circ09742,ath-miR854a
ATH_circ09745,ath-miR854a
ATH_circ09744,ath-miR854a
ATH_circ09741,ath-miR854a
ATH_circ09743,ath-miR854a
ATH_circ01599,ath-miR5012
ATH_circ01598,ath-miR5012
ATH_circ01599,ath-miR5012
ATH_circ01598,ath-miR5012
ATH_circ10319,ath-miR390a-5p
ATH_circ05949,ath-miR157c-3p
ATH_circ02743,ath-miR407
ATH_circ09723,ath-miR5645c
ATH_circ09721,ath-miR5645c
ATH_circ09722,ath-miR5645c
ATH_circ09913,ath-miR5645c
ATH_circ04075,ath-miR157a-3p
ATH_circ04075,ath-miR157a-3p
ATH_circ09686,ath-miR863-5p
ATH_circ10657,ath-miR169a-5p
ATH_circ10390,ath-miR447c-3p
ATH_circ00735,ath-miR447c-3p
ATH_circ05743,ath-miR856
ATH_circ05743,ath-miR856
ATH_circ05744,ath-miR856
ATH_circ05744,ath-miR856
ATH_circ09913,ath-miR8165
ATH_circ06558,ath-miR824-3p
ATH_circ09721,ath-miR5645e
ATH_circ09723,ath-miR5645e
ATH_circ09722,ath-miR5645e
ATH_circ09700,ath-miR5645e
ATH_circ09703,ath-miR5645e
ATH_circ09704,ath-miR5645e
ATH_circ09701,ath-miR5645e
ATH_circ09698,ath-miR5645e
ATH_circ09705,ath-miR5645e
ATH_circ09696,ath-miR5645e
ATH_circ09702,ath-miR5645e
ATH_circ09697,ath-miR5645e
ATH_circ09699,ath-miR5645e
ATH_circ09695,ath-miR5645e
ATH_circ10491,ath-miR159a
ATH_circ05254,ath-miR156e
ATH_circ09700,ath-miR156e
ATH_circ09701,ath-miR156e
ATH_circ09698,ath-miR156e
ATH_circ09696,ath-miR156e
ATH_circ09697,ath-miR156e
ATH_circ09699,ath-miR156e
ATH_circ09695,ath-miR156e
ATH_circ05961,ath-miR5644
ATH_circ09721,ath-miR5645f
ATH_circ09723,ath-miR5645f
ATH_circ09722,ath-miR5645f
ATH_circ09700,ath-miR5645f
ATH_circ09703,ath-miR5645f
ATH_circ09704,ath-miR5645f
ATH_circ09701,ath-miR5645f
ATH_circ09698,ath-miR5645f
ATH_circ09705,ath-miR5645f
ATH_circ09696,ath-miR5645f
ATH_circ09702,ath-miR5645f
ATH_circ09697,ath-miR5645f
ATH_circ09699,ath-miR5645f
ATH_circ09695,ath-miR5645f
ATH_circ09882,ath-miR416
ATH_circ09884,ath-miR416
ATH_circ09885,ath-miR416
ATH_circ01207,ath-miR157a-5p
ATH_circ02892,ath-miR774b-3p
ATH_circ02893,ath-miR774b-3p
ATH_circ02894,ath-miR774b-3p
ATH_circ09663,ath-miR5026
ATH_circ10463,ath-miR8177
ATH_circ09882,ath-miR8177
ATH_circ09884,ath-miR8177
ATH_circ10624,ath-miR8177
ATH_circ10157,ath-miR8177
ATH_circ09893,ath-miR5643a
ATH_circ10633,ath-miR5643a
ATH_circ10634,ath-miR5643a
ATH_circ10635,ath-miR5643a
ATH_circ10636,ath-miR5643a
ATH_circ09892,ath-miR5643a
ATH_circ02877,ath-miR5643a
ATH_circ02876,ath-miR5643a
ATH_circ09893,ath-miR5643a
ATH_circ09892,ath-miR5643a
ATH_circ10697,ath-miR5643a
ATH_circ10696,ath-miR5643a
ATH_circ10695,ath-miR5643a
ATH_circ07958,ath-miR854d
ATH_circ09746,ath-miR854d
ATH_circ09742,ath-miR854d
ATH_circ09745,ath-miR854d
ATH_circ09744,ath-miR854d
ATH_circ09741,ath-miR854d
ATH_circ09743,ath-miR854d
ATH_circ09719,ath-miR5653
ATH_circ09717,ath-miR5653
ATH_circ09718,ath-miR5653
ATH_circ09716,ath-miR5653
ATH_circ09715,ath-miR5653
ATH_circ09913,ath-miR5653
ATH_circ10319,ath-miR5638a
ATH_circ01287,ath-miR5638a
ATH_circ04448,ath-miR5648-3p
ATH_circ09700,ath-miR5648-3p
ATH_circ09703,ath-miR5648-3p
ATH_circ09704,ath-miR5648-3p
ATH_circ09701,ath-miR5648-3p
ATH_circ09698,ath-miR5648-3p
ATH_circ09705,ath-miR5648-3p
ATH_circ09696,ath-miR5648-3p
ATH_circ09697,ath-miR5648-3p
ATH_circ09699,ath-miR5648-3p
ATH_circ09695,ath-miR5648-3p
ATH_circ09563,ath-miR5635c
ATH_circ09564,ath-miR5635c
ATH_circ06899,ath-miR414
ATH_circ05031,ath-miR414
ATH_circ06724,ath-miR414
ATH_circ08812,ath-miR414
ATH_circ08814,ath-miR414
ATH_circ08813,ath-miR414
ATH_circ08811,ath-miR414
ATH_circ08644,ath-miR414
ATH_circ10284,ath-miR414
ATH_circ06585,ath-miR414
ATH_circ08643,ath-miR414
ATH_circ08642,ath-miR414
ATH_circ07536,ath-miR414
ATH_circ10463,ath-miR414
ATH_circ09635,ath-miR414
ATH_circ02046,ath-miR414
ATH_circ05318,ath-miR414
ATH_circ05318,ath-miR414
ATH_circ08383,ath-miR414
ATH_circ01926,ath-miR414
ATH_circ01925,ath-miR414
ATH_circ10023,ath-miR414
ATH_circ10022,ath-miR414
ATH_circ10025,ath-miR414
ATH_circ10024,ath-miR414
ATH_circ08843,ath-miR414
ATH_circ08846,ath-miR414
ATH_circ08844,ath-miR414
ATH_circ08845,ath-miR414
ATH_circ08847,ath-miR414
ATH_circ07549,ath-miR414
ATH_circ10425,ath-miR414
ATH_circ07075,ath-miR414
ATH_circ07077,ath-miR414
ATH_circ00636,ath-miR414
ATH_circ07076,ath-miR414
ATH_circ06150,ath-miR414
ATH_circ05468,ath-miR414
ATH_circ07079,ath-miR414
ATH_circ04401,ath-miR414
ATH_circ03035,ath-miR414
ATH_circ03034,ath-miR414
ATH_circ10290,ath-miR414
ATH_circ02249,ath-miR414
ATH_circ00802,ath-miR414
ATH_circ06918,ath-miR414
ATH_circ06918,ath-miR414
ATH_circ05678,ath-miR414
ATH_circ00802,ath-miR414
ATH_circ05606,ath-miR414
ATH_circ07492,ath-miR414
ATH_circ04496,ath-miR414
ATH_circ05606,ath-miR414
ATH_circ02949,ath-miR414
ATH_circ01313,ath-miR414
ATH_circ02650,ath-miR414
ATH_circ07808,ath-miR414
ATH_circ09965,ath-miR414
ATH_circ10321,ath-miR414
ATH_circ10302,ath-miR414
ATH_circ10319,ath-miR414
ATH_circ10387,ath-miR414
ATH_circ10392,ath-miR414
ATH_circ02952,ath-miR414
ATH_circ02952,ath-miR414
ATH_circ08171,ath-miR414
ATH_circ10474,ath-miR414
ATH_circ10473,ath-miR414
ATH_circ10475,ath-miR414
ATH_circ10476,ath-miR414
ATH_circ02951,ath-miR414
ATH_circ00538,ath-miR414
ATH_circ00538,ath-miR414
ATH_circ00539,ath-miR414
ATH_circ08563,ath-miR414
ATH_circ08936,ath-miR414
ATH_circ04559,ath-miR414
ATH_circ09685,ath-miR414
ATH_circ09687,ath-miR414
ATH_circ05902,ath-miR414
ATH_circ02311,ath-miR414
ATH_circ00579,ath-miR414
ATH_circ01832,ath-miR414
ATH_circ09035,ath-miR414
ATH_circ09039,ath-miR414
ATH_circ09038,ath-miR414
ATH_circ09037,ath-miR414
ATH_circ09034,ath-miR414
ATH_circ09041,ath-miR414
ATH_circ09040,ath-miR414
ATH_circ09036,ath-miR414
ATH_circ00432,ath-miR414
ATH_circ01833,ath-miR414
ATH_circ00434,ath-miR414
ATH_circ00429,ath-miR414
ATH_circ00430,ath-miR414
ATH_circ01830,ath-miR414
ATH_circ01830,ath-miR414
ATH_circ02731,ath-miR414
ATH_circ00431,ath-miR414
ATH_circ00299,ath-miR414
ATH_circ02730,ath-miR414
ATH_circ00433,ath-miR414
ATH_circ00298,ath-miR414
ATH_circ06690,ath-miR414
ATH_circ06689,ath-miR414
ATH_circ01207,ath-miR157c-5p
ATH_circ10565,ath-miR857
ATH_circ05947,ath-miR857
ATH_circ10657,ath-miR857
ATH_circ09630,ath-miR857
ATH_circ08786,ath-miR5020c
ATH_circ08785,ath-miR5020c
ATH_circ05345,ath-miR5657
ATH_circ10721,ath-miR5657
ATH_circ10723,ath-miR5657
ATH_circ10727,ath-miR5657
ATH_circ10657,ath-miR169l
ATH_circ10319,ath-miR390b-5p
ATH_circ08529,ath-miR5661
ATH_circ02500,ath-miR2937
ATH_circ02500,ath-miR2937
ATH_circ02501,ath-miR2937
ATH_circ02502,ath-miR2937
ATH_circ02501,ath-miR2937
ATH_circ02502,ath-miR2937
ATH_circ10319,ath-miR2937
