miRNA,mRNA
gma-miR1522,GLYMA02G45880
gma-miR1522,GLYMA17G32100
gma-miR1522,GLYMA14G14220
gma-miR1522,GLYMA03G35051
gma-miR1522,GLYMA12G09410
gma-miR1522,GLYMA10G09950
gma-miR1522,GLYMA12G09410
gma-miR1522,GLYMA12G09410
gma-miR1522,GLYMA13G39990
gma-miR1522,GLYMA09G32261
gma-miR1522,GLYMA12G09410
gma-miR1522,GLYMA07G39590
gma-miR1522,GLYMA10G11670
gma-miR1522,GLYMA10G11670
gma-miR1522,GLYMA08G09020
gma-miR1522,GLYMA13G40925
gma-miR1522,GLYMA18G48505
gma-miR1522,GLYMA18G48590
gma-miR1522,GLYMA18G48560
gma-miR1522,GLYMA15G42250
gma-miR1522,GLYMA08G38201
gma-miR1522,GLYMA07G10051
gma-miR1522,GLYMA16G07691
gma-miR1522,GLYMA16G07691
gma-miR1522,GLYMA16G07691
gma-miR1522,GLYMA16G07691
gma-miR1522,GLYMA13G25110
gma-miR1522,GLYMA07G35400
gma-miR1522,GLYMA07G31210
gma-miR1522,GLYMA11G01320
gma-miR2111f,GLYMA05G14690
gma-miR2111f,GLYMA16G06160
gma-miR2111f,GLYMA19G25770
gma-miR2111f,GLYMA20G34930
gma-miR2111f,GLYMA15G34831
gma-miR2111f,GLYMA14G18397
gma-miR2111f,GLYMA19G01430
gma-miR2111f,GLYMA19G01430
gma-miR2111f,GLYMA02G09190
gma-miR2111f,GLYMA03G30070
gma-miR2111f,GLYMA03G30070
gma-miR2111f,GLYMA03G30070
gma-miR2111f,GLYMA06G20840
gma-miR2111f,GLYMA07G16720
gma-miR2111f,GLYMA15G19921
gma-miR2111f,GLYMA09G39811
gma-miR2111f,GLYMA06G06630
gma-miR2111f,GLYMA06G06630
gma-miR2111f,GLYMA06G06630
gma-miR2111f,GLYMA20G31015
gma-miR2111f,GLYMA10G36580
gma-miR2111f,GLYMA10G36580
gma-miR2111f,GLYMA10G36580
gma-miR2111f,GLYMA10G36580
gma-miR394b-3p,GLYMA09G03590
gma-miR394b-3p,GLYMA10G41770
gma-miR394b-3p,GLYMA10G41770
gma-miR394b-3p,GLYMA04G32970
gma-miR394b-3p,GLYMA04G32970
gma-miR394b-3p,GLYMA06G21210
gma-miR394b-3p,GLYMA04G32970
gma-miR394b-3p,GLYMA19G03350
gma-miR394b-3p,GLYMA14G25810
gma-miR394b-3p,GLYMA14G25810
gma-miR1520b,GLYMA01G40620
gma-miR1520b,GLYMA01G40620
gma-miR1520b,GLYMA03G31570
gma-miR4416b,GLYMA18G50681
gma-miR4416b,GLYMA18G50630
gma-miR4416b,GLYMA18G50540
gma-miR4416b,GLYMA06G30630
gma-miR4416b,GLYMA06G30630
gma-miR4416b,GLYMA06G30630
gma-miR4416b,GLYMA06G30630
gma-miR4416b,GLYMA10G04810
gma-miR4416b,GLYMA13G19200
gma-miR4416b,GLYMA10G06780
gma-miR4416b,GLYMA02G18090
gma-miR4416b,GLYMA07G14770
gma-miR395b,GLYMA08G14700
gma-miR395b,GLYMA13G02080
gma-miR395b,GLYMA13G02080
gma-miR395b,GLYMA20G28980
gma-miR395b,GLYMA10G38760
gma-miR395b,GLYMA18G36276
gma-miR395b,GLYMA18G02240
gma-miR395b,GLYMA11G36210
gma-miR395b,GLYMA13G41240
gma-miR395b,GLYMA13G41240
gma-miR395b,GLYMA06G43546
gma-miR395b,GLYMA12G14420
gma-miR395b,GLYMA14G34210
gma-miR395b,GLYMA14G34210
gma-miR395b,GLYMA06G11150
gma-miR395b,GLYMA13G40550
gma-miR395b,GLYMA13G39500
gma-miR395b,GLYMA13G39500
gma-miR395b,GLYMA15G04173
gma-miR395b,GLYMA19G44960
gma-miR319b,GLYMA20G11040
gma-miR319b,GLYMA15G35860
gma-miR319b,GLYMA13G25716
gma-miR319b,GLYMA15G35860
gma-miR319b,GLYMA15G35860
gma-miR319b,GLYMA13G04031
gma-miR319b,GLYMA13G04031
gma-miR319b,GLYMA13G25716
gma-miR319b,GLYMA20G11040
gma-miR319b,GLYMA06G43721
gma-miR319b,GLYMA06G43721
gma-miR319b,GLYMA12G14200
gma-miR319b,GLYMA06G43721
gma-miR319b,GLYMA13G29160
gma-miR319b,GLYMA15G09910
gma-miR319b,GLYMA08G10350
gma-miR319b,GLYMA05G27367
gma-miR319b,GLYMA05G27367
gma-miR319b,GLYMA05G27367
gma-miR319b,GLYMA04G24371
gma-miR319b,GLYMA06G41461
gma-miR319b,GLYMA10G41151
gma-miR319b,GLYMA05G37200
gma-miR319b,GLYMA20G26120
gma-miR319b,GLYMA06G47000
gma-miR319b,GLYMA04G15150
gma-miR319b,GLYMA06G47000
gma-miR319b,GLYMA04G15150
gma-miR319b,GLYMA12G35720
gma-miR319b,GLYMA06G34330
gma-miR319b,GLYMA12G20160
gma-miR319b,GLYMA12G33640
gma-miR319b,GLYMA13G36840
gma-miR319b,GLYMA13G36840
gma-miR319b,GLYMA13G34690
gma-miR319b,GLYMA08G10770
gma-miR319b,GLYMA08G10770
gma-miR319b,GLYMA05G27780
gma-miR319b,GLYMA15G05650
gma-miR5771,GLYMA02G14860
gma-miR5771,GLYMA02G14860
gma-miR5771,GLYMA15G19540
gma-miR5771,GLYMA15G19540
gma-miR397b-3p,GLYMA18G53040
gma-miR397b-3p,GLYMA18G53040
gma-miR397b-3p,GLYMA08G19860
gma-miR4413b,GLYMA07G11408
gma-miR4413b,GLYMA07G11408
gma-miR4413b,GLYMA19G02071
gma-miR4413b,GLYMA07G11290
gma-miR4413b,GLYMA16G31949
gma-miR4413b,GLYMA16G27600
gma-miR4413b,GLYMA09G30621
gma-miR4413b,GLYMA09G07290
gma-miR4413b,GLYMA09G30621
gma-miR4413b,GLYMA09G07290
gma-miR4413b,GLYMA08G17053
gma-miR4413b,GLYMA09G30940
gma-miR4413b,GLYMA09G30940
gma-miR4413b,GLYMA02G40060
gma-miR4413b,GLYMA16G32210
gma-miR4413b,GLYMA16G25410
gma-miR4413b,GLYMA09G07250
gma-miR4413b,GLYMA16G27787
gma-miR4413b,GLYMA16G25410
gma-miR4413b,GLYMA16G27787
gma-miR4413b,GLYMA16G27651
gma-miR4413b,GLYMA16G25410
gma-miR4413b,GLYMA09G39260
gma-miR4413b,GLYMA09G39260
gma-miR4413b,GLYMA13G30610
gma-miR4413b,GLYMA14G38270
gma-miR4413b,GLYMA01G44420
gma-miR4413b,GLYMA09G30571
gma-miR4413b,GLYMA09G30732
gma-miR4413b,GLYMA15G24035
gma-miR4413b,GLYMA09G30500
gma-miR4413b,GLYMA08G07170
gma-miR4413b,GLYMA11G13350
gma-miR4413b,GLYMA11G13350
gma-miR4413b,GLYMA11G13350
gma-miR4413b,GLYMA11G13350
gma-miR4413b,GLYMA11G13350
gma-miR4413b,GLYMA11G13350
gma-miR4413b,GLYMA09G30635
gma-miR4413b,GLYMA09G30522
gma-miR4413b,GLYMA16G27802
gma-miR4413b,GLYMA09G30680
gma-miR4413b,GLYMA12G13601
gma-miR4413b,GLYMA09G30522
gma-miR4413b,GLYMA09G30160
gma-miR4413b,GLYMA09G30680
gma-miR4413b,GLYMA12G00870
gma-miR4413b,GLYMA11G01110
gma-miR4413b,GLYMA09G34061
gma-miR4413b,GLYMA09G34061
gma-miR4413b,GLYMA05G25331
gma-miR4413b,GLYMA16G27794
gma-miR4413b,GLYMA19G25900
gma-miR4413b,GLYMA19G25900
gma-miR4413b,GLYMA19G25900
gma-miR4413b,GLYMA14G40610
gma-miR4413b,GLYMA05G26600
gma-miR4413b,GLYMA09G30708
gma-miR4413b,GLYMA16G31956
gma-miR4413b,GLYMA0679S50
gma-miR4413b,GLYMA06G20020
gma-miR4413b,GLYMA16G32022
gma-miR4413b,GLYMA04G03420
gma-miR4413b,GLYMA11G13200
gma-miR4413b,GLYMA11G13200
gma-miR4413b,GLYMA16G28020
gma-miR4413b,GLYMA08G05770
gma-miR4413b,GLYMA08G05770
gma-miR4413b,GLYMA08G05770
gma-miR4413b,GLYMA08G05770
gma-miR4413b,GLYMA08G05770
gma-miR4413b,GLYMA14G04490
gma-miR4413b,GLYMA04G36620
gma-miR4413b,GLYMA04G36620
gma-miR4413b,GLYMA13G43750
gma-miR4413b,GLYMA04G36630
gma-miR4413b,GLYMA06G18290
gma-miR4413b,GLYMA06G18300
gma-miR4413b,GLYMA09G35760
gma-miR4413b,GLYMA16G27600
gma-miR4413b,GLYMA16G27651
gma-miR394b-5p,GLYMA18G00870
gma-miR394b-5p,GLYMA18G00870
gma-miR394b-5p,GLYMA11G36960
gma-miR394b-5p,GLYMA05G28050
gma-miR394b-5p,GLYMA18G00870
gma-miR394b-5p,GLYMA08G11030
gma-miR394b-5p,GLYMA11G36960
gma-miR394b-5p,GLYMA08G11030
gma-miR394b-5p,GLYMA20G30541
gma-miR394b-5p,GLYMA20G30541
gma-miR394b-5p,GLYMA20G30541
gma-miR394b-5p,GLYMA17G01391
gma-miR394b-5p,GLYMA01G38340
gma-miR394b-5p,GLYMA13G01180
gma-miR394b-5p,GLYMA13G01180
gma-miR394b-5p,GLYMA19G39521
gma-miR394b-5p,GLYMA19G28690
gma-miR394b-5p,GLYMA16G04610
gma-miR394b-5p,GLYMA18G13650
gma-miR394b-5p,GLYMA08G41820
gma-miR394b-5p,GLYMA08G41951
gma-miR394b-5p,GLYMA08G41544
gma-miR394b-5p,GLYMA13G28325
gma-miR394b-5p,GLYMA18G51240
gma-miR394b-5p,GLYMA01G28936
gma-miR394b-5p,GLYMA07G39331
gma-miR394b-5p,GLYMA11G07020
gma-miR172b-5p,GLYMA13G39860
gma-miR172b-5p,GLYMA18G44870
gma-miR172b-5p,GLYMA18G44870
gma-miR172b-5p,GLYMA10G27630
gma-miR172b-5p,GLYMA10G27630
gma-miR172b-5p,GLYMA10G07280
gma-miR172b-5p,GLYMA12G11573
gma-miR172b-5p,GLYMA01G07530
gma-miR172b-5p,GLYMA08G43060
gma-miR172b-5p,GLYMA03G34470
gma-miR172b-5p,GLYMA12G15220
gma-miR172b-5p,GLYMA13G01270
gma-miR172b-5p,GLYMA11G04260
gma-miR172b-5p,GLYMA05G09400
gma-miR172b-5p,GLYMA05G09400
gma-miR172b-5p,GLYMA05G09400
gma-miR172b-5p,GLYMA05G09400
gma-miR172b-5p,GLYMA15G42080
gma-miR172b-5p,GLYMA18G44550
gma-miR172b-5p,GLYMA06G48231
gma-miR172b-5p,GLYMA06G48231
gma-miR172b-5p,GLYMA06G48231
gma-miR172b-5p,GLYMA04G08901
gma-miR172b-5p,GLYMA08G40530
gma-miR172b-5p,GLYMA08G40530
gma-miR172b-5p,GLYMA18G16990
gma-miR172b-5p,GLYMA08G17330
gma-miR172b-5p,GLYMA11G15880
gma-miR172b-5p,GLYMA05G27821
gma-miR172b-5p,GLYMA11G15880
gma-miR172b-5p,GLYMA05G27821
gma-miR172b-5p,GLYMA17G02700
gma-miR172b-5p,GLYMA07G38000
gma-miR172b-5p,GLYMA06G19460
gma-miR172b-5p,GLYMA04G35330
gma-miR172b-5p,GLYMA06G19460
gma-miR172b-5p,GLYMA02G05320
gma-miR172b-5p,GLYMA11G10790
gma-miR172b-5p,GLYMA05G00880
gma-miR172b-5p,GLYMA12G35690
gma-miR172b-5p,GLYMA12G06080
gma-miR172b-5p,GLYMA18G53005
gma-miR172b-5p,GLYMA15G18940
gma-miR172b-5p,GLYMA19G02680
gma-miR172b-5p,GLYMA13G05430
gma-miR172b-5p,GLYMA13G05430
gma-miR172b-5p,GLYMA05G06351
gma-miR172b-5p,GLYMA14G01950
gma-miR172b-5p,GLYMA14G01950
gma-miR172b-5p,GLYMA14G17770
gma-miR172b-5p,GLYMA14G01950
gma-miR172b-5p,GLYMA11G29371
gma-miR172b-5p,GLYMA20G28740
gma-miR172b-5p,GLYMA02G13580
gma-miR172b-5p,GLYMA08G05480
gma-miR172b-5p,GLYMA18G14655
gma-miR172b-5p,GLYMA11G31620
gma-miR172b-5p,GLYMA16G06720
gma-miR172b-5p,GLYMA16G06720
gma-miR172b-5p,GLYMA13G18570
gma-miR172b-5p,GLYMA06G10010
gma-miR172b-5p,GLYMA06G10010
gma-miR172b-5p,GLYMA19G30230
gma-miR172b-5p,GLYMA12G32260
gma-miR172b-5p,GLYMA13G39030
gma-miR172b-5p,GLYMA20G32430
gma-miR172b-5p,GLYMA10G35140
gma-miR172b-5p,GLYMA20G32430
gma-miR172b-5p,GLYMA08G26704
gma-miR172b-5p,GLYMA10G43570
gma-miR172b-5p,GLYMA20G37950
gma-miR172b-5p,GLYMA11G00220
gma-miR172b-5p,GLYMA14G10750
gma-miR172b-5p,GLYMA13G35970
gma-miR172b-5p,GLYMA13G35970
gma-miR172b-5p,GLYMA08G10810
gma-miR172b-5p,GLYMA13G28400
gma-miR172b-5p,GLYMA13G28400
gma-miR172b-5p,GLYMA13G28400
gma-miR172b-5p,GLYMA13G28400
gma-miR172b-5p,GLYMA13G28400
gma-miR172b-5p,GLYMA13G28410
gma-miR172b-5p,GLYMA09G40941
gma-miR172b-5p,GLYMA09G40941
gma-miR172b-5p,GLYMA09G07100
gma-miR172b-5p,GLYMA20G36770
gma-miR172b-5p,GLYMA20G36770
gma-miR172b-5p,GLYMA10G30430
gma-miR172b-5p,GLYMA10G30430
gma-miR172b-5p,GLYMA09G25200
gma-miR172b-5p,GLYMA09G25200
gma-miR172b-5p,GLYMA02G30800
gma-miR172b-5p,GLYMA02G30800
gma-miR172b-5p,GLYMA15G10391
gma-miR172b-5p,GLYMA15G10391
gma-miR172b-5p,GLYMA03G39895
gma-miR156w,GLYMA05G38180
gma-miR156w,GLYMA02G30670
gma-miR156w,GLYMA11G36980
gma-miR156w,GLYMA05G38180
gma-miR156w,GLYMA19G32800
gma-miR156w,GLYMA05G38180
gma-miR156w,GLYMA05G38180
gma-miR156w,GLYMA11G16556
gma-miR156w,GLYMA02G13371
gma-miR156w,GLYMA01G08056
gma-miR156w,GLYMA17G08840
gma-miR156w,GLYMA06G17700
gma-miR156w,GLYMA05G38180
gma-miR156w,GLYMA03G27195
gma-miR156w,GLYMA01G08056
gma-miR156w,GLYMA05G38180
gma-miR156w,GLYMA08G01450
gma-miR156w,GLYMA18G36960
gma-miR156w,GLYMA04G37391
gma-miR156w,GLYMA03G29901
gma-miR156w,GLYMA11G36980
gma-miR156w,GLYMA0005S50
gma-miR156w,GLYMA01G15134
gma-miR156w,GLYMA04G32002
gma-miR156w,GLYMA01G08056
gma-miR156w,GLYMA05G38180
gma-miR156w,GLYMA18G00903
gma-miR156w,GLYMA08G01450
gma-miR156w,GLYMA11G36980
gma-miR156w,GLYMA07G14641
gma-miR156w,GLYMA11G36980
gma-miR156w,GLYMA0005S50
gma-miR156w,GLYMA06G17700
gma-miR156w,GLYMA02G13371
gma-miR156w,GLYMA12G35460
gma-miR156w,GLYMA13G35000
gma-miR156w,GLYMA06G05611
gma-miR156w,GLYMA20G22930
gma-miR156w,GLYMA16G05895
gma-miR156w,GLYMA19G26390
gma-miR156w,GLYMA16G05895
gma-miR156w,GLYMA03G40620
gma-miR156w,GLYMA03G40620
gma-miR156w,GLYMA12G27330
gma-miR156w,GLYMA06G36140
gma-miR156w,GLYMA17G10740
gma-miR156w,GLYMA17G10740
gma-miR156w,GLYMA17G10740
gma-miR156w,GLYMA14G16181
gma-miR156w,GLYMA14G16181
gma-miR156w,GLYMA13G17870
gma-miR156w,GLYMA13G17870
gma-miR156w,GLYMA13G17870
gma-miR156w,GLYMA13G17870
gma-miR156w,GLYMA10G05770
gma-miR156w,GLYMA06G12190
gma-miR156w,GLYMA05G22270
gma-miR156w,GLYMA05G22270
gma-miR156w,GLYMA17G17810
gma-miR156w,GLYMA17G17810
gma-miR156w,GLYMA17G17810
gma-miR156w,GLYMA05G22270
gma-miR156w,GLYMA05G22270
gma-miR156w,GLYMA17G17810
gma-miR156w,GLYMA17G17810
gma-miR156w,GLYMA10G39940
gma-miR156w,GLYMA03G29983
gma-miR156w,GLYMA20G00820
gma-miR156w,GLYMA15G24670
gma-miR156w,GLYMA09G13210
gma-miR156w,GLYMA06G20030
gma-miR156w,GLYMA12G00350
gma-miR156w,GLYMA08G26083
gma-miR156w,GLYMA03G01320
gma-miR156w,GLYMA07G07870
gma-miR156w,GLYMA03G29750
gma-miR156w,GLYMA03G29750
gma-miR156w,GLYMA03G29750
gma-miR156w,GLYMA19G23020
gma-miR156w,GLYMA06G21050
gma-miR156w,GLYMA07G40011
gma-miR156w,GLYMA07G31880
gma-miR156w,GLYMA07G31880
gma-miR156w,GLYMA13G24590
gma-miR156w,GLYMA13G24590
gma-miR156w,GLYMA18G08961
gma-miR156w,GLYMA18G08961
gma-miR156w,GLYMA17G08570
gma-miR156w,GLYMA17G08270
gma-miR156w,GLYMA10G34350
gma-miR156w,GLYMA17G34100
gma-miR156w,GLYMA11G13490
gma-miR5674a,GLYMA16G06346
gma-miR5674a,GLYMA09G30547
gma-miR5674a,GLYMA09G30160
gma-miR5674a,GLYMA09G30571
gma-miR5674a,GLYMA09G30522
gma-miR5674a,GLYMA09G30522
gma-miR5674a,GLYMA09G30621
gma-miR5674a,GLYMA09G30621
gma-miR5674a,GLYMA09G30940
gma-miR5674a,GLYMA09G30940
gma-miR5674a,GLYMA07G11408
gma-miR5674a,GLYMA07G11408
gma-miR5674a,GLYMA09G30708
gma-miR5674a,GLYMA09G30740
gma-miR5674a,GLYMA09G30680
gma-miR5674a,GLYMA09G30680
gma-miR5674a,GLYMA09G30732
gma-miR5674a,GLYMA09G30635
gma-miR5674a,GLYMA08G11441
gma-miR5674a,GLYMA16G31963
gma-miR5674a,GLYMA18G39540
gma-miR5674a,GLYMA18G39540
gma-miR5674a,GLYMA18G39540
gma-miR5674a,GLYMA18G39540
gma-miR5674a,GLYMA16G27787
gma-miR5674a,GLYMA16G27787
gma-miR5674a,GLYMA10G00534
gma-miR5674a,GLYMA05G28430
gma-miR5674a,GLYMA05G28430
gma-miR5674a,GLYMA05G28430
gma-miR5674a,GLYMA08G17053
gma-miR5674a,GLYMA16G32210
gma-miR5674a,GLYMA08G00224
gma-miR5674a,GLYMA19G36650
gma-miR5674a,GLYMA05G30560
gma-miR5674a,GLYMA20G20355
gma-miR5674a,GLYMA13G43880
gma-miR5674a,GLYMA13G31610
gma-miR5674a,GLYMA14G10530
gma-miR164a,GLYMA15G40510
gma-miR164a,GLYMA08G18470
gma-miR164a,GLYMA17G10970
gma-miR164a,GLYMA05G00930
gma-miR164a,GLYMA06G21020
gma-miR164a,GLYMA05G00930
gma-miR164a,GLYMA13G34950
gma-miR164a,GLYMA12G35530
gma-miR164a,GLYMA12G26190
gma-miR164a,GLYMA06G35660
gma-miR164a,GLYMA04G33270
gma-miR164a,GLYMA07G08081
gma-miR164a,GLYMA07G08081
gma-miR164a,GLYMA12G37050
gma-miR164a,GLYMA12G37050
gma-miR164a,GLYMA12G37050
gma-miR164a,GLYMA11G15010
gma-miR164a,GLYMA14G16040
gma-miR164a,GLYMA08G11150
gma-miR164a,GLYMA08G11150
gma-miR164a,GLYMA05G28180
gma-miR164a,GLYMA05G28180
gma-miR156p,GLYMA11G36980
gma-miR156p,GLYMA11G36980
gma-miR156p,GLYMA18G00903
gma-miR156p,GLYMA03G29901
gma-miR156p,GLYMA16G05895
gma-miR156p,GLYMA19G26390
gma-miR156p,GLYMA11G36980
gma-miR156p,GLYMA11G36980
gma-miR156p,GLYMA19G32800
gma-miR156p,GLYMA16G05895
gma-miR156p,GLYMA02G30670
gma-miR156p,GLYMA18G36960
gma-miR156p,GLYMA02G13371
gma-miR156p,GLYMA01G08056
gma-miR156p,GLYMA01G08056
gma-miR156p,GLYMA02G13371
gma-miR156p,GLYMA01G08056
gma-miR156p,GLYMA13G35000
gma-miR156p,GLYMA12G35460
gma-miR156p,GLYMA05G10100
gma-miR156p,GLYMA18G03030
gma-miR156p,GLYMA05G38180
gma-miR156p,GLYMA05G38180
gma-miR156p,GLYMA05G38180
gma-miR156p,GLYMA05G38180
gma-miR156p,GLYMA0005S50
gma-miR156p,GLYMA17G08840
gma-miR156p,GLYMA0005S50
gma-miR156p,GLYMA04G32002
gma-miR156p,GLYMA06G17700
gma-miR156p,GLYMA04G37391
gma-miR156p,GLYMA08G01450
gma-miR156p,GLYMA06G17700
gma-miR156p,GLYMA01G15134
gma-miR156p,GLYMA05G38180
gma-miR156p,GLYMA05G38180
gma-miR156p,GLYMA08G01450
gma-miR156p,GLYMA05G38180
gma-miR156p,GLYMA07G14641
gma-miR156p,GLYMA03G27195
gma-miR156p,GLYMA07G31880
gma-miR156p,GLYMA07G31880
gma-miR156p,GLYMA13G24590
gma-miR156p,GLYMA13G24590
gma-miR156p,GLYMA11G16556
gma-miR156p,GLYMA02G07160
gma-miR156p,GLYMA16G26110
gma-miR156p,GLYMA02G08610
gma-miR156p,GLYMA03G38950
gma-miR156p,GLYMA03G38950
gma-miR156p,GLYMA09G39530
gma-miR156p,GLYMA09G37350
gma-miR156p,GLYMA09G37350
gma-miR156p,GLYMA09G37350
gma-miR156p,GLYMA02G40330
gma-miR156p,GLYMA09G04940
gma-miR156p,GLYMA15G15920
gma-miR156p,GLYMA19G31600
gma-miR156p,GLYMA19G31600
gma-miR156p,GLYMA13G24160
gma-miR156p,GLYMA03G28880
gma-miR156p,GLYMA03G03180
gma-miR156p,GLYMA17G03110
gma-miR156p,GLYMA17G03110
gma-miR156p,GLYMA17G03110
gma-miR156p,GLYMA19G41520
gma-miR156p,GLYMA19G41520
gma-miR1520h,GLYMA02G43880
gma-miR1520h,GLYMA07G05980
gma-miR9725,GLYMA07G39943
gma-miR9725,GLYMA10G38950
gma-miR9725,GLYMA10G38950
gma-miR9725,GLYMA10G38950
gma-miR9725,GLYMA10G38950
gma-miR9725,GLYMA10G38950
gma-miR9725,GLYMA18G13200
gma-miR9725,GLYMA04G41520
gma-miR9725,GLYMA14G01670
gma-miR9725,GLYMA14G01670
gma-miR9725,GLYMA15G15250
gma-miR9725,GLYMA01G42480
gma-miR9725,GLYMA01G42480
gma-miR9725,GLYMA06G41200
gma-miR9725,GLYMA06G41200
gma-miR9725,GLYMA15G43170
gma-miR9725,GLYMA18G18810
gma-miR9725,GLYMA10G07270
gma-miR9725,GLYMA08G47630
gma-miR9725,GLYMA10G11100
gma-miR9725,GLYMA10G00460
gma-miR9725,GLYMA17G00830
gma-miR9725,GLYMA17G00830
gma-miR9725,GLYMA05G24130
gma-miR9725,GLYMA18G05630
gma-miR9725,GLYMA07G32180
gma-miR9725,GLYMA07G32180
gma-miR9725,GLYMA07G32180
gma-miR9725,GLYMA07G32180
gma-miR9725,GLYMA04G04900
gma-miR9725,GLYMA15G05290
gma-miR9725,GLYMA08G41600
gma-miR1508a,GLYMA16G27802
gma-miR1508a,GLYMA14G13230
gma-miR1508a,GLYMA07G31781
gma-miR1508a,GLYMA07G31781
gma-miR1508a,GLYMA09G39260
gma-miR1508a,GLYMA09G39260
gma-miR1508a,GLYMA16G28020
gma-miR1520m,GLYMA10G05151
gma-miR1520m,GLYMA02G43880
gma-miR164g,GLYMA15G40510
gma-miR164g,GLYMA08G18470
gma-miR164g,GLYMA17G10970
gma-miR164g,GLYMA05G00930
gma-miR164g,GLYMA06G21020
gma-miR164g,GLYMA05G00930
gma-miR164g,GLYMA13G34950
gma-miR164g,GLYMA12G35530
gma-miR164g,GLYMA12G26190
gma-miR164g,GLYMA06G35660
gma-miR164g,GLYMA04G33270
gma-miR164g,GLYMA07G08081
gma-miR164g,GLYMA07G08081
gma-miR164g,GLYMA12G37050
gma-miR164g,GLYMA12G37050
gma-miR164g,GLYMA12G37050
gma-miR164g,GLYMA11G15010
gma-miR164g,GLYMA14G16040
gma-miR164g,GLYMA08G11150
gma-miR164g,GLYMA08G11150
gma-miR164g,GLYMA05G28180
gma-miR164g,GLYMA05G28180
gma-miR159e-5p,GLYMA20G39230
gma-miR159e-5p,GLYMA20G39220
gma-miR159e-5p,GLYMA06G13920
gma-miR159e-5p,GLYMA05G30300
gma-miR159e-5p,GLYMA18G01900
gma-miR159e-5p,GLYMA02G41671
gma-miR159e-5p,GLYMA03G42140
gma-miR159e-5p,GLYMA10G04150
gma-miR159e-5p,GLYMA19G05864
gma-miR159e-5p,GLYMA18G01781
gma-miR159e-5p,GLYMA18G01781
gma-miR159e-5p,GLYMA18G01781
gma-miR159e-5p,GLYMA18G12240
gma-miR159e-5p,GLYMA18G12240
gma-miR159e-5p,GLYMA15G27790
gma-miR159e-5p,GLYMA15G37050
gma-miR159e-5p,GLYMA15G37310
gma-miR159e-5p,GLYMA15G37390
gma-miR159e-5p,GLYMA15G37080
gma-miR159e-5p,GLYMA15G36990
gma-miR159e-5p,GLYMA02G11570
gma-miR159e-5p,GLYMA05G01600
gma-miR159e-5p,GLYMA17G10280
gma-miR159e-5p,GLYMA04G05700
gma-miR159e-5p,GLYMA12G14464
gma-miR159e-5p,GLYMA11G06260
gma-miR159e-5p,GLYMA01G39010
gma-miR159e-5p,GLYMA01G39000
gma-miR159e-5p,GLYMA06G14460
gma-miR159e-5p,GLYMA07G17910
gma-miR319a,GLYMA13G25716
gma-miR319a,GLYMA13G04031
gma-miR319a,GLYMA20G11040
gma-miR319a,GLYMA15G35860
gma-miR319a,GLYMA20G11040
gma-miR319a,GLYMA15G35860
gma-miR319a,GLYMA15G35860
gma-miR319a,GLYMA13G04031
gma-miR319a,GLYMA13G25716
gma-miR319a,GLYMA12G14200
gma-miR319a,GLYMA06G43721
gma-miR319a,GLYMA06G43721
gma-miR319a,GLYMA06G43721
gma-miR319a,GLYMA13G29160
gma-miR319a,GLYMA15G09910
gma-miR319a,GLYMA08G10350
gma-miR319a,GLYMA05G27367
gma-miR319a,GLYMA05G27367
gma-miR319a,GLYMA05G27367
gma-miR319a,GLYMA04G24371
gma-miR319a,GLYMA06G41461
gma-miR319a,GLYMA20G26120
gma-miR319a,GLYMA05G37200
gma-miR319a,GLYMA10G41151
gma-miR319a,GLYMA06G47000
gma-miR319a,GLYMA04G15150
gma-miR319a,GLYMA04G15150
gma-miR319a,GLYMA06G47000
gma-miR319a,GLYMA12G35720
gma-miR319a,GLYMA06G34330
gma-miR319a,GLYMA12G20160
gma-miR319a,GLYMA12G33640
gma-miR319a,GLYMA13G36840
gma-miR319a,GLYMA13G36840
gma-miR319a,GLYMA13G34690
gma-miR319a,GLYMA08G10770
gma-miR319a,GLYMA08G10770
gma-miR319a,GLYMA05G27780
gma-miR319a,GLYMA15G05650
gma-miR1520o,GLYMA02G43880
gma-miR1520o,GLYMA11G07300
gma-miR1520o,GLYMA11G07300
gma-miR156aa,GLYMA15G35860
gma-miR156aa,GLYMA15G35860
gma-miR156aa,GLYMA13G04031
gma-miR156aa,GLYMA20G11040
gma-miR156aa,GLYMA13G25716
gma-miR156aa,GLYMA15G35860
gma-miR156aa,GLYMA13G04031
gma-miR156aa,GLYMA13G25716
gma-miR156aa,GLYMA20G11040
gma-miR156aa,GLYMA06G47000
gma-miR156aa,GLYMA04G15150
gma-miR156aa,GLYMA06G47000
gma-miR156aa,GLYMA04G15150
gma-miR156aa,GLYMA04G32324
gma-miR156aa,GLYMA04G32324
gma-miR156aa,GLYMA06G22240
gma-miR156aa,GLYMA09G00800
gma-miR156aa,GLYMA11G10150
gma-miR156aa,GLYMA11G10150
gma-miR156aa,GLYMA11G10150
gma-miR156aa,GLYMA11G10150
gma-miR156aa,GLYMA10G37795
gma-miR156aa,GLYMA03G05661
gma-miR156aa,GLYMA03G05661
gma-miR156aa,GLYMA03G05630
gma-miR156aa,GLYMA03G05661
gma-miR156aa,GLYMA08G08770
gma-miR156aa,GLYMA15G10440
gma-miR156aa,GLYMA20G30050
gma-miR156aa,GLYMA20G30050
gma-miR156aa,GLYMA09G04780
gma-miR156aa,GLYMA20G27134
