Drug,Target,Combine_score
Ketoprofen,SRF,0.095238095
Ketoprofen,ALOXE3,0.19047619
Ketoprofen,OPRD1,0.285714286
Betamethasone,CCND1,0.095238095
Betamethasone,CDKN2A,0.333333333
Betamethasone,OR10J5,0.155
Betamethasone,PTPN2,0.095238095
Betamethasone,ITGB1BP1,0.095238095
Betamethasone,ACSL4,0.095238095
Betamethasone,FAF2,0.095238095
Betamethasone,NKX2-1,0.095238095
Betamethasone,ADRB2,0.095238095
Betamethasone,ARNTL,0.095238095
Betamethasone,HPGD,0.15
Betamethasone,AVP,0.333333333
Betamethasone,TLR9,0.095238095
Betamethasone,C19ORF33,0.169
Betamethasone,JAK3,0.095238095
Betamethasone,PTGER3,0.047619048
Betamethasone,ADORA2B,0.095238095
Betamethasone,ARID1A,0.095238095
Betamethasone,OAZ2,0.095238095
Betamethasone,PER1,0.095238095
Betamethasone,MYL6B,0.216
Betamethasone,IL23A,0.095238095
Betamethasone,AHR,1
Betamethasone,NLRP3,0.095238095
Betamethasone,CYP11A1,0.095238095
Betamethasone,JAM3,0.095238095
Betamethasone,ARPC1A,0.284
Betamethasone,MEF2C,0.333333333
Betamethasone,GUCA2A,0.095238095
Betamethasone,EGLN3,0.191
Betamethasone,COL5A1,0.333333333
Betamethasone,ANG,0.095238095
Betamethasone,APOC1,0.095238095
Betamethasone,RARA,0.547619048
Betamethasone,SLC11A1,0.095238095
Betamethasone,FRZB,0.095238095
Betamethasone,CCNE1,0.095238095
Betamethasone,ROCK1,0.095238095
Betamethasone,CEBPA,0.095238095
Betamethasone,SHBG,0.333333333
Betamethasone,WNT4,0.095238095
Betamethasone,EREG,0.095238095
Betamethasone,NOS1,0.333333333
Betamethasone,CPS1,0.095238095
Betamethasone,E2F8,0.095238095
Betamethasone,ZC3H8,0.095238095
Betamethasone,HSPB1,0.5
Betamethasone,BDNF,0.095238095
Betamethasone,PHC2,0.193
Betamethasone,LEF1,0.095238095
Betamethasone,SOCS5,0.333333333
Betamethasone,LMP1,1
Betamethasone,HSD11B2,0.7
Betamethasone,NR1H2,0.095238095
Betamethasone,BRF1,0.095238095
Betamethasone,SRD5A1,0.095238095
Betamethasone,ELANE,0.095238095
Betamethasone,PCSK9,0.095238095
Betamethasone,DDAH2,0.095238095
Betamethasone,HSD11B1,0.619047619
Betamethasone,MGST1,0.095238095
Betamethasone,SORT1,0.095238095
Betamethasone,OPRK1,0.095238095
Betamethasone,FAS,0.095238095
Betamethasone,GNRH1,0.095238095
Betamethasone,CYB5R2,0.095238095
Betamethasone,CRY2,0.095238095
Betamethasone,MYH15,0.241
Betamethasone,FOXO3,0.095238095
Betamethasone,HOXD13,0.095238095
Betamethasone,OTUD7B,0.095238095
Betamethasone,SGPL1,0.095238095
Betamethasone,NUFIP2,0.333333333
Betamethasone,FXN,0.15
Betamethasone,ADIPOQ,0.333333333
Betamethasone,RBM14,0.095238095
Betamethasone,UBE2Q1,0.333333333
Betamethasone,ICE1,0.095238095
Betamethasone,ADH5,0.095238095
Betamethasone,PCCB,0.186
Betamethasone,MESP1,0.095238095
Betamethasone,ALDH1A1,0.333333333
Betamethasone,HOXA9,0.5
Betamethasone,F2RL1,0.333333333
Betamethasone,HPCA,0.095238095
Betamethasone,ATP1A1,0.333333333
Betamethasone,CCL5,0.095238095
Betamethasone,CCL19,0.333333333
Betamethasone,PGR,0.095238095
Betamethasone,MTRR,0.333333333
Betamethasone,INSR,0.095238095
Betamethasone,PDE7B,0.047619048
Betamethasone,TF,0.095238095
Betamethasone,PPARGC1B,0.333333333
Betamethasone,NDUFV1,0.095238095
Betamethasone,AGT,0.095238095
Betamethasone,PRKCA,0.047619048
Betamethasone,PPARD,0.547619048
Betamethasone,BICD1,0.095238095
Betamethasone,CTSL,0.095238095
Betamethasone,HAS1,0.095238095
Betamethasone,IL27RA,0.095238095
Betamethasone,YWHAH,0.095238095
Betamethasone,APOC3,0.095238095
Betamethasone,WNT1,0.095238095
Betamethasone,IFNB1,0.095238095
Betamethasone,PHC3,0.154
Betamethasone,NCOA1,0.095238095
Betamethasone,NKX3-1,0.333333333
Betamethasone,IGF1R,0.095238095
Betamethasone,ICE2,0.095238095
Betamethasone,FMR1,0.333333333
Betamethasone,TMF1,0.095238095
Betamethasone,NR1I2,0.5
Betamethasone,SSC5D,0.333333333
Betamethasone,NET1,0.095238095
Betamethasone,PLA2G1B,0.095238095
Betamethasone,JUN,0.5
Betamethasone,FRS2,0.095238095
Betamethasone,PLG,0.095238095
Betamethasone,S100A9,0.333333333
Betamethasone,BLM,0.095238095
Betamethasone,TNFSF18,0.095238095
Betamethasone,RCVRN,0.095238095
Betamethasone,IRF3,0.095238095
Betamethasone,PPARG,0.095238095
Betamethasone,MAP2K5,0.095238095
Betamethasone,FFAR1,0.095238095
Betamethasone,ARRB1,0.095238095
Betamethasone,WNT5A,0.095238095
Betamethasone,BMP7,0.095238095
Betamethasone,AR,0.952380952
Betamethasone,IFNG,0.333333333
Betamethasone,CYP17A1,0.095238095
Betamethasone,ANGPTL4,0.095238095
Betamethasone,IFNL1,0.095238095
Betamethasone,IGF1,0.095238095
Betamethasone,RECQL,0.095238095
Betamethasone,OAZ1,0.095238095
Betamethasone,E2F7,0.095238095
Betamethasone,SNX10,0.333333333
Betamethasone,RIPK2,0.333333333
Betamethasone,PPP5C,0.095238095
Betamethasone,MED1,0.095238095
Betamethasone,PNPO,0.095238095
Betamethasone,ACSL3,0.095238095
Betamethasone,NR0B1,0.952380952
Betamethasone,PRLR,0.761904762
Betamethasone,PRKCD,0.047619048
Betamethasone,PRKCZ,0.095238095
Betamethasone,SFRP1,0.095238095
Betamethasone,IDH1,0.5
Betamethasone,KLF4,0.095238095
Betamethasone,RELB,0.095238095
Betamethasone,ASL,0.095238095
Betamethasone,MLXIPL,0.095238095
Betamethasone,PDE7A,0.047619048
Betamethasone,ABCF1,0.333333333
Betamethasone,BCL2L11,0.333333333
Betamethasone,CYB5R4,0.095238095
Betamethasone,CHD8,0.095238095
Betamethasone,SIX1,0.095238095
Betamethasone,TGFB2,0.333333333
Betamethasone,PDE4D,0.047619048
Betamethasone,DOC2B,0.333333333
Betamethasone,SOX9,0.095238095
Betamethasone,ELOVL4,0.095238095
Betamethasone,HNF1B,0.095238095
Betamethasone,AKAP13,0.333333333
Betamethasone,MECOM,0.095238095
Betamethasone,CD86,0.095238095
Betamethasone,NOS2,0.952380952
Betamethasone,CUBN,0.095238095
Betamethasone,HAO1,0.095238095
Betamethasone,HAS2,0.095238095
Betamethasone,CREBRF,0.333333333
Betamethasone,TACR2,0.333333333
Betamethasone,BCL3,0.095238095
Betamethasone,ADNP,0.095238095
Betamethasone,GPR149,0.095238095
Betamethasone,STAT5A,0.095238095
Betamethasone,FADS1,0.095238095
Betamethasone,GATA3,0.095238095
Betamethasone,PPT1,0.095238095
Betamethasone,TH,0.333333333
Betamethasone,IL1B,1
Betamethasone,RARS,0.333333333
Betamethasone,HOXB13,0.095238095
Betamethasone,GPER1,0.095238095
Betamethasone,CYP19A1,0.547619048
Betamethasone,IL10,0.095238095
Betamethasone,TMEM27,0.333333333
Betamethasone,RGS2,0.095238095
Betamethasone,ERBB2,0.095238095
Betamethasone,RRM1,0.142857143
Betamethasone,OAT,0.095238095
Betamethasone,CALR,0.095238095
Betamethasone,RPL7A,0.333333333
Betamethasone,AZIN1,0.095238095
Betamethasone,TYMS,0.142857143
Betamethasone,TRIM24,0.095238095
Betamethasone,SEMA4A,0.095238095
Betamethasone,PTGFR,0.095238095
Betamethasone,PLA2R1,0.333333333
Betamethasone,USP8,0.333333333
Betamethasone,RECQL4,0.095238095
Betamethasone,DMRT1,0.095238095
Betamethasone,FASLG,0.095238095
Betamethasone,PLIN5,0.095238095
Betamethasone,ANXA3,0.333333333
Betamethasone,F12,0.095238095
Betamethasone,APOC2,0.095238095
Betamethasone,NOTCH2,0.714285714
Betamethasone,CFTR,1
Betamethasone,TGFB1,0.095238095
Betamethasone,VDR,0.547619048
Betamethasone,PTGER4,0.047619048
Betamethasone,GALR3,1
Betamethasone,MMP7,0.095238095
Betamethasone,BAD,0.333333333
Betamethasone,TRPV1,0.095238095
Betamethasone,SLC8A1,0.095238095
Betamethasone,RUNDC3A,0.095238095
Betamethasone,IL4,0.095238095
Betamethasone,CCL3,0.15
Betamethasone,AKT2,0.333333333
Betamethasone,BPI,0.095238095
Betamethasone,ANXA1,0.952380952
Betamethasone,OAZ3,0.095238095
Betamethasone,PPP2CA,0.158
Betamethasone,IL27,0.095238095
Betamethasone,ADORA2A,0.047619048
Betamethasone,ABL1,0.095238095
Betamethasone,NOS1AP,0.095238095
Betamethasone,INSRR,0.095238095
Betamethasone,PDE4A,0.047619048
Betamethasone,SCGB1A1,0.333333333
Betamethasone,FAH,0.095238095
Betamethasone,C2CD5,0.333333333
Betamethasone,NFE2L2,0.5
Betamethasone,THRB,0.5
Betamethasone,PTGER2,0.047619048
Betamethasone,CYB5R1,0.095238095
Betamethasone,ANXA4,0.333333333
Betamethasone,SMARCAL1,0.095238095
Betamethasone,FADS2,0.095238095
Betamethasone,EGFR,0.095238095
Betamethasone,TCP1,0.095238095
Betamethasone,SNTA1,0.095238095
Betamethasone,TYW1,0.095238095
Betamethasone,ESR2,0.095238095
Betamethasone,SNCB,0.095238095
Betamethasone,PLEKHA1,0.095238095
Betamethasone,CREG2,0.095238095
Betamethasone,PTGDR,0.095238095
Betamethasone,FOXP3,0.095238095
Betamethasone,AGTR1,0.095238095
Betamethasone,ANGPTL3,0.095238095
Betamethasone,NOS3,0.333333333
Betamethasone,NR1H3,0.095238095
Betamethasone,GAPDH,0.095238095
Betamethasone,SIX4,0.095238095
Betamethasone,BMPR1B,0.095238095
Betamethasone,ARPC1B,0.241
Betamethasone,AZIN2,0.095238095
Betamethasone,APOA2,0.095238095
Betamethasone,MAP3K4,0.095238095
Betamethasone,CCL2,0.15
Betamethasone,GUCA1B,0.095238095
Betamethasone,TP53,0.095238095
Betamethasone,SERPINE2,0.095238095
Betamethasone,CLOCK,0.095238095
Betamethasone,SRY,0.095238095
Betamethasone,OPRL1,0.095238095
Betamethasone,ZRANB3,0.714285714
Betamethasone,MTOR,0.095238095
Betamethasone,ESR1,0.880952381
Betamethasone,TYW1B,0.095238095
Betamethasone,SIRT1,0.333333333
Betamethasone,PTPN22,0.333333333
Betamethasone,GUCA1C,0.095238095
Betamethasone,ELL,0.095238095
Betamethasone,RC3H1,0.095238095
Betamethasone,IFNA2,0.095238095
Betamethasone,FGFR2,0.095238095
Betamethasone,IL4R,0.095238095
Betamethasone,NCOA6,0.095238095
Betamethasone,PDE4C,0.047619048
Betamethasone,BIN3,0.714285714
Betamethasone,TNFSF4,0.095238095
Betamethasone,IL12RB1,0.095238095
Betamethasone,DHH,0.095238095
Betamethasone,CYB5RL,0.095238095
Betamethasone,NAGS,0.333333333
Betamethasone,CD80,0.333333333
Betamethasone,ANXA2,0.333333333
Betamethasone,VIMP,0.095238095
Betamethasone,PTGIR,0.095238095
Betamethasone,NDOR1,0.333333333
Betamethasone,S100A8,0.095238095
Betamethasone,DMD,0.095238095
Betamethasone,VIP,0.333333333
Betamethasone,IL23R,0.095238095
Betamethasone,STAT6,0.095238095
Betamethasone,TSPO,0.333333333
Betamethasone,RAD54L,0.095238095
Betamethasone,CRY1,0.095238095
Betamethasone,ANXA8,0.333333333
Betamethasone,LRP1,0.095238095
Betamethasone,CCR2,0.095238095
Betamethasone,ATP1A2,0.333333333
Betamethasone,SMARCA1,0.095238095
Betamethasone,ARG1,0.095238095
Betamethasone,PIBF1,0.095238095
Betamethasone,IL18R1,0.095238095
Betamethasone,BATF,0.095238095
Betamethasone,C10ORF54,0.095238095
Betamethasone,NEDD4,0.095238095
Betamethasone,NMUR2,0.095238095
Betamethasone,BCL6,0.333333333
Betamethasone,NOX1,0.333333333
Betamethasone,AVPR1A,0.333333333
Betamethasone,NLRP10,0.095238095
Betamethasone,DDAH1,0.095238095
Betamethasone,BMP4,0.095238095
Betamethasone,IHH,0.095238095
Betamethasone,SMO,0.619047619
Betamethasone,CREG1,0.095238095
Betamethasone,LMO3,0.095238095
Betamethasone,TOX3,0.095238095
Betamethasone,LGALS9,0.095238095
Betamethasone,PTGS1,0.095238095
Betamethasone,SHH,0.095238095
Betamethasone,MTHFD1,0.095238095
Betamethasone,NOD2,0.095238095
Betamethasone,STAT5B,0.095238095
Betamethasone,PHB,0.095238095
Betamethasone,VEGFA,0.15
Betamethasone,ACE,0.095238095
Betamethasone,GUCA2B,0.095238095
Betamethasone,FGF9,0.095238095
Betamethasone,PPP2CB,0.158
Betamethasone,P2RX7,0.095238095
Betamethasone,PLA2G4A,0.095238095
Betamethasone,NQO1,0.095238095
Betamethasone,XCL1,0.095238095
Betamethasone,GLI3,0.095238095
Betamethasone,FCER2,0.333333333
Betamethasone,CYP1A1,0.095238095
Betamethasone,NR1I3,0.666666667
Betamethasone,MID1IP1,0.095238095
Betamethasone,PTGER1,0.095238095
Betamethasone,MAPK9,0.333333333
Betamethasone,TFAP2C,0.095238095
Betamethasone,NDFIP1,0.095238095
Betamethasone,GUCA1A,0.095238095
Betamethasone,RGN,0.095238095
Betamethasone,ESRRG,0.333333333
Betamethasone,GPRC6A,0.165
Betamethasone,ETS1,0.095238095
Betamethasone,MMAB,0.15
Betamethasone,CCL4,0.15
Betamethasone,PDC,0.095238095
Betamethasone,COX15,0.095238095
Betamethasone,SNX5,0.333333333
Betamethasone,NR3C1,1
Betamethasone,ANXA5,0.095238095
Betamethasone,ADORA1,0.047619048
Betamethasone,IL12B,0.095238095
Betamethasone,OXTR,0.095238095
Betamethasone,POR,0.333333333
Betamethasone,NR1H4,0.5
Betamethasone,CACTIN,0.095238095
Betamethasone,APOA5,0.095238095
Betamethasone,LARP4B,0.333333333
Betamethasone,IL6,0.333333333
Betamethasone,THBS4,0.095238095
Betamethasone,PINLYP,0.095238095
Betamethasone,CMPK1,0.142857143
Betamethasone,ZP3,0.095238095
Betamethasone,HCAR2,0.714285714
Betamethasone,ATP1A3,0.333333333
Betamethasone,HSD17B10,0.095238095
Betamethasone,PDZD3,0.095238095
Betamethasone,RPTOR,0.095238095
Betamethasone,HHEX,0.095238095
Betamethasone,PTGS2,0.333333333
Betamethasone,HAO2,0.095238095
Betamethasone,PDE4B,0.095238095
Betamethasone,IL6R,0.095238095
Betamethasone,CYB5R3,0.095238095
Betamethasone,HLX,0.333333333
Betamethasone,AREG,0.095238095
Betamethasone,RXRA,0.547619048
Betamethasone,IRF7,0.095238095
Betamethasone,FCN1,0.095238095
Betamethasone,APOA1,0.095238095
Betamethasone,PROX1,0.095238095
Betamethasone,ATP2B4,0.095238095
Betamethasone,NR3C2,0.971428571
Betamethasone,DHODH,0.095238095
Betamethasone,SNX16,0.333333333
Prednisone,UFD1L,0.234
Prednisone,HSP90AA1,0.211
Prednisone,LAMTOR5,0.345
Prednisone,AVP,0.095238095
Prednisone,CD22,0.272
Prednisone,ENSG00000255275,0.162
Prednisone,ARNTL,0.095238095
Prednisone,ACSL4,0.095238095
Prednisone,CRTAM,0.268
Prednisone,CHRNB1,0.234
Prednisone,CDKN2A,0.297904762
Prednisone,DGCR2,0.268
Prednisone,TERT,0.246666667
Prednisone,CYP11A1,0.095238095
Prednisone,HLA-A,0.845
Prednisone,CLCN1,0.17
Prednisone,PER1,0.095238095
Prednisone,RDH11,0.047619048
Prednisone,ARID1A,0.095238095
Prednisone,IMPDH2,0.278
Prednisone,MDH2,0.314
Prednisone,PTGER3,0.095238095
Prednisone,WNT4,0.095238095
Prednisone,AMPD2,0.166
Prednisone,SHBG,0.095238095
Prednisone,ALDH7A1,0.162
Prednisone,GOT1,0.252
Prednisone,MUSK,0.153
Prednisone,BUB1,0.211
Prednisone,SERP1,0.294
Prednisone,PPP3R2,0.047619048
Prednisone,RARA,0.5
Prednisone,A2M,0.15
Prednisone,COL5A1,0.095238095
Prednisone,IL5,0.35
Prednisone,PRPSAP2,0.192
Prednisone,RDH5,0.047619048
Prednisone,UCK1,0.152
Prednisone,CLCF1,0.315
Prednisone,MEF2C,0.095238095
Prednisone,XPO1,0.23
Prednisone,REST,0.095238095
Prednisone,SOCS5,0.095238095
Prednisone,HSD11B2,0.714285714
Prednisone,DIP2A,0.161
Prednisone,DLD,0.179
Prednisone,ALOX5,0.191
Prednisone,BA251O17.4,0.152
Prednisone,BDNF,0.095238095
Prednisone,GRM1,0.25
Prednisone,CHRNA1,0.165
Prednisone,SHC1,0.152
Prednisone,CD27,0.169
Prednisone,CECR1,0.166
Prednisone,UPP2,0.156
Prednisone,RPS7,0.163
Prednisone,BMP2,0.095238095
Prednisone,MGST1,0.226
Prednisone,HSD11B1,1
Prednisone,GPER,0.362
Prednisone,RPS17L,0.163
Prednisone,IL13,0.252
Prednisone,TDP1,0.5
Prednisone,SPN,0.179
Prednisone,MEN1,0.5
Prednisone,PLAT,0.15
Prednisone,ALDH3A1,0.162
Prednisone,HPR,0.165
Prednisone,FLNC,0.314
Prednisone,CD38,0.214
Prednisone,SRD5A1,0.238095238
Prednisone,DARC,0.157
Prednisone,NCR1,0.183
Prednisone,ALDH1A3,0.201904762
Prednisone,CXCL8,0.5
Prednisone,DHRS3,0.047619048
Prednisone,PAX2,0.169
Prednisone,BIRC5,0.296
Prednisone,LRAT,0.047619048
Prednisone,HP,0.169
Prednisone,USP9X,0.26
Prednisone,SPEF1,0.2
Prednisone,TNFRSF1A,0.18
Prednisone,CSF2,0.214
Prednisone,ITGAM,0.16
Prednisone,REN,0.2
Prednisone,ADAL,0.166
Prednisone,CRY2,0.095238095
Prednisone,CHRND,0.234
Prednisone,OPRK1,0.095238095
Prednisone,PTH,0.231
Prednisone,FAS,0.29
Prednisone,TRPC1,0.273
Prednisone,NOP10,0.589
Prednisone,ALDH1A1,0.620904762
Prednisone,RPS26,0.163
Prednisone,CD52,0.268
Prednisone,UBE2Q1,0.095238095
Prednisone,EEF2,0.202
Prednisone,RBM14,0.095238095
Prednisone,F2,0.217
Prednisone,ADIPOQ,0.095238095
Prednisone,CD33,0.168
Prednisone,CD19,0.32
Prednisone,LDHC,0.213
Prednisone,ASPG,0.32
Prednisone,FRMD1,0.231
Prednisone,RLBP1,0.047619048
Prednisone,CR1,0.153
Prednisone,CR2,0.172
Prednisone,PDE7B,0.142857143
Prednisone,DOK2,0.204
Prednisone,GSG2,0.196
Prednisone,PGR,0.238095238
Prednisone,ENSG00000264813,0.28
Prednisone,GPT2,0.282
Prednisone,XPO5,0.19
Prednisone,SERPINC1,0.269
Prednisone,CD8A,0.454
Prednisone,CCL19,0.095238095
Prednisone,CDKN1A,0.15
Prednisone,PDE3A,0.142857143
Prednisone,SEPSECS,0.234
Prednisone,PAX5,0.203
Prednisone,NEB,0.209
Prednisone,ATP1A1,0.333333333
Prednisone,NKX3-1,0.095238095
Prednisone,BLVRB,0.047619048
Prednisone,DHRS4,0.047619048
Prednisone,IFNB1,0.156
Prednisone,ENSG00000257046,0.172
Prednisone,YWHAH,0.095238095
Prednisone,LDHB,0.213
Prednisone,FUT4,0.164
Prednisone,CD7,0.251
Prednisone,PPP3CB,0.158
Prednisone,PPARD,0.547619048
Prednisone,PPM1F,0.158
Prednisone,PRKCA,0.142857143
Prednisone,PVR,0.432
Prednisone,IFFO2,0.162
Prednisone,CYP2C9,1
Prednisone,TTC7A,0.223
Prednisone,CNTFR,0.2
Prednisone,CHRM4,0.142857143
Prednisone,DRD3,0.5
Prednisone,CD2,0.293
Prednisone,KMT2A,0.5
Prednisone,UTRN,0.221
Prednisone,IL8,0.18
Prednisone,PRG4,0.3
Prednisone,NR1I2,1
Prednisone,IL2RA,0.164
Prednisone,SSC5D,0.095238095
Prednisone,MIP,0.249
Prednisone,RB1,0.7
Prednisone,ENSG00000269469,0.162
Prednisone,CYGB,0.174
Prednisone,AR,0.841904762
Prednisone,KIT,0.173
Prednisone,PAX8,0.153
Prednisone,MS4A1,0.186
Prednisone,RDH8,0.047619048
Prednisone,FFAR1,0.095238095
Prednisone,PPARG,0.547619048
Prednisone,TNF,0.493
Prednisone,CAMLG,0.047619048
Prednisone,HSP90AB1,0.211
Prednisone,CASP3,0.15
Prednisone,ABCC4,0.168
Prednisone,S100A9,0.095238095
Prednisone,JUN,0.5
Prednisone,PRLR,0.095238095
Prednisone,KIF5A,0.233
Prednisone,PRKCD,0.142857143
Prednisone,NR0B1,0.619047619
Prednisone,ACSL3,0.095238095
Prednisone,RETSAT,0.047619048
Prednisone,RIPK2,0.095238095
Prednisone,PPP5C,0.095238095
Prednisone,CD5,0.347
Prednisone,IL17A,0.189
Prednisone,TNFSF13B,0.394
Prednisone,ADA,0.231
Prednisone,ACSF2,0.161
Prednisone,ABCG2,0.194
Prednisone,SNX10,0.095238095
Prednisone,IGF1,0.166
Prednisone,FIP1L1,0.179
Prednisone,AMPD1,0.166
Prednisone,ACSF3,0.245
Prednisone,CYP17A1,0.44447619
Prednisone,IFNG,0.362142857
Prednisone,DOK3,0.204
Prednisone,HDAC1,0.047619048
Prednisone,ALDH2,0.162
Prednisone,SERPINB5,0.162
Prednisone,RPS24,0.163
Prednisone,TGFB2,0.095238095
Prednisone,PGRMC1,0.156
Prednisone,SPINK5,0.202
Prednisone,ALDH1L1,0.162
Prednisone,DHFR,0.325
Prednisone,CYCS,0.238
Prednisone,PLXNA1,0.288
Prednisone,PPIA,0.047619048
Prednisone,ENSG00000257767,0.162
Prednisone,PDE7A,0.142857143
Prednisone,FASN,0.095238095
Prednisone,ALDH1A2,0.201904762
Prednisone,CYP1A2,1
Prednisone,PRKCB,0.047619048
Prednisone,GOT2,0.248
Prednisone,HLA-B,0.249
Prednisone,CSF3,0.398
Prednisone,FANCB,0.232
Prednisone,ITGAL,0.248
Prednisone,TACR2,0.095238095
Prednisone,CREBRF,0.333333333
Prednisone,C1QA,0.151
Prednisone,RDH12,0.047619048
Prednisone,BCHE,0.621
Prednisone,HDAC2,0.142857143
Prednisone,DPAGT1,0.163
Prednisone,ALPP,0.352
Prednisone,CHRNE,0.235
Prednisone,NOS2,0.619047619
Prednisone,CD86,0.241
Prednisone,CD40LG,0.443
Prednisone,AKAP13,0.333333333
Prednisone,PDGFRB,0.168
Prednisone,ELOVL4,0.619047619
Prednisone,SHC2,0.152
Prednisone,CD4,0.465
Prednisone,DOC2B,0.095238095
Prednisone,PDE4D,0.142857143
Prednisone,CHRM3,0.142857143
Prednisone,IL10,0.257
Prednisone,TMEM27,0.095238095
Prednisone,CYP19A1,0.869333333
Prednisone,GNRHR,0.047619048
Prednisone,ISPD,0.173
Prednisone,CYP2C19,0.826
Prednisone,SERPINA6,0.911
Prednisone,F3,0.256
Prednisone,FADS1,0.619047619
Prednisone,PDS5A,0.163
Prednisone,PLA2R1,0.095238095
Prednisone,AMPD3,0.166
Prednisone,MME,0.316
Prednisone,PTGFR,0.095238095
Prednisone,APRT,0.218
Prednisone,CDKN2B,0.214
Prednisone,TYMS,0.3
Prednisone,TNFSF11,0.17
Prednisone,CALR,0.095238095
Prednisone,HDC,0.37
Prednisone,SLC46A1,0.211
Prednisone,IL2,0.397
Prednisone,C3,0.296
Prednisone,ABCC3,0.725
Prednisone,HCFC1,0.201
Prednisone,HSD3B2,0.095238095
Prednisone,PTGER4,0.095238095
Prednisone,CCL11,0.213
Prednisone,HOMER1,0.195
Prednisone,IRF4,0.167
Prednisone,NCR3,0.3
Prednisone,TGFB1,0.243
Prednisone,VDR,0.61547619
Prednisone,TTC7B,0.223
Prednisone,NOTCH2,0.714285714
Prednisone,CALCA,0.169
Prednisone,ANXA3,0.095238095
Prednisone,F12,0.095238095
Prednisone,USP8,0.095238095
Prednisone,ALDH3B2,0.162
Prednisone,CRH,0.095238095
Prednisone,ABCB1,0.765
Prednisone,ANXA1,0.619047619
Prednisone,S100A7,0.2
Prednisone,F5,0.169
Prednisone,CD68,0.212
Prednisone,AKT2,0.095238095
Prednisone,IL4,0.441
Prednisone,CYP21A2,0.333190476
Prednisone,HSD3B1,0.095238095
Prednisone,CRLF1,0.202
Prednisone,IFNA1,0.183
Prednisone,XIAP,0.223
Prednisone,SLC8A1,0.619047619
Prednisone,CYP3A4,1
Prednisone,CYP11B1,0.095238095
Prednisone,TRPV1,0.619047619
Prednisone,CXCL12,0.185
Prednisone,PRPSAP1,0.192
Prednisone,HIF1A,0.8635
Prednisone,CDKN1B,0.15
Prednisone,RPS19,0.32
Prednisone,ATP12A,0.178
Prednisone,THRB,0.5
Prednisone,PTK2B,0.8
Prednisone,PTGER2,0.095238095
Prednisone,CRP,0.55
Prednisone,C2CD5,0.095238095
Prednisone,NFE2L2,0.5
Prednisone,PDE4A,0.142857143
Prednisone,SCGB1A1,0.095238095
Prednisone,RBP1,0.047619048
Prednisone,MRAP,0.272
Prednisone,APCS,0.332
Prednisone,ADORA2A,0.142857143
Prednisone,PRPS2,0.192
Prednisone,ICAM1,0.169
Prednisone,SERPINI1,0.29
Prednisone,IGJ,0.153
Prednisone,GZMB,0.248
Prednisone,FOXP3,0.2
Prednisone,UCHL3,0.151
Prednisone,HLA-C,0.8
Prednisone,F7,0.191
Prednisone,ALDH16A1,0.162
Prednisone,MTHFD1L,0.241
Prednisone,RDH13,0.047619048
Prednisone,ALDH5A1,0.162
Prednisone,ANXA4,0.095238095
Prednisone,FADS2,0.619047619
Prednisone,TOR1A,0.242
Prednisone,TNFRSF10A,0.227
Prednisone,CCL2,0.151
Prednisone,CD34,0.319
Prednisone,IL15,0.373
Prednisone,SIGIRR,0.2
Prednisone,DIP2B,0.161
Prednisone,SLCO1B3,0.172
Prednisone,LYZ,0.327
Prednisone,NCAM1,0.267
Prednisone,ACP5,0.161
Prednisone,PTPRC,0.212
Prednisone,RNF112,0.244
Prednisone,CTLA4,0.259
Prednisone,BGLAP,0.174
Prednisone,SHC4,0.152
Prednisone,ALDH1B1,0.162
Prednisone,PTPN22,0.095238095
Prednisone,SIRT1,0.259904762
Prednisone,SMUG1,0.259
Prednisone,ESR1,1
Prednisone,PPP3CA,0.158
Prednisone,ZRANB3,0.333333333
Prednisone,CLOCK,0.095238095
Prednisone,CHRM2,0.142857143
Prednisone,HOXA1,0.166
Prednisone,KLK3,0.38
Prednisone,ALDH18A1,0.153
Prednisone,TP53,0.5845
Prednisone,HRSP12,0.252
Prednisone,ANXA2,0.095238095
Prednisone,CD80,0.325952381
Prednisone,CYP2D6,1
Prednisone,ALDH9A1,0.162
Prednisone,ALDH1L2,0.162
Prednisone,BIN3,0.333333333
Prednisone,NCOA6,0.095238095
Prednisone,PDE4C,0.142857143
Prednisone,GPT,0.282
Prednisone,MYC,0.153
Prednisone,IFNA2,0.268
Prednisone,CCL13,0.15
Prednisone,DIP2C,0.161
Prednisone,LDHA,0.213
Prednisone,ATP1A2,0.333333333
Prednisone,CRY1,0.095238095
Prednisone,ANXA8,0.095238095
Prednisone,IMPDH1,0.278
Prednisone,TSPO,0.095238095
Prednisone,IL3,0.206
Prednisone,ATP4A,0.178
Prednisone,DMD,0.35
Prednisone,VIP,0.095238095
Prednisone,BMP5,0.095238095
Prednisone,GTPBP8,0.193
Prednisone,TNFRSF1B,0.529
Prednisone,PTGIR,0.095238095
Prednisone,CD79A,0.563
Prednisone,BCL6,0.380238095
Prednisone,EFTUD2,0.202
Prednisone,ALDH8A1,0.162
Prednisone,NEDD4,0.095238095
Prednisone,CD40,0.238
Prednisone,ACHE,0.265
Prednisone,PDZD2,0.158
Prednisone,ALPPL2,0.356
Prednisone,PHB,0.095238095
Prednisone,AADAT,0.159
Prednisone,MTHFD1,0.278
Prednisone,MPO,0.214
Prednisone,PTGS1,0.619047619
Prednisone,ALDH3A2,0.162
Prednisone,SMO,0.095238095
Prednisone,LMO3,0.095238095
