BioMarkers,Topotecan.estimate,Topotecan.se,Topotecan.n,Topotecan.tstat,Topotecan.fstat,Topotecan.pvalue,Topotecan.df,Topotecan.fdr
ENSG00000232021,0.021797319,0.04954149,487,0.439981097,0.193583366,0.660155667,464,0.832654472
ENSG00000100614,0.088539967,0.046101438,487,1.920546759,3.688499854,0.055401438,464,0.216883361
ENSG00000177182,-0.035499206,0.042722995,487,-0.830915675,0.690420858,0.406448622,464,0.660771877
ENSG00000072041,0.171751559,0.049880165,487,3.443283672,11.85620244,0.000626792,464,0.012912426
ENSG00000175564,0.005273903,0.044070581,487,0.119669471,0.014320782,0.90479678,464,0.958808781
ENSG00000133794,-0.023130542,0.041972498,487,-0.551088061,0.303698051,0.581838563,464,0.786308658
ENSG00000130958,-0.057973616,0.068422891,487,-0.847283928,0.717890055,0.397273692,464,0.652569934
ENSG00000071994,0.193688846,0.043750202,487,4.427153173,19.59968522,1.19E-05,464,0.000921382
ENSG00000198598,-0.008202979,0.050459854,487,-0.162564451,0.026427201,0.87093215,464,0.943749411
ENSG00000064218,-0.009346647,0.042289695,487,-0.221014759,0.048847524,0.825178163,464,0.920558476
ENSG00000162604,0.05305846,0.042122326,487,1.25962798,1.586662648,0.208436817,464,0.464637304
ENSG00000084092,0.038918952,0.04881304,487,0.797306451,0.635697577,0.425680881,464,0.675797507
ENSG00000095752,-0.042049904,0.044731609,487,-0.940048986,0.883692096,0.347681545,464,0.608240456
ENSG00000252928,0.001898652,0.042191111,487,0.045001228,0.00202511,0.96412569,464,0.985328455
ENSG00000242110,-0.079653193,0.043452565,487,-1.833106818,3.360280608,0.06742719,464,0.242203751
ENSG00000198520,0.096674517,0.053501505,487,1.806949484,3.265066438,0.071417787,464,0.249837486
ENSG00000184357,0.155357895,0.044349008,487,3.503074883,12.27153364,0.000504476,464,0.011312003
ENSG00000261040,-0.041187951,0.044099373,487,-0.933980424,0.872319432,0.350799766,464,0.611102885
ENSG00000214293,-0.025427642,0.044157144,487,-0.57584434,0.331596704,0.564999576,464,0.775117131
ENSG00000205856,-0.046064725,0.04133737,487,-1.114360327,1.241798938,0.265701513,464,0.529025265
ENSG00000086065,0.021447291,0.043043973,487,0.498264672,0.248267683,0.618533593,464,0.808818099
ENSG00000070061,0.160578549,0.042470746,487,3.780921322,14.29536604,0.000176651,464,0.005696084
ENSG00000106031,0.021570933,0.046285964,487,0.466036155,0.217189697,0.641408316,464,0.821830056
ENSG00000240291,0.063088059,0.051316191,487,1.229398705,1.511421176,0.219545404,464,0.47803128
ENSG00000177125,0.034186268,0.044645562,487,0.765726015,0.586336331,0.444228675,464,0.690529567
ENSG00000236671,-0.081650355,0.041779872,487,-1.954298831,3.819283922,0.051266138,464,0.206729851
ENSG00000156413,-0.022998879,0.044779012,487,-0.513608456,0.263793646,0.607770245,464,0.802548227
ENSG00000177733,0.162481782,0.045306465,487,3.586282495,12.86142213,0.00037102,464,0.009240431
ENSG00000188784,-0.057512562,0.044506574,487,-1.292226227,1.669848622,0.196921998,464,0.450664731
ENSG00000243811,0.048198604,0.042298016,487,1.139500352,1.298461053,0.255082425,464,0.518899946
ENSG00000143862,-0.071453043,0.042889824,487,-1.665967279,2.775446974,0.096394843,464,0.297184039
ENSG00000173611,0.182886461,0.048518378,487,3.769426491,14.20857607,0.000184733,464,0.005819575
ENSG00000122966,0.206476124,0.043819934,487,4.711922266,22.20221144,3.25E-06,464,0.000403239
ENSG00000105926,0.127815179,0.044062591,487,2.900764024,8.414431921,0.003899398,464,0.042831345
ENSG00000259070,0.000243352,0.042160307,487,0.005772063,3.33E-05,0.995397066,464,0.99806359
ENSG00000254438,-0.080807574,0.045882507,487,-1.761184785,3.101771849,0.078865746,464,0.265351313
ENSG00000146918,0.110242337,0.042249904,487,2.609291999,6.808404736,0.009366016,464,0.074069943
ENSG00000121766,0.05262568,0.051112798,487,1.02959889,1.060073874,0.303734729,464,0.566132626
ENSG00000167656,0.02735736,0.046780579,487,0.584801649,0.341992968,0.558965346,464,0.771018391
ENSG00000182901,-0.048130708,0.043397938,487,-1.109055195,1.230003426,0.26798086,464,0.531291955
ENSG00000133874,-0.024658196,0.046093307,487,-0.534962619,0.286185003,0.592931975,464,0.792628446
ENSG00000169313,0.044762928,0.043660297,487,1.025254758,1.051147319,0.305777191,464,0.568090784
ENSG00000178363,0.013545826,0.04349062,487,0.311465454,0.097010729,0.755586693,464,0.886446446
ENSG00000147381,-0.003347044,0.043185879,487,-0.077503199,0.006006746,0.938256655,464,0.973496015
ENSG00000129292,0.013610872,0.045418486,487,0.299676924,0.089806259,0.764557798,464,0.891251681
ENSG00000154928,-0.02077113,0.043300468,487,-0.479697579,0.230109767,0.631668478,464,0.81659195
ENSG00000213160,0.241861137,0.045010922,487,5.373387793,28.87329637,1.23E-07,464,4.81E-05
ENSG00000160949,0.100782387,0.044461073,487,2.266755614,5.138181014,0.023864658,464,0.130173228
ENSG00000145888,-0.048076682,0.043469792,487,-1.105979108,1.223189788,0.269308656,464,0.532658685
ENSG00000237159,-0.08229203,0.041758061,487,-1.970686104,3.883603722,0.049353788,464,0.201852673
ENSG00000244675,0.024466001,0.04539493,487,0.538958892,0.290476688,0.590173708,464,0.791436599
ENSG00000198513,0.009657315,0.047078453,487,0.20513238,0.042079293,0.837558656,464,0.926640949
ENSG00000102978,0.062259147,0.043329819,487,1.43686608,2.064584133,0.151429984,464,0.385584181
ENSG00000137135,0.064818493,0.043513521,487,1.489617291,2.218959672,0.137004284,464,0.363697969
ENSG00000070770,0.130240131,0.043840639,487,2.970762565,8.825430219,0.003124767,464,0.036928832
ENSG00000069345,0.119525681,0.042035106,487,2.843472821,8.085337683,0.00465948,464,0.047849098
ENSG00000154001,0.128575864,0.044267518,487,2.904519401,8.436232949,0.00385376,464,0.042486905
ENSG00000162688,0.060232333,0.043342044,487,1.389697568,1.931259332,0.165287142,464,0.406248893
ENSG00000169105,-0.010217892,0.04762871,487,-0.214532208,0.046024068,0.830226303,464,0.922659181
ENSG00000125149,0.042424155,0.042582773,487,0.996275061,0.992563996,0.319635781,464,0.582012083
ENSG00000216560,-0.018130392,0.04176811,487,-0.434072601,0.188419023,0.664437485,464,0.834041782
ENSG00000165355,0.044004239,0.045939417,487,0.957875442,0.917525362,0.338624395,464,0.599629898
ENSG00000205364,0.027937412,0.043094363,487,0.648284594,0.420272914,0.517121576,464,0.741806446
ENSG00000168899,-0.0075142,0.045807917,487,-0.164037151,0.026908187,0.869773327,464,0.943293148
ENSG00000260896,0.011166598,0.041940221,487,0.266250329,0.070889237,0.790164696,464,0.90451136
ENSG00000166529,0.009001457,0.044115039,487,0.204045092,0.041634399,0.838407725,464,0.926930757
ENSG00000107018,-0.022434962,0.043017395,487,-0.521532325,0.271995966,0.602244832,464,0.799002883
ENSG00000262117,-0.052565518,0.041641633,487,-1.262330863,1.593479207,0.207463842,464,0.463200824
ENSG00000171960,0.170803208,0.043198048,487,3.953956613,15.6337729,8.89E-05,464,0.003610995
ENSG00000146278,-0.078763859,0.044107675,487,-1.785717764,3.188787934,0.074797935,464,0.257036873
ENSG00000132153,0.123527857,0.04431783,487,2.78731734,7.769137953,0.005532722,464,0.053546265
ENSG00000250546,-0.039996133,0.042513976,487,-0.940776106,0.885059682,0.347309117,464,0.608125023
ENSG00000162512,-0.199845042,0.060965914,487,-3.277979928,10.74515241,0.001124044,464,0.018929661
ENSG00000269743,0.131653767,0.045889271,487,2.8689444,8.230841968,0.004306313,464,0.045574527
ENSG00000244486,0.044095498,0.05094317,487,0.865582123,0.749232411,0.387166678,464,0.643847458
ENSG00000085449,0.02449393,0.047140063,487,0.519599013,0.269983134,0.603590859,464,0.800099521
ENSG00000164494,0.057557649,0.042544247,487,1.352889136,1.830309016,0.176749882,464,0.4230905
ENSG00000111581,0.113558495,0.044381238,487,2.558705015,6.546971355,0.010822582,464,0.081226152
ENSG00000105429,-0.037729175,0.043705162,487,-0.863265867,0.745227958,0.388437296,464,0.644840691
ENSG00000123545,0.120415623,0.046253562,487,2.603380565,6.777590369,0.009526658,464,0.074632945
ENSG00000118520,0.07605153,0.044251481,487,1.718621111,2.953658522,0.086350417,464,0.279650775
ENSG00000198944,0.030552709,0.045544987,487,0.670824854,0.450005984,0.502665886,464,0.731893948
ENSG00000113368,0.247168773,0.041491302,487,5.957122639,35.48731013,5.08E-09,464,6.78E-06
ENSG00000134255,0.137899013,0.049293953,487,2.797483368,7.825913195,0.00536441,464,0.052681188
ENSG00000166501,0.149267531,0.061999784,487,2.407549197,5.796293135,0.016449372,464,0.104400818
ENSG00000180190,-0.084595268,0.049404469,487,-1.712299917,2.931971005,0.08750954,464,0.281628259
ENSG00000159921,0.033638324,0.045057096,487,0.746571072,0.557368365,0.455700616,464,0.699336997
ENSG00000116254,0.054028188,0.043400086,487,1.244886644,1.549742758,0.21380179,464,0.470354543
ENSG00000116833,-0.023095753,0.043368853,487,-0.532542402,0.28360141,0.594605308,464,0.793335334
ENSG00000259120,-0.079710052,0.045528613,487,-1.750768302,3.065189648,0.080646666,464,0.268920708
ENSG00000135018,0.045572115,0.042349295,487,1.07610092,1.15799319,0.282441322,464,0.546073403
ENSG00000072080,0.011937379,0.042396314,487,0.281566436,0.079279658,0.778401507,464,0.899095049
ENSG00000170486,-0.007191103,0.04191594,487,-0.171560096,0.029432867,0.863858175,464,0.940818889
ENSG00000112701,0.095306617,0.045147574,487,2.111001968,4.456329308,0.035306448,464,0.163727725
ENSG00000128438,-0.042993843,0.047233049,487,-0.910249162,0.828553536,0.363163722,464,0.622614075
ENSG00000204922,0.023595871,0.044158996,487,0.53433893,0.285518093,0.593362984,464,0.792628446
ENSG00000223677,0.007382167,0.042798511,487,0.172486526,0.029751601,0.863130263,464,0.940349686
ENSG00000116922,0.104826044,0.042620575,487,2.459517353,6.049225612,0.014276177,464,0.095003713
ENSG00000104907,0.094925146,0.042310715,487,2.243524963,5.033404261,0.025333961,464,0.135421047
ENSG00000234465,0.07794295,0.045177186,487,1.72527237,2.97656475,0.085144233,464,0.277800977
ENSG00000272335,0.024151745,0.042291016,487,0.571084534,0.326137545,0.56821883,464,0.777239828
ENSG00000150938,-0.161297898,0.057129664,487,-2.823365053,7.971390224,0.00495664,464,0.050028569
ENSG00000141447,0.001381229,0.051283409,487,0.026933245,0.0007254,0.978524557,464,0.991330283
ENSG00000119402,0.044568107,0.043299394,487,1.029300932,1.059460409,0.303874527,464,0.566237068
ENSG00000140259,0.076772875,0.042767058,487,1.795140437,3.222529188,0.073281978,464,0.253831227
ENSG00000244342,-0.04377352,0.045418696,487,-0.963777562,0.928867188,0.335659468,464,0.597178604
ENSG00000136231,0.044149843,0.047774459,487,0.924130668,0.854017491,0.355898619,464,0.615483282
ENSG00000147100,0.031588689,0.049856944,487,0.633586535,0.401431898,0.52666287,464,0.748675118
ENSG00000196497,0.093410969,0.042148873,487,2.216215101,4.911609375,0.027161146,464,0.141082954
ENSG00000078747,-0.101359251,0.045004749,487,-2.252190131,5.072360388,0.024776965,464,0.133267461
ENSG00000270441,0.039633303,0.043051964,487,0.92059222,0.847490035,0.357741732,464,0.617474093
ENSG00000133704,0.053903229,0.042641794,487,1.264093835,1.597933224,0.206830997,464,0.462540081
ENSG00000157551,-0.000144763,0.045246063,487,-0.003199459,1.02E-05,0.997448581,464,0.998845288
ENSG00000176390,0.251235778,0.049300113,487,5.096048744,25.9697128,5.06E-07,464,0.000116396
ENSG00000110104,0.074324095,0.04209089,487,1.765800044,3.118049796,0.078086996,464,0.263723058
ENSG00000120451,-0.072691779,0.041896678,487,-1.735024893,3.010311378,0.083400395,464,0.27426663
ENSG00000274267,0.0056936,0.044430818,487,0.128145297,0.016421217,0.898089511,464,0.956033407
ENSG00000129450,-0.144150936,0.041283909,487,-3.491697858,12.19195393,0.000525877,464,0.01160987
ENSG00000267390,-0.004072126,0.044706741,487,-0.091085273,0.008296527,0.927464143,464,0.968125006
ENSG00000156675,-0.060077569,0.049125791,487,-1.222933371,1.495566029,0.221975624,464,0.481199512
ENSG00000180730,0.03914163,0.045036178,487,0.869115278,0.755361366,0.385233417,464,0.642068328
ENSG00000245869,-0.110234368,0.042102873,487,-2.61821484,6.855048948,0.009128128,464,0.072937602
ENSG00000108830,0.133278036,0.043844371,487,3.039798137,9.240372713,0.002501181,464,0.031859829
ENSG00000197905,0.212082,0.054864726,487,3.865543759,14.94242855,0.000126645,464,0.004564562
ENSG00000050130,0.064414685,0.047842734,487,1.346383864,1.812749509,0.178836092,464,0.425450149
ENSG00000137404,0.064568796,0.042018664,487,1.536669405,2.361352861,0.125055885,464,0.345348719
ENSG00000187210,-0.012988173,0.043898098,487,-0.29587097,0.087539631,0.767460987,464,0.892533326
ENSG00000235978,-0.116143037,0.041843473,487,-2.775654844,7.704259814,0.005731688,464,0.054710969
ENSG00000254813,-0.0106219,0.042318543,487,-0.250998718,0.063000356,0.801926213,464,0.909579283
ENSG00000272871,0.06392307,0.043776979,487,1.460198316,2.132179121,0.144912314,464,0.376163362
ENSG00000223492,-0.021636531,0.041620549,487,-0.519852129,0.270246236,0.603414556,464,0.800047899
ENSG00000173846,-0.070797165,0.043481556,487,-1.628211419,2.651072424,0.104158826,464,0.311248521
ENSG00000185189,-0.15257877,0.051583045,487,-2.957924852,8.749319431,0.003255336,464,0.037898165
ENSG00000163915,-0.038470452,0.041793725,487,-0.920483923,0.847290652,0.357798237,464,0.617474093
ENSG00000148175,-0.049092266,0.04688167,487,-1.04715267,1.096528715,0.29557433,464,0.558679751
ENSG00000049089,-0.035991437,0.04464765,487,-0.806121655,0.649832123,0.420585654,464,0.671863353
ENSG00000115568,0.120882415,0.046426713,487,2.60372548,6.779386373,0.009517218,464,0.074617374
ENSG00000136928,0.018504379,0.043177656,487,0.428563774,0.183666908,0.668439592,464,0.836167589
ENSG00000224383,-0.06888978,0.042575668,487,-1.618055181,2.618102568,0.106330241,464,0.315430628
ENSG00000146414,0.106720048,0.049610175,487,2.151172562,4.627543393,0.031978205,464,0.154545775
ENSG00000183640,-0.070585978,0.042316717,487,-1.668040027,2.78235753,0.095982437,464,0.296643358
ENSG00000134058,-0.023048251,0.044201568,487,-0.521435153,0.271894619,0.602312453,464,0.799014997
ENSG00000144895,0.130678645,0.043640947,487,2.994404457,8.966458055,0.002896771,464,0.034924723
ENSG00000243489,0.031844365,0.04243492,487,0.750428315,0.563142656,0.453377145,464,0.697217423
ENSG00000033178,0.003205164,0.044439443,487,0.072124317,0.005201917,0.942534052,464,0.975213242
ENSG00000135423,0.062851949,0.046582999,487,1.349246523,1.82046618,0.177915798,464,0.424558259
ENSG00000164885,-0.047578325,0.046909193,487,-1.014264421,1.028732316,0.310985182,464,0.573298405
ENSG00000101746,0.050911771,0.04485957,487,1.13491437,1.288030627,0.256997127,464,0.520808671
ENSG00000162777,0.025457152,0.049948406,487,0.509668952,0.25976244,0.610525727,464,0.803504179
ENSG00000204568,0.072471967,0.042738712,487,1.695698451,2.875393236,0.090613816,464,0.286824384
ENSG00000074276,-0.051501681,0.043003161,487,-1.197625471,1.434306769,0.231674291,464,0.492606443
ENSG00000197956,-0.15438955,0.052024533,487,-2.967629743,8.806826291,0.00315618,464,0.037154235
ENSG00000134575,-0.09053002,0.045349066,487,-1.996292917,3.985185409,0.046485935,464,0.194560985
ENSG00000225434,-0.061231911,0.045567718,487,-1.343756365,1.80568117,0.179683908,464,0.426527792
ENSG00000280278,0.001245449,0.042044528,487,0.029622142,0.000877471,0.976381143,464,0.990120583
ENSG00000132932,0.071535346,0.041977898,487,1.704119295,2.904022571,0.089028289,464,0.284193907
ENSG00000198205,-0.005314875,0.041706512,487,-0.127435138,0.016239714,0.898651215,464,0.956141973
ENSG00000141837,-0.027556358,0.042733623,487,-0.644840199,0.415818882,0.519349433,464,0.743351375
ENSG00000146109,0.114248062,0.044859892,487,2.546775259,6.486064222,0.011194229,464,0.082598477
ENSG00000189362,0.143807378,0.044985237,487,3.196768252,10.21932725,0.001484667,464,0.023026186
ENSG00000072756,0.043450974,0.043380801,487,1.001617608,1.003237832,0.317050363,464,0.579306184
ENSG00000180787,-0.051875494,0.045742766,487,-1.134069892,1.286114519,0.257350795,464,0.521241618
ENSG00000159596,0.034481713,0.043075981,487,0.800485854,0.640777602,0.423839018,464,0.67419877
ENSG00000072201,0.000315169,0.043596058,487,0.007229298,5.23E-05,0.994235012,464,0.997477529
ENSG00000101849,-0.062619717,0.043950291,487,-1.424785038,2.030012404,0.154891592,464,0.390979667
ENSG00000231990,-0.057963584,0.041683934,487,-1.390549743,1.933628588,0.165028572,464,0.406012055
ENSG00000187474,-0.099023053,0.043382862,487,-2.282538526,5.209982123,0.022909231,464,0.126862401
ENSG00000108797,0.131597732,0.046185006,487,2.849360508,8.118855304,0.004575586,464,0.047372554
ENSG00000136867,-0.015880566,0.046613617,487,-0.340685127,0.116066356,0.733494833,464,0.873536749
ENSG00000006638,0.085394709,0.045002068,487,1.897573001,3.600783294,0.058372836,464,0.222941989
ENSG00000142686,0.041520968,0.048637826,487,0.853676468,0.728763513,0.393724764,464,0.649365347
ENSG00000198496,-0.002203883,0.046507235,487,-0.04738796,0.002245619,0.962224414,464,0.984395936
ENSG00000132341,0.180631028,0.042589133,487,4.24124687,17.98817501,2.68E-05,464,0.001557925
ENSG00000173221,-0.018639428,0.04409587,487,-0.422702346,0.178677274,0.672708263,464,0.838602303
ENSG00000163754,-0.06607095,0.04234703,487,-1.560226294,2.434306088,0.119388177,464,0.336760314
ENSG00000186951,-0.074563054,0.042329415,487,-1.761495018,3.102864697,0.078813201,464,0.265325411
ENSG00000230962,-0.072483629,0.0412359,487,-1.757779732,3.089789586,0.079444347,464,0.266375354
ENSG00000178947,-0.109058015,0.043218994,487,-2.523381635,6.367454874,0.011956171,464,0.085534252
ENSG00000142149,-0.005571967,0.044092584,487,-0.126369718,0.015969306,0.899494011,464,0.956461162
ENSG00000136450,0.180872041,0.042943385,487,4.211871984,17.73986561,3.04E-05,464,0.001707088
ENSG00000117595,-0.089220578,0.054583855,487,-1.634559851,2.671785905,0.102819572,464,0.308899807
ENSG00000151812,-0.037210677,0.04211241,487,-0.88360361,0.780755339,0.377367814,464,0.63445954
ENSG00000117523,0.062827888,0.044341975,487,1.416894208,2.007589196,0.157184911,464,0.394766167
ENSG00000109805,0.194436064,0.042711887,487,4.552270566,20.7231673,6.79E-06,464,0.000663071
ENSG00000100867,-0.048657353,0.043185546,487,-1.126704575,1.269463198,0.26044976,464,0.524346538
ENSG00000235601,-0.011049375,0.042782273,487,-0.258269937,0.06670336,0.796313104,464,0.906560279
ENSG00000248636,-0.011469067,0.04222605,487,-0.271611164,0.073772625,0.786041817,464,0.902379895
ENSG00000109101,-0.007628967,0.043613517,487,-0.174922077,0.030597733,0.861217164,464,0.939517309
ENSG00000197498,0.132867726,0.041256239,487,3.220548705,10.37193396,0.001369307,464,0.021830409
ENSG00000178078,0.054343209,0.049607696,487,1.095459252,1.200030974,0.273883761,464,0.536776787
ENSG00000263818,-0.06498048,0.044495695,487,-1.460376796,2.132700387,0.144863301,464,0.376129543
ENSG00000162426,-0.003628942,0.043101559,487,-0.084195138,0.007088821,0.932937596,464,0.970196459
ENSG00000217786,-0.02272559,0.041608435,487,-0.546177459,0.298309816,0.585206469,464,0.787821798
ENSG00000158321,-0.019227888,0.045644434,487,-0.42125373,0.177454705,0.673764879,464,0.839021638
ENSG00000176692,0.033809096,0.044697355,487,0.756400358,0.572141502,0.449793058,464,0.694872293
ENSG00000163125,0.060449616,0.047989168,487,1.259651242,1.586721252,0.208428429,464,0.464637304
ENSG00000138709,0.030623186,0.048058033,487,0.637212635,0.406039942,0.524300622,464,0.746967576
ENSG00000168477,-0.046830755,0.042653759,487,-1.097927985,1.20544586,0.272805349,464,0.535922133
ENSG00000258977,-0.002270643,0.04198754,487,-0.054078965,0.002924534,0.956895527,464,0.98199537
ENSG00000263823,-0.022976849,0.044848366,487,-0.512322982,0.262474838,0.608668757,464,0.802844555
ENSG00000075188,0.173719269,0.043513579,487,3.992300208,15.93846095,7.61E-05,464,0.003282021
ENSG00000196090,-0.064654523,0.042104154,487,-1.53558536,2.358022399,0.125321683,464,0.34561462
ENSG00000271714,-0.097865085,0.041933825,487,-2.333798191,5.446613994,0.020032402,464,0.11722058
ENSG00000178605,-0.012827924,0.04188626,487,-0.306256131,0.093792818,0.759547007,464,0.888007434
ENSG00000116685,0.0339,0.042315405,487,0.80112667,0.641803941,0.423468353,464,0.673887809
ENSG00000255474,0.003894328,0.045282717,487,0.086000327,0.007396056,0.931503254,464,0.969689235
ENSG00000074935,0.121264981,0.043215526,487,2.806051228,7.873923493,0.005226175,464,0.051806397
ENSG00000249717,-0.045027268,0.042948587,487,-1.048399289,1.099141068,0.295000457,464,0.558245753
ENSG00000105248,0.131702793,0.042760508,487,3.080009987,9.486461522,0.002192828,464,0.02948905
ENSG00000170396,0.032266098,0.047797251,487,0.6750618,0.455708434,0.499972744,464,0.730724586
ENSG00000136925,0.018722143,0.048445466,487,0.386458115,0.149349874,0.699334572,464,0.854830716
ENSG00000139572,0.093253102,0.045379153,487,2.054976709,4.222929274,0.040440569,464,0.177622713
ENSG00000133393,0.038243748,0.044145693,487,0.866307557,0.750488784,0.386769254,464,0.64355742
ENSG00000274290,-0.091401416,0.043014935,487,-2.124876328,4.515099408,0.03412485,464,0.160591302
ENSG00000204872,-0.007354522,0.043190737,487,-0.170280067,0.028995301,0.864864107,464,0.941095473
ENSG00000238284,-0.084289615,0.041940512,487,-2.009742173,4.039063602,0.045036904,464,0.190780404
ENSG00000015133,0.212000452,0.066715386,487,3.17768458,10.09767929,0.001583671,464,0.023951228
ENSG00000235904,0.005075913,0.045213573,487,0.112265253,0.012603487,0.910661642,464,0.961309965
ENSG00000005471,0.046712407,0.048150972,487,0.970123869,0.941140321,0.332490171,464,0.594391856
ENSG00000204666,-0.009524168,0.041271141,487,-0.23077064,0.053255088,0.817594708,464,0.916555617
ENSG00000260423,-0.021701313,0.043033756,487,-0.504285827,0.254304195,0.614299909,464,0.805871196
ENSG00000060656,-0.067903371,0.046041293,487,-1.474836305,2.175142126,0.140934738,464,0.370205586
ENSG00000168329,-0.025564819,0.044259686,487,-0.577609576,0.333632823,0.563807915,464,0.774189643
ENSG00000267454,-0.004283307,0.043477066,487,-0.098518762,0.009705947,0.921562919,464,0.966171808
ENSG00000163110,-0.129053342,0.047245238,487,-2.731562966,7.46143624,0.006543751,464,0.059114634
ENSG00000172379,-0.027058639,0.052742894,487,-0.513029092,0.263198849,0.608175132,464,0.802563519
ENSG00000172059,-0.085288511,0.043758888,487,-1.949055742,3.798818287,0.051890983,464,0.208104356
ENSG00000233922,0.086374971,0.045057231,487,1.917005753,3.674911057,0.055851012,464,0.21770696
ENSG00000170965,-0.053964721,0.042594888,487,-1.266929535,1.605110447,0.205816031,464,0.461225556
ENSG00000101489,0.002205021,0.044767167,487,0.049255313,0.002426086,0.960737026,464,0.983728687
ENSG00000128656,0.069578636,0.047949781,487,1.451073091,2.105613116,0.147435222,464,0.379443883
ENSG00000255179,0.053126003,0.04155857,487,1.278340496,1.634154422,0.201768466,464,0.456072164
ENSG00000176928,-0.003703111,0.042259056,487,-0.08762882,0.00767881,0.9302095,464,0.969334177
ENSG00000183495,0.203150362,0.043970786,487,4.620121182,21.34551974,4.98E-06,464,0.000531024
ENSG00000171671,0.02845613,0.042744007,487,0.665733789,0.443201477,0.505912082,464,0.733964389
ENSG00000134775,-0.048981595,0.04569537,487,-1.071915927,1.149003755,0.284314998,464,0.54762198
ENSG00000278831,-0.029550045,0.044526035,487,-0.663657669,0.440441502,0.50723904,464,0.735111645
ENSG00000267496,0.024175628,0.042616102,487,0.567288591,0.321816346,0.570792474,464,0.778782359
ENSG00000138674,-0.179755634,0.044391767,487,-4.049301172,16.39683998,6.02E-05,464,0.00278376
ENSG00000153237,-0.11980361,0.043901801,487,-2.728899687,7.446893503,0.006595976,464,0.059440964
ENSG00000180096,0.017654285,0.067433849,487,0.261801537,0.068540045,0.793590631,464,0.90605555
ENSG00000258471,0.014711769,0.043046297,487,0.341766195,0.116804132,0.732681582,464,0.873230866
ENSG00000233402,0.000409448,0.043045341,487,0.009512028,9.05E-05,0.992414702,464,0.997145467
ENSG00000258766,-0.068076538,0.041429966,487,-1.643171488,2.70001254,0.101024877,464,0.305275244
ENSG00000140943,-0.091366622,0.042131175,487,-2.168622686,4.702924355,0.030618687,464,0.151272784
ENSG00000214029,0.149227335,0.042358072,487,3.52299637,12.41150343,0.000468952,464,0.010731758
ENSG00000129667,0.00096653,0.043636034,487,0.022149804,0.000490614,0.98233798,464,0.993100203
ENSG00000162407,-0.172852291,0.048624506,487,-3.554838994,12.63688027,0.000416994,464,0.00993367
ENSG00000151276,-0.031596315,0.044030586,487,-0.717599232,0.514948658,0.473365543,464,0.711291582
ENSG00000255203,0.022039496,0.042050666,487,0.524117658,0.274699319,0.600446973,464,0.797702731
ENSG00000226200,-0.005174528,0.043334733,487,-0.119408321,0.014258347,0.90500355,464,0.958926399
ENSG00000136603,-0.115094287,0.043694225,487,-2.63408465,6.938401945,0.008718368,464,0.07085089
ENSG00000151687,-0.084822561,0.042851623,487,-1.979448014,3.918214439,0.04835617,464,0.199235378
ENSG00000153933,0.095170563,0.04909711,487,1.938414746,3.757451726,0.053178787,464,0.211403077
ENSG00000197217,-0.051810025,0.044919134,487,-1.153406588,1.330346757,0.249337329,464,0.512495451
ENSG00000231023,0.051315683,0.051839634,487,0.989892852,0.979887859,0.322742409,464,0.585061922
ENSG00000135218,-0.036336776,0.043638524,487,-0.832676557,0.693350248,0.405455543,464,0.660197753
ENSG00000166575,0.029616606,0.043820395,487,0.675863505,0.456791477,0.499464019,464,0.730489811
ENSG00000261616,-0.085362917,0.042856392,487,-1.991836301,3.967411852,0.046974696,464,0.195921958
ENSG00000143375,-0.173359668,0.051206124,487,-3.385526091,11.46178691,0.000770766,464,0.014868807
ENSG00000116478,0.160897867,0.044803465,487,3.591192499,12.89666357,0.000364286,464,0.00914092
ENSG00000107566,0.132827079,0.045507848,487,2.918773047,8.5192361,0.003684935,464,0.04126797
ENSG00000144746,-0.123919626,0.043032368,487,-2.87968409,8.29258046,0.004164844,464,0.044764805
ENSG00000128253,-0.066264271,0.041447719,487,-1.598743478,2.555980709,0.110558304,464,0.322385245
ENSG00000259275,0.011518314,0.044055901,487,0.261447705,0.068354903,0.793863283,464,0.90605555
ENSG00000261434,0.00368396,0.048999126,487,0.075184204,0.005652665,0.940100555,464,0.974054306
ENSG00000278828,-0.130809007,0.043350839,487,-3.017450442,9.105007169,0.002689283,464,0.033447336
ENSG00000157227,-0.001754169,0.050701808,487,-0.034597766,0.001197005,0.972415361,464,0.988558927
ENSG00000151360,-0.03988575,0.042782094,487,-0.932300106,0.869183487,0.351666302,464,0.61190181
ENSG00000164877,-0.172503401,0.050190496,487,-3.43697345,11.8127865,0.000641203,464,0.013088114
ENSG00000113140,-0.142525371,0.060666776,487,-2.34931508,5.519281346,0.019226348,464,0.114750636
ENSG00000168067,0.045817589,0.045159791,487,1.014566002,1.029344173,0.310841493,464,0.573086277
ENSG00000113369,-0.094111537,0.044426343,487,-2.118372337,4.48750136,0.034674467,464,0.161808791
ENSG00000187068,0.171993158,0.054995537,487,3.127402128,9.780644073,0.00187446,464,0.026676755
ENSG00000196923,0.000583401,0.047232816,487,0.012351606,0.000152562,0.990150404,464,0.996170009
ENSG00000106178,0.035749514,0.043835628,487,0.815535565,0.665098257,0.415184243,464,0.667857928
ENSG00000122223,0.016063837,0.05419765,487,0.296393614,0.087849175,0.767062118,464,0.892276743
ENSG00000273148,0.00319159,0.04535176,487,0.070374121,0.004952517,0.943926208,464,0.976098864
