BioMarkers,Topotecan.estimate,Topotecan.se,Topotecan.n,Topotecan.tstat,Topotecan.fstat,Topotecan.pvalue,Topotecan.df,Topotecan.fdr
ENSG00000131196,0.038297621,0.050113323,487,0.764220344,0.584032734,0.445124394,464,0.691104199
ENSG00000159069,-0.007296724,0.0434692,487,-0.167859637,0.028176858,0.866766842,464,0.941886321
ENSG00000135404,-0.326388619,0.057051529,487,-5.720944243,32.72920303,1.90E-08,464,1.54E-05
ENSG00000140497,-0.087246867,0.042511981,487,-2.0522889,4.211889731,0.040702073,464,0.178262972
ENSG00000175224,-0.037456072,0.041846653,487,-0.895079281,0.80116692,0.371208786,464,0.63029634
ENSG00000086544,-0.102970512,0.04687165,487,-2.196861257,4.826199384,0.028524134,464,0.144965754
ENSG00000237512,0.023445077,0.043358027,487,0.540732094,0.292391198,0.588951729,464,0.790426905
ENSG00000105708,-0.050009162,0.043442048,487,-1.15116953,1.325191286,0.250255352,464,0.513190442
ENSG00000110848,-0.013416647,0.055487267,487,-0.24179687,0.058465727,0.809044389,464,0.912043149
ENSG00000265692,-0.004459084,0.044462847,487,-0.100287867,0.010057656,0.920159106,464,0.965735413
ENSG00000168907,-0.092717131,0.045176045,487,-2.052351666,4.212147361,0.04069595,464,0.178262972
ENSG00000136159,0.215074206,0.04465089,487,4.816795491,23.2015188,1.98E-06,464,0.000297877
ENSG00000261728,-0.03138961,0.041680719,487,-0.75309666,0.567154579,0.451773759,464,0.696191915
ENSG00000113761,0.021754572,0.044945917,487,0.484016647,0.234272114,0.628602415,464,0.814754013
ENSG00000133063,-0.030417428,0.042530108,487,-0.715197515,0.511507486,0.474846708,464,0.712148633
ENSG00000261623,0.034206408,0.042990812,487,0.79566789,0.633087391,0.426631945,464,0.676463842
ENSG00000104936,-0.079926922,0.043499768,487,-1.837410291,3.376076579,0.066788621,464,0.2408781
ENSG00000124224,-0.054947943,0.044384587,487,-1.237996028,1.532634166,0.216343564,464,0.473897245
ENSG00000122547,0.008816052,0.043596021,487,0.202221476,0.040893526,0.839832217,464,0.927767552
ENSG00000248318,-0.096536907,0.041404197,487,-2.331572958,5.43623246,0.02015039,464,0.117670283
ENSG00000245556,0.013440172,0.043385311,487,0.30978623,0.095967508,0.756862601,464,0.887215591
ENSG00000027644,-0.067811418,0.04118396,487,-1.646549215,2.711124317,0.100327819,464,0.304066029
ENSG00000019995,-0.049411726,0.043736999,487,-1.129746585,1.276327347,0.259166705,464,0.523035084
ENSG00000130158,-0.054886182,0.046250573,487,-1.186713548,1.408289046,0.235947867,464,0.497553355
ENSG00000172061,-0.035738405,0.04594552,487,-0.777843077,0.605039853,0.437057957,464,0.685328781
ENSG00000120798,0.14330189,0.045062538,487,3.180066981,10.11282601,0.001570987,464,0.023822853
ENSG00000279695,-0.009721901,0.04157295,487,-0.233851591,0.054686567,0.815203336,464,0.915222381
ENSG00000170577,0.02077017,0.044359193,487,0.468226955,0.219236482,0.639842164,464,0.821343982
ENSG00000183023,0.018305577,0.043194243,487,0.423796672,0.17960362,0.671910495,464,0.838380842
ENSG00000214049,-0.068890349,0.048742951,487,-1.413339743,1.997529229,0.158226344,464,0.396090051
ENSG00000112893,-0.001163278,0.043257413,487,-0.026891983,0.000723179,0.978557449,464,0.991330283
ENSG00000151693,-0.001953696,0.073597027,487,-0.026545852,0.000704682,0.978833374,464,0.99140632
ENSG00000177700,0.003023501,0.047352561,487,0.063850853,0.004076931,0.949116483,464,0.978283238
ENSG00000183258,0.023098056,0.043389545,487,0.53234151,0.283387483,0.594744302,464,0.793467913
ENSG00000180318,0.148901251,0.053319297,487,2.792633425,7.798801444,0.00544412,464,0.053091379
ENSG00000068784,0.146637049,0.044344381,487,3.306778585,10.93478461,0.001017026,464,0.017945045
ENSG00000226249,-0.018148125,0.041550393,487,-0.436773849,0.190771395,0.662478548,464,0.833200524
ENSG00000260369,-0.055197979,0.042328662,487,-1.304033172,1.700502514,0.192868805,464,0.445033988
ENSG00000196510,0.155618042,0.042097587,487,3.696602455,13.66486971,0.000244608,464,0.007088331
ENSG00000115129,-0.010798594,0.049518316,487,-0.218072723,0.047555713,0.827468322,464,0.921638985
ENSG00000260060,0.109968407,0.0430778,487,2.552786026,6.516716493,0.011005578,464,0.082015516
ENSG00000237524,-0.063382591,0.041868818,487,-1.513837594,2.291704262,0.130747876,464,0.354555256
ENSG00000176753,0.039015218,0.043960121,487,0.88751388,0.787680887,0.375262098,464,0.632834828
ENSG00000215162,-0.051275298,0.042177069,487,-1.215715057,1.4779631,0.224711647,464,0.484513179
ENSG00000235954,0.102312828,0.044443263,487,2.30209981,5.299663534,0.021771472,464,0.122872591
ENSG00000259150,-0.068951318,0.04173594,487,-1.652084927,2.729384606,0.099193744,464,0.301985833
ENSG00000172354,0.014521826,0.04326,487,0.335687148,0.112685861,0.737258529,464,0.875955288
ENSG00000186462,0.02652303,0.043265593,487,0.613028232,0.375803613,0.540158026,464,0.757378636
ENSG00000156076,0.027682566,0.0417291,487,0.663387561,0.440083056,0.507411816,464,0.735249598
ENSG00000247095,-0.035800133,0.043491708,487,-0.823148458,0.677573383,0.410846426,464,0.663928209
ENSG00000171055,0.01873539,0.04773429,487,0.39249331,0.154050998,0.694873987,464,0.851852376
ENSG00000180628,-0.009570198,0.045159411,487,-0.211920355,0.044910237,0.832262226,464,0.923683268
ENSG00000225849,-0.075990467,0.0413955,487,-1.835718058,3.36986079,0.067039124,464,0.241393606
ENSG00000166860,0.117997816,0.048103185,487,2.453014604,6.017280649,0.01453342,464,0.096008449
ENSG00000187634,0.053794741,0.048204087,487,1.115978853,1.245408801,0.265008788,464,0.528126507
ENSG00000164176,-0.03951884,0.050649683,487,-0.780238635,0.608772327,0.435648256,464,0.684076816
ENSG00000137133,-0.016395343,0.042726469,487,-0.383728015,0.14724719,0.701355813,464,0.856181722
ENSG00000102572,-0.012369371,0.045814087,487,-0.26999057,0.072894908,0.787287546,464,0.903114317
ENSG00000154727,0.19698235,0.048602385,487,4.0529359,16.42628941,5.93E-05,464,0.002769669
ENSG00000123739,-0.124045419,0.044575405,487,-2.782822003,7.744098299,0.005608661,464,0.054095323
ENSG00000161298,0.022312262,0.047170101,487,0.473017058,0.223745138,0.636423444,464,0.819295631
ENSG00000184486,0.086887695,0.05071703,487,1.713185787,2.935005542,0.087346342,464,0.281336744
ENSG00000197372,0.113416771,0.044514908,487,2.547837923,6.491478084,0.011160669,464,0.08255679
ENSG00000109927,-0.085125617,0.043542914,487,-1.954982101,3.821955016,0.051185177,464,0.206681181
ENSG00000134470,-0.047637137,0.046373629,487,-1.027246263,1.055234884,0.304839722,464,0.567219099
ENSG00000260331,0.132748418,0.043943367,487,3.020897732,9.125823108,0.002659446,464,0.033189246
ENSG00000086475,0.130983054,0.046471864,487,2.818545308,7.944197655,0.005030376,464,0.05061721
ENSG00000237686,-0.059566899,0.043025518,487,-1.38445513,1.916716007,0.166884558,464,0.408264077
ENSG00000128408,0.121520543,0.044171961,487,2.751078735,7.568434204,0.006172307,464,0.057352333
ENSG00000112077,-0.11705406,0.050034069,487,-2.339487099,5.473199885,0.019733509,464,0.116458527
ENSG00000172531,0.05098613,0.043219081,487,1.179713427,1.391723771,0.238718701,464,0.501180765
ENSG00000266733,-0.02580953,0.042602838,487,-0.605817142,0.36701441,0.544932409,464,0.760823215
ENSG00000205517,-0.082089945,0.046265982,487,-1.77430461,3.148156849,0.076668443,464,0.261372325
ENSG00000227948,-0.029470837,0.044691839,487,-0.659423231,0.434838998,0.509951169,464,0.736955991
ENSG00000167281,0.1179102,0.042772297,487,2.756695556,7.599370387,0.00606899,464,0.056638758
ENSG00000254262,-0.070558425,0.041727267,487,-1.690942884,2.859287836,0.091519243,464,0.28846326
ENSG00000014919,0.107939942,0.043896438,487,2.458968099,6.046524111,0.014297748,464,0.095084062
ENSG00000163017,-0.065435756,0.042923454,487,-1.524475565,2.32402575,0.128071223,464,0.350484922
ENSG00000132612,0.074650583,0.042464115,487,1.757968672,3.090453852,0.079412151,464,0.266311995
ENSG00000259163,-0.005377287,0.041694209,487,-0.128969638,0.016633168,0.897437557,464,0.955779774
ENSG00000166971,-0.011871846,0.050414598,487,-0.235484287,0.055452849,0.813936769,464,0.91455417
ENSG00000186960,0.056462289,0.048836955,487,1.156138605,1.336656474,0.248219396,464,0.511194609
ENSG00000168546,-0.046145022,0.052973349,487,-0.871098831,0.758813174,0.38415066,464,0.641230061
ENSG00000156587,-0.027031149,0.045306646,487,-0.596626562,0.355963254,0.551047709,464,0.764812958
ENSG00000065154,-0.048969087,0.045700226,487,-1.071528338,1.14817298,0.284488953,464,0.54762198
ENSG00000163597,0.081720566,0.047040785,487,1.737227916,3.017960834,0.08301052,464,0.273523557
ENSG00000274698,-0.085227319,0.041739248,487,-2.041898799,4.169350704,0.041726518,464,0.181322003
ENSG00000149970,0.051343951,0.04512833,487,1.137732134,1.294434408,0.255819496,464,0.519420968
ENSG00000247193,-0.016767019,0.043031584,487,-0.38964448,0.151822821,0.696978235,464,0.853387072
ENSG00000174844,-0.100793252,0.042270045,487,-2.384507835,5.685877617,0.017502802,464,0.10812942
ENSG00000165476,0.030177693,0.046314607,487,0.651580455,0.424557089,0.514994449,464,0.74013126
ENSG00000169926,-0.004180273,0.048120981,487,-0.086870071,0.007546409,0.930812265,464,0.969380013
ENSG00000128482,-0.058143785,0.048857165,487,-1.190076932,1.416283104,0.234624699,464,0.496255224
ENSG00000182183,0.017303706,0.04587431,487,0.377198181,0.142278468,0.706198788,464,0.859616591
ENSG00000177425,0.034776233,0.056932482,487,0.610832908,0.373116842,0.5416093,464,0.758293765
ENSG00000060566,0.029425888,0.044611625,487,0.659601334,0.43507392,0.509836943,464,0.73693983
ENSG00000260552,0.035325327,0.043969821,487,0.803399377,0.645450559,0.422155296,464,0.673082064
ENSG00000176593,0.048542601,0.044583262,487,1.088807751,1.185502318,0.276803857,464,0.539827843
ENSG00000134042,0.029129894,0.043932717,487,0.663056973,0.43964455,0.507623319,464,0.735396421
ENSG00000260442,0.03888011,0.045716918,487,0.850453434,0.723271043,0.395511674,464,0.651240873
ENSG00000229702,-0.014043268,0.041895149,487,-0.335200324,0.112359257,0.737625468,464,0.876258447
ENSG00000116039,-0.03014343,0.046756225,487,-0.6446934,0.415629581,0.519444493,464,0.743378826
ENSG00000115661,0.008447608,0.042528637,487,0.198633419,0.039455235,0.842636512,464,0.92909892
ENSG00000253771,-0.046993653,0.041807888,487,-1.124037955,1.263461323,0.261578104,464,0.525111013
ENSG00000121075,-0.051512674,0.042037779,487,-1.225390021,1.501580705,0.221049939,464,0.479942943
ENSG00000273604,0.108251307,0.044465946,487,2.434476615,5.92667639,0.015289411,464,0.099272101
ENSG00000100883,-0.001834122,0.04354635,487,-0.04211884,0.001773997,0.96642208,464,0.986271633
ENSG00000126603,-0.07276785,0.052661207,487,-1.381811303,1.909402476,0.167694557,464,0.409352166
ENSG00000277283,-0.118159885,0.044526615,487,-2.65369119,7.042076934,0.008234941,464,0.068391422
ENSG00000099822,0.004497967,0.04304316,487,0.104498998,0.010920041,0.916818518,464,0.964453585
ENSG00000063601,0.062674802,0.045176897,487,1.387319763,1.924656124,0.166010243,464,0.407092395
ENSG00000272821,0.112247249,0.04401426,487,2.55024733,6.503761446,0.011084908,464,0.08223942
ENSG00000186106,0.051782735,0.04832738,487,1.071498902,1.148109896,0.284502167,464,0.54762198
ENSG00000087842,-0.09410167,0.052472596,487,-1.793348858,3.216100125,0.073568257,464,0.254426731
ENSG00000133026,0.005076743,0.048021127,487,0.105718953,0.011176497,0.915851029,464,0.964258723
ENSG00000152463,-0.0230382,0.042769163,487,-0.538663799,0.290158688,0.590377182,464,0.791474704
ENSG00000152229,0.038712961,0.050832039,487,0.761585841,0.580012993,0.446694133,464,0.692592907
ENSG00000146007,-0.041295383,0.044497132,487,-0.928045954,0.861269294,0.353866232,464,0.613561789
ENSG00000189398,-0.017200847,0.04351053,487,-0.395326081,0.15628271,0.692783936,464,0.850685954
ENSG00000235997,-0.129677578,0.042472493,487,-3.053213265,9.322111242,0.002394145,464,0.031211168
ENSG00000226846,0.012101929,0.042248209,487,0.286448331,0.082052646,0.774662616,464,0.896774324
ENSG00000167779,-0.0222423,0.052495892,487,-0.423696001,0.179518301,0.67198387,464,0.838420151
ENSG00000119699,-0.030535338,0.043354084,487,-0.704324354,0.496072796,0.481584139,464,0.717823493
ENSG00000169519,0.078961732,0.042434043,487,1.860810945,3.462617372,0.063403191,464,0.234370594
ENSG00000167771,0.105488546,0.044592315,487,2.365621664,5.596165857,0.018410055,464,0.111439828
ENSG00000186472,-0.002559403,0.046147063,487,-0.05546189,0.003076021,0.955794364,464,0.981729999
ENSG00000248771,-0.016617352,0.04245431,487,-0.391417311,0.153207511,0.695668482,464,0.85246103
ENSG00000073536,0.232217738,0.041577129,487,5.58522777,31.19476924,3.98E-08,464,2.21E-05
ENSG00000204681,0.034297823,0.04320959,487,0.793754897,0.630046837,0.427743867,464,0.677301621
ENSG00000119866,0.172612638,0.052603228,487,3.281407721,10.76763663,0.001110779,464,0.018840202
ENSG00000272953,0.013239195,0.045226129,487,0.292733325,0.0856928,0.769856856,464,0.894073407
ENSG00000168955,0.051051836,0.041770604,487,1.222195285,1.493761314,0.222254284,464,0.481595041
ENSG00000143921,-0.029744191,0.041764164,487,-0.712194076,0.507220402,0.476702549,464,0.713681633
ENSG00000206075,-0.049143872,0.052256122,487,-0.940442385,0.88443188,0.347480016,464,0.608212032
ENSG00000100593,0.051699253,0.042526018,487,1.215708777,1.477947831,0.224714038,464,0.484513179
ENSG00000111203,0.054603538,0.044762169,487,1.21985907,1.488056151,0.223137963,464,0.482674147
ENSG00000080823,0.096623326,0.047713015,487,2.025093701,4.101004497,0.043429801,464,0.185939347
ENSG00000131748,-0.026364313,0.042436074,487,-0.621271255,0.385977973,0.534726249,464,0.753933137
ENSG00000103037,-0.005048068,0.042969344,487,-0.117480674,0.013801709,0.906529993,464,0.959427364
ENSG00000179965,0.045879507,0.043066555,487,1.065316388,1.134899006,0.287286811,464,0.550122512
ENSG00000166579,-0.021681317,0.04412392,487,-0.491373323,0.241447743,0.623394771,464,0.811418155
ENSG00000170909,0.097843095,0.04409596,487,2.218867563,4.923373262,0.026978813,464,0.140610033
ENSG00000238227,-0.02478947,0.044920105,487,-0.551856894,0.304546031,0.581312087,464,0.785992702
ENSG00000174231,0.084280085,0.042667224,487,1.975288681,3.901765373,0.048827606,464,0.200599915
ENSG00000226935,0.031926494,0.042804139,487,0.745873996,0.556328018,0.456121226,464,0.699875206
ENSG00000204610,-0.043466152,0.049157921,487,-0.884214602,0.781835462,0.377038309,464,0.63411852
ENSG00000108055,0.152970741,0.042248135,487,3.620769047,13.10996849,0.000326084,464,0.008625491
ENSG00000105479,-0.06130707,0.043068252,487,-1.423486365,2.026313431,0.155267264,464,0.391422849
ENSG00000178718,0.091359334,0.047798371,487,1.911348278,3.653252238,0.056575621,464,0.219463431
ENSG00000229727,-0.030964647,0.042983409,487,-0.720386029,0.518956031,0.471650094,464,0.710777495
ENSG00000111058,0.006674494,0.046227647,487,0.144383159,0.020846497,0.885260604,464,0.950888227
ENSG00000143761,0.000215157,0.042594151,487,0.005051337,2.55E-05,0.995971805,464,0.998310783
ENSG00000249328,-0.047939772,0.041950574,487,-1.142767952,1.305918593,0.253724249,464,0.517528203
ENSG00000106025,-0.076122007,0.044177176,487,-1.72310713,2.96909818,0.085535383,464,0.278505626
ENSG00000282408,0.039694034,0.041701367,487,0.951864101,0.906045267,0.341661471,464,0.602715998
ENSG00000003393,0.05832184,0.046158025,487,1.263525461,1.59649659,0.20703487,464,0.462835771
ENSG00000111252,0.110813442,0.052580612,487,2.107496224,4.441540334,0.035610497,464,0.164566027
ENSG00000168795,0.086629857,0.047381325,487,1.828354464,3.342880045,0.068138213,464,0.243465325
ENSG00000188958,-0.012261854,0.042094321,487,-0.291294739,0.084852625,0.770956082,464,0.894882881
ENSG00000213753,0.08312337,0.042703715,487,1.946513813,3.788916026,0.052196211,464,0.20886829
ENSG00000178882,0.024289216,0.045113023,487,0.538408085,0.289883266,0.590553528,464,0.791528447
ENSG00000133710,-0.006535784,0.04474759,487,-0.146058916,0.021333207,0.88393831,464,0.950181486
ENSG00000203685,-0.093321446,0.042002258,487,-2.221819767,4.936483079,0.026777122,464,0.139894453
ENSG00000154144,0.006181937,0.043954437,487,0.14064421,0.019780794,0.888212055,464,0.952044018
ENSG00000280401,-0.00125784,0.042943717,487,-0.029290424,0.000857929,0.976645558,464,0.990245109
ENSG00000260930,-0.082217217,0.042448698,487,-1.936860764,3.751429621,0.053369077,464,0.211994128
ENSG00000142661,-0.057040877,0.044255515,487,-1.28889873,1.661259936,0.198075514,464,0.45215049
ENSG00000162415,0.047615334,0.044389121,487,1.072680272,1.150642966,0.283972163,464,0.547349031
ENSG00000164187,-0.135461317,0.046130075,487,-2.936507639,8.623077113,0.003484307,464,0.039641915
ENSG00000182752,-0.02226018,0.046653463,487,-0.477138848,0.22766148,0.633487904,464,0.817400255
ENSG00000116874,0.104320823,0.041906658,487,2.489361559,6.196920971,0.013146547,464,0.090276564
ENSG00000185352,-0.127815305,0.042102575,487,-3.035807343,9.216126227,0.00253386,464,0.032133007
ENSG00000254872,0.059856199,0.04325445,487,1.383815985,1.914946681,0.167080104,464,0.408449763
ENSG00000111490,0.012266629,0.047228304,487,0.259730453,0.067459908,0.795186903,464,0.906353743
ENSG00000196247,0.121203762,0.049398215,487,2.453606093,6.02018286,0.014509853,464,0.095921195
ENSG00000230037,0.057040405,0.042219859,487,1.351032596,1.825289076,0.177343402,464,0.423660734
ENSG00000197111,0.029367799,0.042333821,487,0.693719541,0.481246802,0.488205241,464,0.722956793
ENSG00000048649,0.049281747,0.042994787,487,1.146226109,1.313834293,0.252292378,464,0.515740871
ENSG00000120875,-0.144552625,0.047992338,487,-3.011993832,9.072106845,0.002737141,464,0.033769873
ENSG00000008405,0.105531141,0.049023938,487,2.152645119,4.633881009,0.031861507,464,0.154288643
ENSG00000105357,-0.028385115,0.050103974,487,-0.566524228,0.320949701,0.571311385,464,0.779042276
ENSG00000204209,0.138679602,0.04290881,487,3.231960994,10.44557186,0.001316942,464,0.021232245
ENSG00000110090,0.031975984,0.044531593,487,0.71805164,0.515598158,0.473086823,464,0.711219775
ENSG00000109265,0.00894356,0.04203277,487,0.212775896,0.045273582,0.831595212,464,0.923216061
ENSG00000174607,0.074721279,0.048117395,487,1.552895336,2.411483926,0.12112992,464,0.339897073
ENSG00000036565,-0.032711595,0.048001747,487,-0.681466752,0.464396934,0.495916174,464,0.728760244
ENSG00000147854,0.087962872,0.046343703,487,1.898054466,3.602610755,0.058309228,464,0.222941989
ENSG00000080845,-0.1333971,0.047677948,487,-2.7978784,7.828123541,0.005357964,464,0.052655595
ENSG00000141252,0.011210157,0.043427634,487,0.258134188,0.066633259,0.796417801,464,0.906621379
ENSG00000185658,0.031784909,0.047476266,487,0.66949051,0.448217542,0.503515629,464,0.732732337
ENSG00000171877,-0.072055656,0.051280555,487,-1.405126295,1.974379904,0.160652869,464,0.399864891
ENSG00000180176,0.042089336,0.045769657,487,0.919590376,0.845646459,0.358264668,464,0.618012724
ENSG00000175806,0.061486473,0.045264773,487,1.358373619,1.845178889,0.175005214,464,0.420459501
ENSG00000159224,0.000587284,0.044278023,487,0.013263561,0.000175922,0.989423221,464,0.995899214
ENSG00000259518,-0.099350979,0.041262426,487,-2.407783276,5.797420302,0.016438963,464,0.104400818
ENSG00000180008,0.038145688,0.045415336,487,0.839929678,0.705481864,0.401380384,464,0.656320479
ENSG00000253520,0.013376106,0.043987759,487,0.304087019,0.092468915,0.761197917,464,0.888966936
ENSG00000165140,-0.095365488,0.046487517,487,-2.051421426,4.208329865,0.040786778,464,0.178477807
ENSG00000004897,0.044399647,0.044595393,487,0.995610629,0.991240524,0.319958284,464,0.582387481
ENSG00000138646,0.03654882,0.042723769,487,0.855468047,0.731825579,0.392733604,464,0.648425726
ENSG00000162687,-0.013606865,0.047225699,487,-0.288124157,0.08301553,0.773380356,464,0.896190292
ENSG00000128714,0.15498713,0.044872173,487,3.453969774,11.9299072,0.000603075,464,0.012618571
ENSG00000118849,-0.005192485,0.047626058,487,-0.109026141,0.011886699,0.913228889,464,0.962953938
ENSG00000234199,-0.0477578,0.042726795,487,-1.117748261,1.249361176,0.264252915,464,0.527642698
ENSG00000182109,-0.020596019,0.04353343,487,-0.473108122,0.223831296,0.636358526,464,0.819295631
ENSG00000196230,0.106951948,0.043955458,487,2.433189241,5.920409883,0.015343178,464,0.09952439
ENSG00000147255,-0.003721043,0.042677877,487,-0.087189029,0.007601927,0.930558874,464,0.969334177
ENSG00000165185,0.131401694,0.048605852,487,2.703413054,7.30844214,0.007115091,464,0.062700805
ENSG00000119231,-0.045218181,0.042257983,487,-1.070050615,1.145008319,0.285152836,464,0.548132896
ENSG00000182327,-0.033658553,0.043601994,487,-0.771949869,0.5959066,0.440537097,464,0.687964942
ENSG00000154262,0.052307482,0.043083988,487,1.2140817,1.473994374,0.225334093,464,0.485198379
ENSG00000087095,0.004345299,0.04445053,487,0.097755845,0.009556205,0.922168382,464,0.966476483
ENSG00000234155,0.019791773,0.045776745,487,0.432354309,0.186930248,0.665684784,464,0.83461725
ENSG00000160293,-0.041787591,0.044983926,487,-0.92894496,0.862938739,0.353400607,464,0.613172923
ENSG00000232159,-0.027905668,0.041858679,487,-0.666663846,0.444440683,0.505318228,464,0.733631448
ENSG00000234283,0.090337232,0.041764657,487,2.163006701,4.678597988,0.031050683,464,0.152702861
ENSG00000174943,-0.028602067,0.042815543,487,-0.66803,0.446264081,0.504446589,464,0.733075253
ENSG00000152061,-0.027081721,0.050500907,487,-0.536262073,0.287577011,0.592034429,464,0.792243102
ENSG00000182372,-0.057839762,0.043262124,487,-1.336960765,1.787464087,0.181890543,464,0.429451271
ENSG00000187066,0.061723561,0.042458962,487,1.453722792,2.113309956,0.146699196,464,0.378736041
ENSG00000145088,0.107256634,0.058057204,487,1.847430239,3.412998487,0.065321158,464,0.238293108
ENSG00000072657,0.033874259,0.043611643,487,0.776725132,0.603301931,0.43771673,464,0.685708769
ENSG00000140798,0.00024821,0.042802154,487,0.005798997,3.36E-05,0.995375588,464,0.99806359
ENSG00000175193,0.050307539,0.042846256,487,1.174140844,1.378606722,0.240940888,464,0.503296509
ENSG00000183066,-0.130765971,0.044499748,487,-2.938577812,8.635239557,0.00346155,464,0.039523436
ENSG00000122548,-0.046740434,0.041779042,487,-1.118753134,1.251608574,0.263824309,464,0.527227342
ENSG00000074356,0.222266681,0.042015066,487,5.290166136,27.98585775,1.89E-07,464,6.36E-05
ENSG00000272269,0.029595987,0.047183607,487,0.627251474,0.393444411,0.530802934,464,0.751586369
ENSG00000170906,0.019208993,0.043648496,487,0.440083719,0.19367368,0.660081395,464,0.832654472
ENSG00000067191,0.020790724,0.042434933,487,0.489943592,0.240044723,0.624405382,464,0.812057558
ENSG00000115232,0.102813117,0.068133409,487,1.508997107,2.277072268,0.131980126,464,0.356272926
ENSG00000136636,0.023282302,0.045358883,487,0.513290904,0.263467552,0.60799215,464,0.802563519
ENSG00000074370,-0.002198908,0.06294562,487,-0.03493345,0.001220346,0.97214783,464,0.988558927
ENSG00000129055,0.046263316,0.044119984,487,1.048579633,1.099519247,0.294917498,464,0.558221758
ENSG00000143612,0.010375276,0.043832636,487,0.236702081,0.056027875,0.812992381,464,0.914295362
ENSG00000279129,0.020659881,0.041733978,487,0.495037415,0.245062042,0.620808042,464,0.810203631
ENSG00000214711,-0.045566275,0.042155499,487,-1.080909401,1.168365133,0.280298893,464,0.543919472
ENSG00000279519,0.157328778,0.042049705,487,3.741495377,13.99878765,0.000205846,464,0.006254718
ENSG00000280017,-0.076353316,0.041539886,487,-1.838072345,3.378509947,0.066690828,464,0.240831888
ENSG00000109917,0.058726466,0.043745433,487,1.342459373,1.802197167,0.180103513,464,0.427095303
ENSG00000263624,-0.052398792,0.043404795,487,-1.207212054,1.457360943,0.227965526,464,0.488254109
ENSG00000250341,-0.064322658,0.042502769,487,-1.513375724,2.290306083,0.130865067,464,0.354592977
ENSG00000117640,0.018061003,0.049469598,487,0.365092974,0.13329288,0.715208359,464,0.864188093
ENSG00000158352,-0.022710613,0.049158951,487,-0.461983279,0.21342855,0.644309841,464,0.82396604
ENSG00000182397,-0.0963221,0.041381708,487,-2.327649237,5.417950972,0.020359917,464,0.118352508
ENSG00000240204,0.076004331,0.044318562,487,1.714954793,2.941069941,0.087021188,464,0.280688187
ENSG00000100884,-0.050130695,0.043051824,487,-1.164426722,1.355889591,0.244849467,464,0.507851622
ENSG00000219438,0.064966721,0.046434489,487,1.399104909,1.957494547,0.162449633,464,0.402242191
ENSG00000242247,-0.025544657,0.043456896,487,-0.587815957,0.345527599,0.556941794,464,0.769445849
ENSG00000166840,-0.023062577,0.046801908,487,-0.492770003,0.242822275,0.622408209,464,0.810919191
ENSG00000130363,-0.06351338,0.044375214,487,-1.431280522,2.048563934,0.153023007,464,0.388307272
ENSG00000160813,0.046280942,0.043100864,487,1.073782222,1.153008261,0.283478394,464,0.547014682
ENSG00000117560,0.024796906,0.044278385,487,0.560022822,0.313625561,0.575734132,464,0.781752238
ENSG00000149476,0.07264091,0.043633543,487,1.664795123,2.771542803,0.096628691,464,0.297700915
ENSG00000166592,-0.154816258,0.048385974,487,-3.199610222,10.23750558,0.001470423,464,0.022877809
ENSG00000273805,0.004066708,0.042843751,487,0.094919511,0.009009714,0.924419736,464,0.967558135
ENSG00000182117,0.07412542,0.041954469,487,1.766806319,3.121604568,0.07791804,464,0.263463499
ENSG00000205129,-0.063904769,0.042556873,487,-1.501632161,2.254899147,0.133872326,464,0.359241417
ENSG00000230324,-0.060452317,0.04275575,487,-1.413899121,1.999110724,0.158062104,464,0.396057419
ENSG00000138081,0.108361656,0.044210361,487,2.451046628,6.007629571,0.014612076,464,0.096312033
ENSG00000226644,0.036981514,0.042910375,487,0.861831538,0.7427536,0.389225396,464,0.645653262
ENSG00000111666,0.037689415,0.046677575,487,0.807441573,0.651961894,0.41982584,464,0.671166306
ENSG00000114473,-0.010774087,0.043183003,487,-0.249498327,0.062249415,0.803085747,464,0.909871944
ENSG00000214353,-0.033165303,0.041833709,487,-0.792788983,0.628514371,0.428305945,464,0.677871265
ENSG00000166900,-0.16225682,0.049008688,487,-3.310776649,10.96124202,0.001002941,464,0.017788205
ENSG00000130734,0.050276689,0.043333916,487,1.160215677,1.346100418,0.246557621,464,0.510060227
ENSG00000258608,0.052705137,0.043568248,487,1.209714386,1.463408896,0.22700447,464,0.487143662
ENSG00000228474,0.021797861,0.04258602,487,0.511854852,0.261995389,0.608996115,464,0.802866252
ENSG00000140297,-0.107216089,0.046130178,487,-2.324207155,5.401938901,0.020545293,464,0.118867076
ENSG00000250075,-0.029313108,0.041521536,487,-0.705973589,0.498398708,0.480558864,464,0.716615333
ENSG00000134779,0.068822969,0.045097458,487,1.526094211,2.328963542,0.127667724,464,0.349619599
ENSG00000116661,-0.100134649,0.0465405,487,-2.151559365,4.629207702,0.031947516,464,0.154457226
ENSG00000084093,0.045460763,0.043373742,487,1.048117144,1.098549548,0.295130274,464,0.558274725
ENSG00000109971,0.123958287,0.041487172,487,2.987870282,8.927368822,0.002958211,464,0.035491446
ENSG00000154589,-0.06543427,0.052332994,487,-1.250344478,1.563361315,0.211803927,464,0.468410464
ENSG00000108819,-0.032285147,0.043464779,487,-0.742788708,0.551735064,0.457985495,464,0.701284817
ENSG00000172661,-0.028262816,0.042097576,487,-0.671364438,0.450730209,0.502322481,464,0.731829679
ENSG00000227933,0.039243247,0.043189511,487,0.908629115,0.825606868,0.364017626,464,0.623318705
