"gene","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significance","ensembl_gene_id","logFC","logCPM","LR","PValue","FDR","Significance","Label","Source"
"POLR2I","POLR2I",1.6649371352536e-18,-0.497804913360657,0.084,0.127,3.03401494157264e-14,"Downregulated","ENSG00000105258",-1.13860852768447,3.65873990775937,92.8775609158541,5.5631685760386e-22,2.88945710055093e-21,"Significant","Down in WA (Up in Control)","Common_DEGs"
"POU2F2","POU2F2",7.12499002501951e-10,-0.422571319169741,0.044,0.067,1.29838693225931e-05,"Downregulated","ENSG00000028277",1.41145792917522,0.598581820503635,24.5493117522737,7.24322088854807e-07,2.20652447417587e-06,"Significant","Up in WA (Down in Control)","Common_DEGs"
"PPM1N","PPM1N",1.34518933952914e-09,-0.764946786113082,0.014,0.028,2.45133853342395e-05,"Downregulated","ENSG00000213889",-1.66430831123207,2.00864100007647,86.7815724046563,1.21193525779036e-20,6.07840420514979e-20,"Significant","Down in WA (Up in Control)","Common_DEGs"
"PPP2R2B","PPP2R2B",4.79689193634736e-07,-0.367384899666926,0.044,0.063,0.0087413761756058,"Downregulated","ENSG00000156475",2.13853336921026,-1.96501614854789,5.53614603888545,0.018627561658152,0.0368481020961266,"Significant","Up in WA (Down in Control)","Common_DEGs"
"PRAM1","PRAM1",3.72826713220036e-08,-0.809588092282909,0.01,0.02,0.000679402119500872,"Downregulated","ENSG00000133246",-1.34858555958378,0.223205684550259,16.3879068441162,5.16134812501448e-05,0.000139859285856707,"Significant","Down in WA (Up in Control)","Common_DEGs"
"PRDM1","PRDM1",6.64540824157772e-25,1.68904254604979,0.174,0.119,1.21099274386271e-20,"Upregulated","ENSG00000057657",4.05198976427512,-0.354674688237342,55.6871033528928,8.49739090352219e-14,3.45754733362975e-13,"Significant","Up in WA (Down in Control)","Common_DEGs"
"PRKDC","PRKDC",2.98173278220242e-07,-0.260026147209381,0.048,0.067,0.00543361164900748,"Downregulated","ENSG00000253729",-1.92170426149927,8.77429810615338,1225.98903454747,1.37153520287097e-268,1.13092344606461e-266,"Significant","Down in WA (Up in Control)","Common_DEGs"
"PRMT7","PRMT7",5.91640769044969e-07,-0.78647509035196,0.017,0.03,0.0107814697343065,"Downregulated","ENSG00000132600",-1.27627933007394,5.45470355984471,324.155188419699,1.80230867432659e-72,2.35186635350856e-71,"Significant","Down in WA (Up in Control)","Common_DEGs"
"PRR11","PRR11",7.96116169361703e-08,-1.6157625125428,0.003,0.01,0.00145076249542783,"Downregulated","ENSG00000068489",-3.31831606541334,3.0581071676188,483.691758835876,3.36071384316574e-107,6.97496725449957e-106,"Significant","Down in WA (Up in Control)","Common_DEGs"
"PRR3","PRR3",1.20374498209483e-09,-0.744608071083404,0.016,0.03,2.1935844808714e-05,"Downregulated","ENSG00000204576",-1.04232402328937,4.82613735516077,172.657762440245,1.94406301075233e-39,1.48352722348782e-38,"Significant","Down in WA (Up in Control)","Common_DEGs"
"PRR5","PRR5",1.0885269324139e-06,-0.438071138174307,0.044,0.061,0.0198362262893785,"Downregulated","ENSG00000186654",-1.59661204648585,3.63199627502404,202.512670784782,5.90918467928976e-46,5.07554378886406e-45,"Significant","Down in WA (Up in Control)","Common_DEGs"
"PSMA6","PSMA6",1.67814952426819e-17,-0.354299378609267,0.064,0.102,3.05809187807391e-13,"Downregulated","ENSG00000100902",1.51881097098289,3.09565650497212,110.245529896629,8.65751309523884e-26,4.95371468534587e-25,"Significant","Up in WA (Down in Control)","Common_DEGs"
"PSMD3","PSMD3",1.3942338678753e-08,-0.32595594984611,0.065,0.09,0.000254071237742915,"Downregulated","ENSG00000108344",1.4089952232414,8.98506986616371,725.663449461495,7.85525152656994e-160,2.86327202896203e-158,"Significant","Up in WA (Down in Control)","Common_DEGs"
"PTGER2","PTGER2",4.30258053988593e-14,-0.358562681474923,0.082,0.119,7.84059251783413e-10,"Downregulated","ENSG00000125384",3.52848091388245,-2.2771829457345,9.3479000609091,0.00223241113671229,0.0051488230548802,"Significant","Up in WA (Down in Control)","Common_DEGs"
"PTGER4","PTGER4",1.01057555233258e-08,0.708026497515631,0.091,0.065,0.000184157182901566,"Upregulated","ENSG00000171522",1.88443453987573,3.54728227976955,265.780794279931,9.42959733599734e-60,1.02016874157427e-58,"Significant","Up in WA (Down in Control)","Common_DEGs"
"PTP4A1","PTP4A1",1.83912574605317e-07,0.592395346522933,0.195,0.165,0.00335143884703269,"Upregulated","ENSG00000112245",1.88493503883774,9.05968388095014,1304.41470624104,1.24121036885898e-285,1.22155119817802e-283,"Significant","Up in WA (Down in Control)","Common_DEGs"
"PTPRH","PTPRH",4.93214348815097e-12,-1.84129405272795,0.005,0.017,8.98784507845751e-08,"Downregulated","ENSG00000080031",5.35345782323781,1.72072183997208,316.308575519329,9.22545494843169e-71,1.17421529003631e-69,"Significant","Up in WA (Down in Control)","Common_DEGs"
"PUS1","PUS1",2.30626369486158e-06,-0.87465946589597,0.009,0.017,0.0420270433114626,"Downregulated","ENSG00000177192",-1.52001088118259,6.23533358730123,611.90030466288,4.3194650195756e-135,1.23739491344819e-133,"Significant","Down in WA (Up in Control)","Common_DEGs"
"PXMP4","PXMP4",1.45950806963904e-06,-0.773894739186369,0.009,0.017,0.0265966155530322,"Downregulated","ENSG00000101417",-1.65250941301305,3.87290089582061,265.771888541836,9.47183724163828e-60,1.02437533642376e-58,"Significant","Down in WA (Up in Control)","Common_DEGs"
"PXN","PXN",4.19035800310024e-08,-0.33808644979396,0.022,0.038,0.000763608938904956,"Downregulated","ENSG00000089159",1.74791252361784,7.22137680857218,1018.36047978746,1.83398335803704e-223,1.08857973288622e-221,"Significant","Up in WA (Down in Control)","Common_DEGs"
"QARS","QARS",1.95840683160804e-07,-0.311905022991878,0.064,0.086,0.00356880476923933,"Downregulated","ENSG00000172053",-1.74049175379467,7.15465108861651,928.228255979077,7.16871457007821e-204,3.66348932694332e-202,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RAB11B","RAB11B",4.16263448473288e-16,-0.357136513309943,0.1,0.143,7.58556882152873e-12,"Downregulated","ENSG00000185236",-1.18925066573212,6.42914163605159,400.407142335128,4.49060645314092e-89,7.40962208106416e-88,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RAB21","RAB21",2.23310078985446e-06,-0.256439010932166,0.042,0.059,0.0406937956935178,"Downregulated","ENSG00000080371",1.40349639004833,8.0427800000261,684.248404727439,7.9624652881836e-151,2.66075414542381e-149,"Significant","Up in WA (Down in Control)","Common_DEGs"
"RAB37","RAB37",1.55461466484602e-10,-0.835512229550423,0.03,0.051,2.8329743037489e-06,"Downregulated","ENSG00000172794",2.02836056234177,-1.64334178794521,7.33480604437348,0.00676319767173643,0.0145247358698442,"Significant","Up in WA (Down in Control)","Common_DEGs"
"RAB3GAP1","RAB3GAP1",4.2618554454495e-16,-0.74991343771292,0.036,0.064,7.76637917824263e-12,"Downregulated","ENSG00000115839",1.07392064125749,4.92304480264364,195.993606587057,1.56372331667116e-44,1.31209116249506e-43,"Significant","Up in WA (Down in Control)","Common_DEGs"
"RAC2","RAC2",1.49329841067613e-63,-0.515380043295829,0.375,0.506,2.72123769377512e-59,"Downregulated","ENSG00000128340",-4.10737246244249,-1.00458120848533,34.9218182418745,3.43213247026981e-09,1.17152528010138e-08,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RAD51D","RAD51D",4.5479472444279e-10,-0.902639875984105,0.012,0.025,8.28772426352096e-06,"Downregulated","ENSG00000185379",-2.1417824072588,2.83082854860746,199.978228234426,2.1114606175863e-45,1.79588937780709e-44,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RASGEF1B","RASGEF1B",5.34527295132522e-57,2.500658507051,0.167,0.082,9.74069089919994e-53,"Upregulated","ENSG00000138670",2.39340512202334,2.61986553345726,190.323666586837,2.70197874123706e-43,2.2153902019995e-42,"Significant","Up in WA (Down in Control)","Common_DEGs"
"RASSF3","RASSF3",1.39873576984631e-14,2.20712895886362,0.052,0.027,2.54891619339092e-10,"Upregulated","ENSG00000153179",-1.41287583214515,3.74578657130842,147.657268264197,5.63704126247418e-34,3.85088427847794e-33,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RASSF7","RASSF7",3.35389412131556e-10,-0.635675557666787,0.038,0.06,6.11180125727334e-06,"Downregulated","ENSG00000099849",-1.15273360782162,7.87133729249098,443.664612859083,1.72541135359209e-98,3.21371031665086e-97,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RBBP4","RBBP4",1.63329370370217e-17,-0.344796269324345,0.119,0.166,2.97635111625647e-13,"Downregulated","ENSG00000162521",-1.10641863079284,7.16838103074428,412.724760099023,9.35450709879977e-92,1.60245175225874e-90,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RBFOX3","RBFOX3",6.5453516654464e-24,-1.4090462460801,0.014,0.039,1.1927594339943e-19,"Downregulated","ENSG00000167281",1.84771310959005,0.149579914516664,26.8022965289061,2.25369353307034e-07,7.05571431507881e-07,"Significant","Up in WA (Down in Control)","Common_DEGs"
"RBM12B","RBM12B",8.97585767465449e-07,-1.32549880497839,0.005,0.013,0.0163567054405229,"Downregulated","ENSG00000183808",1.05558950572281,5.44480713084342,224.698143044256,8.54371527389209e-51,7.95180626269597e-50,"Significant","Up in WA (Down in Control)","Common_DEGs"
"RBM43","RBM43",5.39456324970154e-11,-1.01577802074198,0.006,0.018,9.83051260993111e-07,"Downregulated","ENSG00000184898",-1.39983669272536,0.641738685719136,19.097825068128,1.24186328079523e-05,3.51107467646944e-05,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RBP7","RBP7",5.70796064819833e-11,-1.07447915851307,0.006,0.016,1.04016166892118e-06,"Downregulated","ENSG00000162444",-1.20116305032886,2.73913481881366,71.1301826684821,3.34414880948718e-17,1.51622285671934e-16,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RCBTB2","RCBTB2",3.988837375083e-18,-0.819306490124171,0.023,0.048,7.26885834861376e-14,"Downregulated","ENSG00000136161",1.84523600340021,2.63170083892457,150.696110498184,1.2212619205388e-34,8.46229387547544e-34,"Significant","Up in WA (Down in Control)","Common_DEGs"
"RCSD1","RCSD1",1.03203792250598e-39,-0.847908662841848,0.082,0.149,1.88068270618265e-35,"Downregulated","ENSG00000198771",-4.29304741467398,-1.27607339367983,29.790670812152,4.81302479989674e-08,1.56080541687978e-07,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RFC2","RFC2",5.12323170970896e-11,-0.305154717892647,0.026,0.045,9.33606514460263e-07,"Downregulated","ENSG00000049541",-2.47352724559888,6.88588677452709,1516.35584191025,0,0,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RFTN1","RFTN1",1.1281148623111e-06,-0.423675444650499,0.031,0.047,0.0205576371358952,"Downregulated","ENSG00000131378",-1.56771251654314,2.22663591185628,83.8307526383366,5.38998095415553e-20,2.65487453875252e-19,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RGCC","RGCC",2.90433180316105e-17,0.92136371279701,0.14,0.095,5.29256384490037e-13,"Upregulated","ENSG00000102760",1.23117314000772,0.988407704140649,21.3122887649626,3.90221946568484e-06,1.13784587287182e-05,"Significant","Up in WA (Down in Control)","Common_DEGs"
"RGP1","RGP1",1.65929968339373e-06,-0.463100996939628,0.021,0.034,0.0302374181304839,"Downregulated","ENSG00000107185",1.23504723077273,6.29537238454023,397.752509753572,1.69898064197856e-88,2.77931369469833e-87,"Significant","Up in WA (Down in Control)","Common_DEGs"
"RGS1","RGS1",2.55650519567971e-303,0.744916971414867,0.774,0.467,4.65871941808714e-299,"Upregulated","ENSG00000090104",-5.19042521154052,-2.49084532142185,12.2261267151331,0.00047124926755465,0.00117155670663501,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RGS12","RGS12",7.03533057031077e-10,-1.02862558307332,0.011,0.024,1.28204828982773e-05,"Downregulated","ENSG00000159788",-1.53967068177652,4.8039706523962,354.594925933905,4.23202023928695e-79,6.06742037031981e-78,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RGS19","RGS19",6.24611535047272e-19,-0.257689278925793,0.097,0.144,1.13822960031664e-14,"Downregulated","ENSG00000171700",-2.09323357384337,2.93166689192563,208.089627902199,3.58644123575564e-47,3.14331329105627e-46,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RGS2","RGS2",3.00196194084275e-09,0.394542793303142,0.507,0.475,5.47047524479775e-05,"Upregulated","ENSG00000116741",-1.23701955368628,7.77339442962634,495.410935896358,9.47255521153765e-110,2.03519849963945e-108,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RHBDF2","RHBDF2",1.50312152313414e-06,-0.295519223631358,0.037,0.053,0.0273913835160734,"Downregulated","ENSG00000129667",-1.67732018482826,4.15211116141935,308.25489400188,5.24068064263264e-69,6.45750911656217e-68,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RHNO1","RHNO1",9.59867345954947e-13,-0.978598617452811,0.027,0.048,1.7491662645337e-08,"Downregulated","ENSG00000171792",-1.3929389855912,5.65389391889994,414.111785315088,4.66774539703639e-92,8.02752222763152e-91,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RHOC","RHOC",1.09477812040811e-18,-0.400206811526904,0.163,0.217,1.99501416881969e-14,"Downregulated","ENSG00000155366",1.44286836571731,7.0995196146059,613.712526289338,1.74289392015886e-135,5.02114736639534e-134,"Significant","Up in WA (Down in Control)","Common_DEGs"
"RHOH","RHOH",2.16748466064397e-12,0.61041241292401,0.329,0.287,3.94980729709151e-08,"Upregulated","ENSG00000168421",3.33004765957301,0.330900078354142,75.3604612229122,3.92165047893345e-18,1.82944395201499e-17,"Significant","Up in WA (Down in Control)","Common_DEGs"
"RIN3","RIN3",8.20305482134212e-18,-0.906488529422158,0.016,0.039,1.49484268009317e-13,"Downregulated","ENSG00000100599",-2.15257360745027,-0.707146359239761,17.0157113658341,3.70717894417354e-05,0.000101519004046127,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RIT1","RIT1",6.37895711586087e-08,1.61262086641306,0.09,0.067,0.00116243735522333,"Upregulated","ENSG00000143622",2.09225764068328,7.50182477538139,1376.04875400405,3.36602831877293e-301,3.61599147807899e-299,"Significant","Up in WA (Down in Control)","Common_DEGs"
"RNASEH2C","RNASEH2C",2.21510376790752e-13,-0.324778137207978,0.091,0.128,4.03658359625788e-09,"Downregulated","ENSG00000172922",1.02829200140771,6.76398404803145,324.115583700003,1.83846598734371e-72,2.39802303582169e-71,"Significant","Up in WA (Down in Control)","Common_DEGs"
"RNF126","RNF126",2.77893282655157e-08,-0.353707307643517,0.047,0.069,0.000506404928982492,"Downregulated","ENSG00000070423",-1.29448054545239,6.49431889503668,472.22977140892,1.04847136539975e-104,2.11839820443583e-103,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RNFT1","RNFT1",8.8589501966675e-12,-0.607460739858948,0.033,0.056,1.61436649433872e-07,"Downregulated","ENSG00000189050",1.21672063575164,4.09551644522088,147.38569620503,6.46274229891684e-34,4.407612002334e-33,"Significant","Up in WA (Down in Control)","Common_DEGs"
"RORA","RORA",3.11799593647898e-15,0.630570165752499,0.243,0.191,5.68192399504565e-11,"Upregulated","ENSG00000069667",1.93651552076199,-0.124749586587192,19.8054560564036,8.57375904698994e-06,2.44601472568371e-05,"Significant","Up in WA (Down in Control)","Common_DEGs"
"RPA1","RPA1",1.01637582996104e-07,-0.46219471002374,0.047,0.067,0.00185214167493801,"Downregulated","ENSG00000132383",-1.0229437817488,7.47413177510162,358.217353351516,6.88260395513715e-80,1.00134174567134e-78,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RPL36A","RPL36A",1.43262650342238e-68,-0.3166054877451,0.493,0.67,2.61067527718659e-64,"Downregulated","ENSG00000241343",-1.30626480608264,2.61173184302854,80.9094583755806,2.36299959254265e-19,1.14052767867242e-18,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RPL39L","RPL39L",1.58251372627955e-30,-0.616321034089229,0.23,0.305,2.88381476339923e-26,"Downregulated","ENSG00000163923",-1.24501639927895,4.85075104675734,222.076041008599,3.18827336673535e-50,2.937814320318e-49,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RPS10","RPS10",3.40739191232269e-86,-0.4308057960126,0.591,0.779,6.20929028182563e-82,"Downregulated","ENSG00000124614",-1.5420667311279,1.21681307479457,41.552197780594,1.14765390991928e-10,4.17825455104144e-10,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RPS6KA5","RPS6KA5",8.84229952474502e-10,-0.375004574670708,0.058,0.083,1.61133224239428e-05,"Downregulated","ENSG00000100784",-1.65748800252,2.16624461755158,80.5767112086682,2.79635785435458e-19,1.3464975028173e-18,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RSAD1","RSAD1",3.00442012774134e-09,-1.20924991661867,0.008,0.019,5.47495479878305e-05,"Downregulated","ENSG00000136444",-1.71231494271885,5.78372367251901,663.64959500339,2.40237154239004e-146,7.67475951694007e-145,"Significant","Down in WA (Up in Control)","Common_DEGs"
"RTCA","RTCA",5.12539639281944e-09,-0.394022986345061,0.055,0.079,9.34000984663487e-05,"Downregulated","ENSG00000137996",1.05437193256824,6.35736960840477,306.68878521152,1.14964263285876e-68,1.41031150325242e-67,"Significant","Up in WA (Down in Control)","Common_DEGs"
"S100A11","S100A11",1.62948651462781e-09,0.538359045338254,0.411,0.381,2.96941327560626e-05,"Upregulated","ENSG00000163191",1.38381087137565,6.94812527571844,502.09181758163,3.33299676526102e-111,7.27891183331056e-110,"Significant","Up in WA (Down in Control)","Common_DEGs"
"S1PR5","S1PR5",3.12856563894574e-15,-1.19560554372738,0.006,0.02,5.70118516385082e-11,"Downregulated","ENSG00000180739",-2.08429133085975,2.58562869958164,164.274709122883,1.31749880454418e-37,9.68567976574416e-37,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SAMHD1","SAMHD1",1.22732923068974e-10,-0.317082758833448,0.092,0.124,2.23656205708592e-06,"Downregulated","ENSG00000101347",-1.83333445830807,5.27870956648922,581.241931890034,2.0134264080089e-128,5.33225922586315e-127,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SAT1","SAT1",2.29153582593208e-174,1.17518004357322,0.787,0.641,4.17586573559603e-170,"Upregulated","ENSG00000130066",5.70539926930383,9.37435644317638,6986.87742095718,0,0,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SC5D","SC5D",3.61132594025395e-07,0.467492015543949,0.169,0.139,0.00658091926092477,"Upregulated","ENSG00000109929",1.75349511840668,5.64705357518388,639.838489778705,3.62298091219897e-141,1.11088969497767e-139,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SCAPER","SCAPER",1.38496988989992e-07,-0.379295687414658,0.028,0.044,0.00252383063036463,"Downregulated","ENSG00000140386",-1.57282309307396,2.96832922554834,142.415323880595,7.88986046962872e-33,5.2603092890713e-32,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SCNN1A","SCNN1A",1.53351600038457e-12,-1.37723162052267,0.007,0.02,2.79452620750081e-08,"Downregulated","ENSG00000111319",-1.7620196428408,6.41902528016865,838.446886399024,2.36187972345982e-184,1.05041674173521e-182,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SDCBP","SDCBP",2.39853130706208e-28,0.771830288616021,0.41,0.344,4.37084360085922e-24,"Upregulated","ENSG00000137575",1.87974312267709,6.6780552972698,956.813658655215,4.38154806082491e-210,2.34932600681383e-208,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SEC24D","SEC24D",3.74436942121496e-07,-0.575702905548304,0.016,0.028,0.00682336439628002,"Downregulated","ENSG00000150961",2.4467385615982,5.12936809886937,889.496692792514,1.88420579178061e-195,9.11017979420518e-194,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SELL","SELL",2.09311099158279e-18,-0.616586708800522,0.088,0.132,3.81427615996131e-14,"Downregulated","ENSG00000188404",4.27996984319243,-2.88700465746051,6.5155230416103,0.0106936865522751,0.0222016796885581,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SELPLG","SELPLG",2.48828716811886e-17,-0.751448888525203,0.08,0.12,4.534405706463e-13,"Downregulated","ENSG00000110876",4.33243238306026,-0.381274178130474,54.9781511878585,1.21877161737331e-13,4.93804824361785e-13,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SEPT1","SEPT1",6.20712752781522e-21,-0.285601250472148,0.245,0.311,1.13112484939377e-16,"Downregulated","ENSG00000180096",2.28438799427914,1.22860251434396,85.3572738668418,2.49044168268216e-20,1.2384822379291e-19,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SEPT2","SEPT2",4.08247162805285e-18,-0.2974438079902,0.119,0.168,7.4394880478007e-14,"Downregulated","ENSG00000168385",-1.04259419164617,8.15582425435449,386.385481978511,5.06724023799824e-86,8.05609340391289e-85,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SERINC5","SERINC5",4.50560065846031e-07,1.12559671115042,0.062,0.043,0.00821055607991223,"Upregulated","ENSG00000164300",1.19629191917254,1.9742884964702,43.493810264243,4.25302530171962e-11,1.57776688874226e-10,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SERPINH1","SERPINH1",1.49858438139885e-07,0.51045076382684,0.022,0.037,0.00273087031822313,"Upregulated","ENSG00000149257",2.5109248771042,6.91653066616629,1702.13629761806,0,0,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SESN1","SESN1",2.28938505861004e-07,-0.384557305689677,0.02,0.033,0.00417194639230507,"Downregulated","ENSG00000080546",1.01361213962883,4.74862616857108,158.950125894622,1.91883558652611e-36,1.37648142274453e-35,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SETX","SETX",3.10599382803792e-11,-0.488778580882716,0.047,0.073,5.6600525528335e-07,"Downregulated","ENSG00000107290",1.17885827966278,6.37620223031004,382.931750716245,2.86206447047657e-85,4.48708761201284e-84,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SFXN5","SFXN5",8.65439780806453e-14,-1.03249634160604,0.011,0.027,1.5770909125636e-09,"Downregulated","ENSG00000144040",1.35309554657034,5.72166157709125,409.381298498008,4.99806778497582e-91,8.45735163903645e-90,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SGK1","SGK1",1.93627706173451e-13,1.22754693497328,0.15,0.113,3.52847768959881e-09,"Upregulated","ENSG00000118515",1.92988486234779,4.23130555632809,312.749874124171,5.49783260627993e-70,6.90260802407384e-69,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SH2D2A","SH2D2A",7.84880179066744e-07,0.484048064859595,0.167,0.138,0.0143028715031333,"Upregulated","ENSG00000027869",-1.88993009039814,0.366046762587568,34.365501873205,4.56747848511215e-09,1.55021916900975e-08,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SH2D3C","SH2D3C",4.53400181534498e-14,-1.47542871756506,0.009,0.024,8.26231150810315e-10,"Downregulated","ENSG00000095370",2.28142143082622,-1.04825275998158,13.4345405102672,0.000247033483052615,0.000631959125813535,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SH3BP1","SH3BP1",7.86482684667767e-09,-0.529393402483932,0.078,0.104,0.000143320739627007,"Downregulated","ENSG00000100092",-2.60286317816701,4.69625708411519,783.997610695412,1.62671856618528e-172,6.54743492556025e-171,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SH3BP2","SH3BP2",1.8256651182489e-06,-0.552948186584468,0.025,0.038,0.0332690954498498,"Downregulated","ENSG00000087266",-1.59402192104811,6.69924317303397,688.123383614697,1.14388895085505e-151,3.86477386507604e-150,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SH3BP5","SH3BP5",1.65832179318079e-10,-0.351492723544621,0.037,0.059,3.02195980371336e-06,"Downregulated","ENSG00000131370",1.55615493481621,2.419169395762,99.3596443649261,2.10569930873269e-23,1.13043780063568e-22,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SHMT1","SHMT1",1.26283651336199e-09,-0.684265651598888,0.013,0.027,2.30126697829955e-05,"Downregulated","ENSG00000176974",-2.99640396617911,5.85254632835079,1679.55161751737,0,0,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SIGIRR","SIGIRR",1.84967650949642e-11,-0.264301724052975,0.142,0.182,3.37066550325533e-07,"Downregulated","ENSG00000185187",-1.15436422859472,6.30826725324234,365.987772188863,1.39892097773178e-81,2.09522239124295e-80,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SLAMF7","SLAMF7",4.09925049604665e-20,-0.850551004062048,0.042,0.076,7.47006417894581e-16,"Downregulated","ENSG00000026751",4.0631519154801,-2.96503474420101,5.98390381620966,0.0144370122410719,0.0291578714724522,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SLC12A6","SLC12A6",8.09638368723269e-08,-0.810800338319935,0.019,0.032,0.00147540399932441,"Downregulated","ENSG00000140199",1.61257719027839,3.69497516116428,185.275435324776,3.41718360176343e-42,2.73491223783317e-41,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SLC16A7","SLC16A7",1.88091873476667e-06,-0.55658770005142,0.03,0.044,0.034275982103653,"Downregulated","ENSG00000118596",-1.46503188013676,-0.658562490961287,8.82861620488735,0.00296543166919337,0.00672857019153805,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SLC19A3","SLC19A3",7.06631573700756e-12,-2.14285909983103,0.005,0.015,1.28769471675489e-07,"Downregulated","ENSG00000135917",3.81734120775085,-3.04748516952902,5.21524328422976,0.0223897140939829,0.0434727796915499,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SLC25A11","SLC25A11",1.90622168070034e-10,-0.473827262791537,0.055,0.081,3.47370776874023e-06,"Downregulated","ENSG00000108528",-1.50431196006447,7.09988195617884,623.374729154011,1.37965036363001e-137,4.06291051582895e-136,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SLC25A24","SLC25A24",2.93625526214251e-07,-0.502174682955361,0.015,0.027,0.0053507379642023,"Downregulated","ENSG00000085491",-1.64158240068146,2.40983044756017,94.2629371435549,2.76275151625097e-22,1.44602480715905e-21,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SLC25A5","SLC25A5",1.86478499079699e-06,0.566222842412445,0.419,0.402,0.0339819768872935,"Upregulated","ENSG00000005022",-1.715938619319,7.90521445624804,982.269916973798,1.2828659707267e-215,7.1814601653029e-214,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SLC29A1","SLC29A1",2.33173964818028e-06,-0.774785988378761,0.006,0.014,0.0424912916087892,"Downregulated","ENSG00000112759",-3.66746643126189,5.51602757285798,1980.39361168944,0,0,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SLC2A5","SLC2A5",7.71171946927792e-12,-1.20970548971838,0.003,0.012,1.40530663888651e-07,"Downregulated","ENSG00000142583",-3.25428556955465,-2.49063673363929,6.69701096044076,0.00965746786240623,0.0202084833343039,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SLC44A2","SLC44A2",4.46898113841828e-08,-0.581065292793867,0.038,0.056,0.000814382432853963,"Downregulated","ENSG00000129353",-2.62703342627008,6.64934771714008,1621.40656851312,0,0,"Significant","Down in WA (Up in Control)","Common_DEGs"
"SLC46A3","SLC46A3",1.02872708936262e-07,-0.519753795317226,0.019,0.032,0.0018746493749455,"Downregulated","ENSG00000139508",2.3783133539526,3.88738155571125,482.261609697678,6.88057664815123e-107,1.42029440431966e-105,"Significant","Up in WA (Down in Control)","Common_DEGs"
"SLC51A","SLC51A",1.4544893257324e-07,-0.881581556941212,0.009,0.019,0.00265051589828215,"Downregulated","ENSG00000163959",1.15548526661545,2.56943403602488,63.8200624589587,1.36318240817456e-15,5.8941797181119e-15,"Significant","Up in WA (Down in Control)","Common_DEGs"
