"gene","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significance","ensembl_gene_id","logFC","logCPM","LR","PValue","FDR","Significance","Label","Source"
"UPB1","UPB1",1.69353070106666e-06,-1.24456109166643,0.005,0.012,0.0308612099655378,"Downregulated","ENSG00000100024",-2.9515832118936,-2.18026492595897,8.066792406599,0.00450838549306313,0.00996135088411523,"Significant","Down in WA (Up in Control)","Common_DEGs"
"VCAN","VCAN",2.74186973689438e-10,-0.97600002198311,0.011,0.025,4.99650922154263e-06,"Downregulated","ENSG00000038427",4.47733511344025,3.20702252829132,679.829032515469,7.27955751325101e-150,2.40099481266784e-148,"Significant","Up in WA (Down in Control)","Common_DEGs"
"VPS37A","VPS37A",1.46463356417491e-06,-0.439845847523225,0.025,0.039,0.0266900174399594,"Downregulated","ENSG00000155975",1.15573806508929,6.56277953137619,375.841382659216,1.0008535738449e-83,1.53519566035365e-82,"Significant","Up in WA (Down in Control)","Common_DEGs"
"VPS45","VPS45",1.8287788541818e-07,-0.562641165242075,0.015,0.027,0.00333258370597549,"Downregulated","ENSG00000136631",1.20388516414308,7.09955755387179,487.62513522784,4.68336682218087e-108,9.83378103082698e-107,"Significant","Up in WA (Down in Control)","Common_DEGs"
"WBP2","WBP2",5.87964677304946e-16,-0.302183841502211,0.112,0.157,1.0714480314528e-11,"Downregulated","ENSG00000132471",1.93168753694886,8.23275015237286,1140.84378012623,4.38397342719954e-250,3.13968650916504e-248,"Significant","Up in WA (Down in Control)","Common_DEGs"
"WDR6","WDR6",3.37296992088411e-07,-0.437460584407444,0.025,0.04,0.00614656308682712,"Downregulated","ENSG00000178252",-1.44920263618654,7.06319956155541,687.564516825121,1.51326911088004e-151,5.0958418657659e-150,"Significant","Down in WA (Up in Control)","Common_DEGs"
"WDR77","WDR77",2.38601487839465e-09,-0.566669165269478,0.024,0.041,4.34803491289857e-05,"Downregulated","ENSG00000116455",-1.26577988006106,4.55380038782744,190.707121433581,2.22834884683971e-43,1.83000524813547e-42,"Significant","Down in WA (Up in Control)","Common_DEGs"
"WDR92","WDR92",1.56049771245873e-10,-1.12952352746043,0.013,0.027,2.84369498141355e-06,"Downregulated","ENSG00000243667",-1.09140853678284,2.95775847470921,61.1927157358082,5.17526518131071e-15,2.1914249190369e-14,"Significant","Down in WA (Up in Control)","Common_DEGs"
"WDSUB1","WDSUB1",1.90709242552883e-10,-0.54228887551441,0.016,0.032,3.47529452704119e-06,"Downregulated","ENSG00000196151",-1.03764395827019,1.8699135641073,33.4311675630659,7.38312377952469e-09,2.48375480636805e-08,"Significant","Down in WA (Up in Control)","Common_DEGs"
"WIPI1","WIPI1",2.5662543490549e-10,-0.981090776468283,0.013,0.027,4.67648530028275e-06,"Downregulated","ENSG00000070540",1.27705920413414,3.11746224555008,93.6121814351341,3.83818132783457e-22,2.00135146352598e-21,"Significant","Up in WA (Down in Control)","Common_DEGs"
"XCL1","XCL1",5.721131599664e-25,-0.286230701678935,0.112,0.172,1.04256181140677e-20,"Downregulated","ENSG00000143184",-2.37256740747892,0.259062026615484,46.8145678040987,7.80312044158439e-12,2.98103432948032e-11,"Significant","Down in WA (Up in Control)","Common_DEGs"
"XRCC1","XRCC1",8.02836703463123e-11,-0.682069858163221,0.014,0.029,1.46300932472085e-06,"Downregulated","ENSG00000073050",-1.4712888156951,4.70149534214461,295.050797433888,3.94516706376849e-66,4.67792856387535e-65,"Significant","Down in WA (Up in Control)","Common_DEGs"
"YDJC","YDJC",1.5913687525828e-06,-0.68003178901113,0.03,0.045,0.0289995127783164,"Downregulated","ENSG00000161179",-1.18366190767564,6.04350688032558,301.42609055815,1.61093005822778e-67,1.94567953865682e-66,"Significant","Down in WA (Up in Control)","Common_DEGs"
"YPEL1","YPEL1",3.35760093219726e-07,-1.04951560393552,0.007,0.015,0.00611855617874307,"Downregulated","ENSG00000100027",-1.54314949983194,2.13248623605188,72.5930273608477,1.5934104794814e-17,7.28835986784079e-17,"Significant","Down in WA (Up in Control)","Common_DEGs"
"YPEL5","YPEL5",2.74948264200445e-88,0.715239788932528,0.614,0.502,5.0103822185247e-84,"Upregulated","ENSG00000119801",1.75218362430592,6.22798356792945,703.291284083448,5.75433554133248e-155,2.00638883463443e-153,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZBTB20","ZBTB20",1.81401633881356e-27,-0.543240650768975,0.115,0.176,3.30568197421995e-23,"Downregulated","ENSG00000181722",1.20323749912033,0.177290723809144,12.4761920258729,0.000412171552557203,0.00103064846299219,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZDHHC13","ZDHHC13",1.93097490044046e-07,-0.816501533937042,0.017,0.029,0.00351881556107264,"Downregulated","ENSG00000177054",-1.27714662333669,3.98531363081171,162.532885688776,3.1642414190062e-37,2.30841323415735e-36,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ZFAND2A","ZFAND2A",9.30114415352847e-07,0.699750344090016,0.19,0.239,0.0169494749909749,"Upregulated","ENSG00000178381",4.37052652068369,7.87004393502804,3678.92727165196,0,0,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZFP14","ZFP14",2.940774141775e-20,-1.29037145253637,0.019,0.045,5.35897271855659e-16,"Downregulated","ENSG00000142065",1.33055430359258,3.96628406211122,170.630997815781,5.38705897071064e-39,4.06917014452614e-38,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZFP36","ZFP36",1.37986504754066e-111,0.577762474126808,0.714,0.609,2.51452807613334e-107,"Upregulated","ENSG00000128016",2.6340649216365,5.83349866647153,1278.87805730653,4.39890828163615e-280,4.0545707783818e-278,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZFP36L2","ZFP36L2",4.4254313899432e-38,0.648202935742236,0.414,0.329,8.0644636218935e-34,"Upregulated","ENSG00000152518",-1.15933115246133,4.33132934338262,138.935147305887,4.5507036782748e-32,2.98446729407751e-31,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ZMAT5","ZMAT5",1.30467717236149e-06,-0.333111066520773,0.036,0.052,0.0237751321119434,"Downregulated","ENSG00000100319",1.21396516139641,4.4233761134614,155.741259835593,9.64291162131206e-36,6.81008311700485e-35,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF160","ZNF160",6.04839082139976e-07,-0.776421843726319,0.016,0.027,0.0110219825938368,"Downregulated","ENSG00000170949",1.14697192670653,5.32643305616697,240.537047083233,3.00334915878741e-54,2.94627586769919e-53,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF181","ZNF181",1.35890936875707e-06,-0.990575780394327,0.006,0.014,0.02476340542686,"Downregulated","ENSG00000197841",1.3419888873611,4.6348148609256,217.470160445828,3.22270324870268e-49,2.92015008656578e-48,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF200","ZNF200",1.4529861124781e-07,-0.660994266190568,0.013,0.025,0.00264777659276885,"Downregulated","ENSG00000010539",1.64308805133443,4.60469931793117,364.096391363281,3.61094047810778e-81,5.37396014861416e-80,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF22","ZNF22",2.38800058993363e-19,-0.574678335323635,0.06,0.099,4.35165347503605e-15,"Downregulated","ENSG00000165512",-1.63901853856626,2.46306887507049,112.820445599481,2.36227269205712e-26,1.36756314159337e-25,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ZNF224","ZNF224",1.79572713156684e-11,-0.684748430638842,0.035,0.058,3.27235355185426e-07,"Downregulated","ENSG00000267680",1.36639418989851,1.51035247633668,44.4532899182669,2.60498846042393e-11,9.73726941179536e-11,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF226","ZNF226",2.43015861976222e-06,-0.301651883112423,0.029,0.043,0.0442847805279269,"Downregulated","ENSG00000167380",1.5634505551638,5.14028712550347,427.642655895545,5.29623231009817e-95,9.46034845133402e-94,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF230","ZNF230",1.38008230158199e-07,-1.06270935519734,0.009,0.019,0.00251492397817287,"Downregulated","ENSG00000159882",1.83285988217769,3.74392063788471,253.253958263813,5.07067053450863e-57,5.22462301037905e-56,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF277","ZNF277",5.3435153085655e-56,-1.48428439603558,0.041,0.105,9.73748794679891e-52,"Downregulated","ENSG00000198839",1.41596304376758,4.07737522304867,198.194098159675,5.1752201837817e-45,4.36886531784714e-44,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF281","ZNF281",1.36214029057203e-12,-0.413885214396816,0.058,0.088,2.48222825150942e-08,"Downregulated","ENSG00000162702",1.77807936132005,5.29471099352822,439.319697262757,1.52232216004375e-97,2.79954953470614e-96,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF292","ZNF292",7.802917556816e-12,-0.465472417622207,0.059,0.088,1.42192566637858e-07,"Downregulated","ENSG00000188994",1.58132069186925,6.72991195048833,569.292792295019,8.00117064742485e-126,2.05650981703694e-124,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF347","ZNF347",4.50236045482002e-08,-1.31498879347959,0.008,0.018,0.000820465145681852,"Downregulated","ENSG00000197937",1.39728783967745,4.30744754875697,223.406231899951,1.63464282198202e-50,1.51446455681292e-49,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF37A","ZNF37A",1.25928398965554e-08,-0.668146801111217,0.019,0.034,0.000229479321434929,"Downregulated","ENSG00000075407",1.13407791894947,6.6241158078583,361.176845700787,1.56073920718796e-80,2.30143027898006e-79,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF420","ZNF420",2.14686011329597e-08,-0.598611857383199,0.012,0.024,0.000391222318445924,"Downregulated","ENSG00000197050",1.30219225343308,4.12297961719237,178.347963733266,1.11207956227421e-40,8.65742162935034e-40,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF426","ZNF426",4.70379798242295e-07,-0.397648136533309,0.018,0.03,0.00857173106336935,"Downregulated","ENSG00000130818",2.75410649868858,3.89832942937359,566.154994074169,3.85224357479914e-125,9.79400826862892e-124,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF431","ZNF431",2.32528970689399e-20,-0.934777613740173,0.032,0.063,4.23737543287293e-16,"Downregulated","ENSG00000196705",1.25933359397299,4.55267521905681,176.313987968055,3.09222756607705e-40,2.38716525337664e-39,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF44","ZNF44",1.65746830611295e-07,-0.459917849521802,0.027,0.042,0.00302040449422962,"Downregulated","ENSG00000197857",1.21406346170767,4.51520074910924,191.169049454674,1.76667561280978e-43,1.45438495065336e-42,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF492","ZNF492",6.35756475289731e-12,-2.15377452159161,0.004,0.015,1.15853902492048e-07,"Downregulated","ENSG00000229676",-1.3370061348556,3.56459078574134,109.968068060871,9.95820150895537e-26,5.68302973880882e-25,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ZNF511","ZNF511",8.81474102799501e-08,-0.695079922894867,0.019,0.033,0.00160631025753153,"Downregulated","ENSG00000198546",-2.25534839015013,4.12519500405577,483.515394173901,3.67119540897194e-107,7.61417408105539e-106,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ZNF556","ZNF556",7.38197828042203e-07,-0.969836732129772,0.014,0.025,0.0134521790204131,"Downregulated","ENSG00000172000",7.8183186079988,-0.521200948894313,73.8208749066019,8.55372221542303e-18,3.94267277640642e-17,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF559","ZNF559",1.47502919149906e-10,-0.727340692870121,0.029,0.049,2.68794569566874e-06,"Downregulated","ENSG00000188321",1.22726605795144,4.13595000268424,168.845891278889,1.32202679183704e-38,9.91243927062083e-38,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF562","ZNF562",1.06818260988063e-13,-0.424888964738779,0.026,0.048,1.94654916998546e-09,"Downregulated","ENSG00000171466",1.49223698959559,6.26240640386395,591.519633057433,1.17049097271683e-130,3.17709155574892e-129,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF583","ZNF583",9.93245995764522e-10,-0.958739891699259,0.013,0.027,1.80999217808169e-05,"Downregulated","ENSG00000198440",1.44153965397119,3.33147331472785,145.382548346414,1.77144274583538e-33,1.19966585422179e-32,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF654","ZNF654",1.0848107182173e-06,-0.517392956917994,0.015,0.027,0.0197685057180739,"Downregulated","ENSG00000175105",1.98467614876451,5.32646233631364,690.203559127067,4.03669504132662e-152,1.37144241665739e-150,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF667","ZNF667",2.55361502880765e-06,-0.990581122865575,0.006,0.013,0.0465345266699618,"Downregulated","ENSG00000198046",-1.57494914116528,4.00072837285246,249.544568425969,3.26383521803027e-56,3.33031266444433e-55,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ZNF677","ZNF677",7.23634227261049e-18,-1.16471511326515,0.027,0.054,1.31867865233781e-13,"Downregulated","ENSG00000197928",2.23040623321555,3.97471242081954,426.634515979684,8.77792711399795e-95,1.56520034085893e-93,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF701","ZNF701",1.64210997628106e-09,-0.526329492863749,0.015,0.03,2.99241700977697e-05,"Downregulated","ENSG00000167562",1.80579825857183,4.03467094139141,310.077521063402,2.10057047442825e-69,2.60513433350941e-68,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF71","ZNF71",6.74260331405874e-07,-1.03227237847144,0.007,0.015,0.0122870460192092,"Downregulated","ENSG00000197951",1.31301816325459,4.36635623475063,178.539040539804,1.0102156060325e-40,7.87446804405862e-40,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF791","ZNF791",1.86009862712583e-18,-0.352993673638375,0.095,0.141,3.3896577282114e-14,"Downregulated","ENSG00000173875",1.81905175509518,6.11009531302043,793.386305757321,1.47912449147728e-174,6.041045396316e-173,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF821","ZNF821",2.57776929631771e-18,-0.656510488148717,0.011,0.031,4.69746898867977e-14,"Downregulated","ENSG00000102984",-2.04357033037673,5.11680894832493,643.753700677247,5.0999769049864e-142,1.57485015581205e-140,"Significant","Down in WA (Up in Control)","Common_DEGs"
"ZNF843","ZNF843",8.2212431381805e-18,-1.82959875331119,0.009,0.027,1.49815713707063e-13,"Downregulated","ENSG00000176723",1.32998860634174,1.27604327559114,29.1560077937786,6.67783531024717e-08,2.14773431878907e-07,"Significant","Up in WA (Down in Control)","Common_DEGs"
"ZNF91","ZNF91",1.047736683852e-10,-0.551776354492844,0.024,0.042,1.9092905589835e-06,"Downregulated","ENSG00000167232",1.40854683534053,6.10134583134108,502.300154231399,3.00265499687465e-111,6.57159263268642e-110,"Significant","Up in WA (Down in Control)","Common_DEGs"
