BioMarkers,Irinotecan.estimate,Irinotecan.se,Irinotecan.n,Irinotecan.tstat,Irinotecan.fstat,Irinotecan.pvalue,Irinotecan.df,Irinotecan.fdr
ENSG00000148248,-0.058231896,0.055793576,309,-1.043702521,1.089314953,0.297504422,286,0.596617781
ENSG00000144746,-0.17504658,0.05315084,309,-3.293392507,10.8464342,0.001114315,286,0.025245241
ENSG00000184385,-0.079029088,0.052142965,309,-1.515623215,2.297113729,0.130719081,286,0.393868154
ENSG00000203859,0.017307598,0.051597508,309,0.33543477,0.112516485,0.73754306,286,0.895604759
ENSG00000267147,0.060568272,0.05326463,309,1.137119931,1.293041738,0.256439954,286,0.556031797
ENSG00000278309,-0.100694547,0.052443895,309,-1.920043244,3.686566061,0.055846927,286,0.247735683
ENSG00000261298,0.003751594,0.053555611,309,0.070050437,0.004907064,0.94420247,286,0.979693225
ENSG00000180879,-0.175607823,0.049403508,309,-3.554561809,12.63490966,0.00044282,286,0.014704843
ENSG00000227372,0.071072166,0.058990828,309,1.204800273,1.451543699,0.229276418,286,0.526744983
ENSG00000273183,0.015612505,0.056616999,309,0.275756497,0.076041645,0.782934238,286,0.914937961
ENSG00000281937,-0.055772578,0.052886684,309,-1.054567505,1.112112623,0.292513235,286,0.592730917
ENSG00000088826,0.021862178,0.055440822,309,0.394333582,0.155498974,0.69362865,286,0.8716172
ENSG00000273314,-0.040058191,0.052660751,309,-0.760684007,0.578640159,0.447472507,286,0.720620031
ENSG00000181798,0.095101299,0.053641694,309,1.772898863,3.14317038,0.077309798,286,0.295994532
ENSG00000055957,-0.005339779,0.052601555,309,-0.10151371,0.010305033,0.919213806,286,0.970724005
ENSG00000175606,0.163566632,0.054322457,309,3.011031556,9.06631103,0.002836094,286,0.044893239
ENSG00000225751,0.022495418,0.052202364,309,0.430927192,0.185698245,0.666845909,286,0.857944588
ENSG00000096070,-0.126319125,0.052098875,309,-2.42460369,5.878703054,0.015944782,286,0.12556668
ENSG00000256262,-0.185805804,0.070362162,309,-2.640706292,6.973329723,0.008727957,286,0.086220333
ENSG00000183087,-0.077925732,0.0585198,309,-1.331613105,1.773193462,0.184047675,286,0.470432811
ENSG00000196954,-0.01356575,0.05503553,309,-0.246490763,0.060757696,0.805479176,286,0.924658449
ENSG00000064835,0.079882978,0.051842032,309,1.540892112,2.374348501,0.124448717,286,0.383662278
ENSG00000100599,-0.020370619,0.060014056,309,-0.339430803,0.11521327,0.73453433,286,0.893849486
ENSG00000138483,-0.023594756,0.055072366,309,-0.428431861,0.18355386,0.668659213,286,0.858961123
ENSG00000092621,0.040100422,0.054985869,309,0.729285958,0.531858008,0.466423577,286,0.734481418
ENSG00000171100,0.036854781,0.059771693,309,0.616592562,0.380186387,0.537993991,286,0.78358481
ENSG00000230268,0.052783169,0.053626071,309,0.984281867,0.968810794,0.325808873,286,0.622234363
ENSG00000244005,0.030278837,0.051283275,309,0.59042323,0.348599591,0.555373176,286,0.795047972
ENSG00000143001,-0.152350942,0.052862966,309,-2.881997609,8.305910221,0.004251103,286,0.056673828
ENSG00000175198,0.018954041,0.0545896,309,0.347209743,0.120554606,0.728689111,286,0.890622153
ENSG00000205356,-0.068651732,0.057094602,309,-1.202420703,1.445815547,0.230195131,286,0.52836168
ENSG00000130695,0.060289168,0.060536217,309,0.995918993,0.99185464,0.320131363,286,0.61625749
ENSG00000259343,-0.074439232,0.05316709,309,-1.400099802,1.960279455,0.162567287,286,0.441489738
ENSG00000274286,0.059865042,0.053344022,309,1.12224463,1.25943301,0.262699713,286,0.563442486
ENSG00000028116,-0.097932034,0.063902286,309,-1.532527867,2.348641662,0.126497615,286,0.387247859
ENSG00000254004,-0.006215339,0.053005481,309,-0.117258425,0.013749538,0.906737572,286,0.965050026
ENSG00000232069,-0.050160216,0.058715453,309,-0.854293274,0.729816998,0.393657513,286,0.68376017
ENSG00000189350,0.036268178,0.052367299,309,0.692573012,0.479657377,0.489139503,286,0.751229437
ENSG00000164815,0.096978921,0.053616215,309,1.808761054,3.271616549,0.071538207,286,0.283472632
ENSG00000086200,0.15951862,0.051600545,309,3.09141346,9.556837179,0.002188565,286,0.038129906
ENSG00000164616,0.082537847,0.055346875,309,1.491282882,2.223924634,0.136989364,286,0.403868525
ENSG00000111615,0.172324982,0.051852875,309,3.323344769,11.04462045,0.001005273,286,0.023935292
ENSG00000136928,0.027258207,0.054396794,309,0.501099508,0.251100717,0.616686543,286,0.831186444
ENSG00000172216,-0.105641526,0.052450795,309,-2.014107227,4.056627922,0.044934405,286,0.220964273
ENSG00000048649,1.10E-05,0.05431061,309,0.000201645,4.07E-08,0.999839251,286,0.999927216
ENSG00000116497,0.027035134,0.060494577,309,0.446901775,0.199721196,0.655284213,286,0.852351157
ENSG00000229191,0.091941847,0.056326144,309,1.632312123,2.664442866,0.103714242,286,0.345986958
ENSG00000262117,-0.033287989,0.051307219,309,-0.648797378,0.420938038,0.516989971,286,0.769638672
ENSG00000176136,-0.042506541,0.052401612,309,-0.811168586,0.657994476,0.417943395,286,0.700736712
ENSG00000005981,0.084664693,0.05298821,309,1.597802493,2.552972808,0.11119115,286,0.360799157
ENSG00000197852,-0.086736818,0.052533784,309,-1.6510674,2.72602356,0.099822403,286,0.33983354
ENSG00000104983,0.079840024,0.06126755,309,1.303137211,1.698166591,0.193576068,286,0.483008297
ENSG00000168967,-0.029629452,0.051289771,309,-0.577687345,0.333722669,0.563929743,286,0.800643126
ENSG00000172817,-0.051459462,0.056644769,309,-0.908459212,0.825298139,0.364400525,286,0.656792276
ENSG00000225830,-0.074553356,0.053423158,309,-1.395525057,1.947490186,0.163940103,286,0.442954612
ENSG00000198917,0.176077817,0.054787193,309,3.213849966,10.3288316,0.001459529,286,0.02934298
ENSG00000175121,-0.167653458,0.051895421,309,-3.230602158,10.4367903,0.001379488,286,0.028418597
ENSG00000232377,0.03583076,0.054105549,309,0.662238177,0.438559403,0.508351861,286,0.764896127
ENSG00000144583,0.019952511,0.057539863,309,0.346759784,0.120242348,0.729026789,286,0.890775715
ENSG00000099999,0.010720369,0.055884777,309,0.191829854,0.036798693,0.84801161,286,0.942266494
ENSG00000115661,-0.0442203,0.052178096,309,-0.847487793,0.718235559,0.397431939,286,0.685949879
ENSG00000186188,0.004640703,0.055562751,309,0.083521842,0.006975898,0.93349504,286,0.97497938
ENSG00000161973,-0.023861235,0.052948907,309,-0.450646409,0.203082186,0.652585858,286,0.850586445
ENSG00000131711,-0.050405812,0.066887121,309,-0.753595171,0.567905682,0.451712282,286,0.722835513
ENSG00000152359,0.087751463,0.055356748,309,1.585199023,2.512855942,0.114026162,286,0.365087922
ENSG00000133226,0.098150412,0.058592765,309,1.675128504,2.806055505,0.095001996,286,0.332341015
ENSG00000128218,-0.000175163,0.062928801,309,-0.002783509,7.75E-06,0.997781024,286,0.999198955
ENSG00000172350,-0.08853797,0.052597045,309,-1.68332596,2.833586287,0.093403184,286,0.329221151
ENSG00000183562,0.007393086,0.053207754,309,0.138947537,0.019306418,0.889589394,286,0.957165771
ENSG00000092108,-0.036353411,0.05662488,309,-0.642004205,0.412169399,0.521384693,286,0.772093105
ENSG00000181019,-0.16809279,0.073201871,309,-2.296290899,5.272951895,0.022382287,286,0.15136201
ENSG00000242049,0.003682773,0.051276699,309,0.071821563,0.005158337,0.942794111,286,0.979087568
ENSG00000050344,-0.005774955,0.055033043,309,-0.104936138,0.011011593,0.916500038,286,0.969611553
ENSG00000213965,-0.057913577,0.052302278,309,-1.107285953,1.226082181,0.269100723,286,0.569846962
ENSG00000184293,0.031763331,0.064953607,309,0.489015667,0.239136323,0.625205401,286,0.835912059
ENSG00000145990,-0.00266781,0.056729434,309,-0.047026905,0.00221153,0.962524605,286,0.986643884
ENSG00000172073,0.061996021,0.051773167,309,1.197454695,1.433897747,0.232120892,286,0.530471209
ENSG00000072818,0.218260093,0.080445935,309,2.713127671,7.361061761,0.007069368,286,0.075901889
ENSG00000262772,0.012478389,0.053520969,309,0.233149534,0.054358705,0.815812068,286,0.929544831
ENSG00000121898,-0.098659692,0.053471022,309,-1.845105767,3.404415292,0.066055882,286,0.271654342
ENSG00000044574,-0.039943174,0.054829273,309,-0.728500881,0.530713534,0.4669031,286,0.734889772
ENSG00000101951,-0.054702134,0.051663902,309,-1.058807641,1.121073621,0.290580813,286,0.590755311
ENSG00000172318,-0.077112188,0.052757247,309,-1.461641611,2.136396199,0.144937293,286,0.416447748
ENSG00000188487,-0.013752559,0.053419629,309,-0.257443931,0.066277378,0.797021222,286,0.921039201
ENSG00000102891,-0.037188666,0.055446307,309,-0.67071493,0.449858517,0.502943418,286,0.761619659
ENSG00000237579,-0.014162108,0.053005966,309,-0.267179509,0.07138489,0.78952351,286,0.917445378
ENSG00000104450,0.01029584,0.057173106,309,0.18008187,0.03242948,0.857215824,286,0.946000743
ENSG00000260830,-0.010642074,0.052344724,309,-0.20330748,0.041333931,0.839039282,286,0.939253304
ENSG00000148541,0.023625141,0.056794556,309,0.415975453,0.173035577,0.677739926,286,0.864013769
ENSG00000130734,0.075068646,0.054185136,309,1.385410316,1.919361745,0.16700654,286,0.446540121
ENSG00000148842,0.031294975,0.052802035,309,0.592685028,0.351275542,0.553860286,286,0.793792458
ENSG00000125454,0.302640098,0.057544929,309,5.259196678,27.6591497,2.84E-07,286,0.000157903
ENSG00000187268,-0.079197433,0.051449279,309,-1.539330272,2.369537685,0.124829315,286,0.38436981
ENSG00000159212,0.003837007,0.05080894,309,0.075518344,0.00570302,0.939855099,286,0.977796982
ENSG00000108309,-0.000845728,0.057103834,309,-0.014810363,0.000219347,0.988193799,286,0.995752447
ENSG00000259779,-0.039577098,0.054689588,309,-0.723667872,0.523695189,0.469861137,286,0.737214443
ENSG00000134882,-0.014023549,0.055722988,309,-0.251665422,0.063335485,0.801480427,286,0.922771623
ENSG00000119703,-0.071879543,0.054785029,309,-1.312028933,1.721419921,0.190562467,286,0.479102063
ENSG00000060749,0.133256438,0.052255157,309,2.550110774,6.503064959,0.011290427,286,0.101883509
ENSG00000124549,0.013995236,0.051158759,309,0.273564804,0.074837702,0.784616538,286,0.915527527
ENSG00000187889,-0.07035447,0.053360774,309,-1.318467951,1.738357737,0.188401917,286,0.476032806
ENSG00000007306,-0.080154575,0.051290972,309,-1.562742367,2.442163705,0.11921901,286,0.373473319
ENSG00000228224,0.184814879,0.056522131,309,3.269779046,10.69145501,0.001207925,286,0.026730797
ENSG00000150630,0.021129956,0.065838311,309,0.320937091,0.103000617,0.748492453,286,0.901680267
ENSG00000249662,-0.044856364,0.052557196,309,-0.853477111,0.72842318,0.394109015,286,0.68415158
ENSG00000140284,0.028411873,0.066237959,309,0.428936426,0.183986458,0.668292399,286,0.858859316
ENSG00000167112,0.052748366,0.052341709,309,1.00776927,1.015598901,0.314417091,286,0.611125855
ENSG00000139737,0.168276829,0.062652229,309,2.685887335,7.213990774,0.007656572,286,0.079727088
ENSG00000137338,0.212368284,0.052731877,309,4.027322659,16.2193278,7.23E-05,286,0.00511329
ENSG00000172940,-0.06452224,0.052055878,309,-1.239480397,1.536311654,0.216183759,286,0.510840641
ENSG00000114487,-0.098031877,0.051994653,309,-1.885422283,3.554817184,0.060386347,286,0.259156478
ENSG00000106034,0.022914679,0.05312335,309,0.43134853,0.186061555,0.666539924,286,0.85777543
ENSG00000100601,0.084563667,0.054694927,309,1.546097065,2.390416134,0.123186909,286,0.381310044
ENSG00000184845,-0.071972463,0.052100249,309,-1.381422633,1.908328491,0.168227305,286,0.44806911
ENSG00000186007,-0.048480606,0.054705789,309,-0.886206144,0.78536133,0.376250994,286,0.667320629
ENSG00000143543,-0.050256596,0.059315401,309,-0.847277352,0.717878912,0.397549001,286,0.685949879
ENSG00000144339,0.115669151,0.05610044,309,2.06182252,4.251112104,0.040127969,286,0.20772336
ENSG00000135898,-0.085380357,0.052480356,309,-1.626901268,2.646807735,0.104859283,286,0.347920453
ENSG00000054356,-0.050717281,0.054407805,309,-0.932169231,0.868939475,0.352035314,286,0.647359962
ENSG00000279863,0.009584405,0.051505387,309,0.186085484,0.034627807,0.852509641,286,0.943870134
ENSG00000100162,0.193628035,0.052835049,309,3.664764964,13.43050224,0.000295003,286,0.011461431
ENSG00000164609,-0.063415728,0.053955545,309,-1.175332912,1.381407454,0.240839085,286,0.53921716
ENSG00000158874,0.013015372,0.060461098,309,0.215268539,0.046340544,0.829711386,286,0.93604322
ENSG00000141429,-0.065819486,0.052568024,309,-1.252082173,1.567709768,0.211562892,286,0.50528809
ENSG00000270084,0.024182454,0.054158177,309,0.446515299,0.199375912,0.655562963,286,0.852351157
ENSG00000229950,-0.090784837,0.055226361,309,-1.643867823,2.70230142,0.101302284,286,0.342590261
ENSG00000007541,-0.019031901,0.050956855,309,-0.373490493,0.139495149,0.709060115,286,0.879691434
ENSG00000133106,-0.090530197,0.055328325,309,-1.636236009,2.677268276,0.102890138,286,0.344931664
ENSG00000184408,-0.060417159,0.052397129,309,-1.153062399,1.329552896,0.249847546,286,0.548990153
ENSG00000138395,-0.121975966,0.053662497,309,-2.273020663,5.166622935,0.023766682,286,0.156017215
ENSG00000196437,0.082764342,0.05593512,309,1.479648962,2.189361052,0.140067589,286,0.408978624
ENSG00000223799,0.072433237,0.059788484,309,1.211491438,1.467711503,0.226707138,286,0.52370203
ENSG00000132122,0.020385417,0.063689333,309,0.320075849,0.102448549,0.749144541,286,0.901736026
ENSG00000115524,0.024507921,0.05587149,309,0.438648055,0.192412116,0.661247741,286,0.855131371
ENSG00000139410,-0.060379956,0.058299496,309,-1.035685714,1.072644897,0.301223686,286,0.599322681
ENSG00000140564,-0.097956617,0.05340252,309,-1.834307036,3.364682303,0.067647208,286,0.275039124
ENSG00000188800,0.001062301,0.05269357,309,0.020159979,0.000406425,0.983929811,286,0.994443181
ENSG00000198945,0.093931009,0.055742013,309,1.685102568,2.839570663,0.093059556,286,0.328704278
ENSG00000181722,-0.05140459,0.056408178,309,-0.911296766,0.830461796,0.362906474,286,0.655997918
ENSG00000130517,-0.105109718,0.058556864,309,-1.795002519,3.222034042,0.073709068,286,0.288666219
ENSG00000125037,-0.145713546,0.054846641,309,-2.656745114,7.058294599,0.008333107,286,0.083682407
ENSG00000160145,-0.06740449,0.055606501,309,-1.212169239,1.469354265,0.226448031,286,0.523239716
ENSG00000101441,-0.119308974,0.051902263,309,-2.29872392,5.284131658,0.022241694,286,0.150920773
ENSG00000268926,-0.004788123,0.055178071,309,-0.086775829,0.007530045,0.930910422,286,0.974640872
ENSG00000164338,0.074772999,0.052722585,309,1.418234685,2.011389623,0.157210949,286,0.433145832
ENSG00000095303,-0.09492823,0.061566286,309,-1.541886569,2.377414193,0.124206856,286,0.383223125
ENSG00000187244,-0.143005352,0.060230334,309,-2.3743078,5.63733753,0.018241953,286,0.135589035
ENSG00000254027,-0.040995675,0.05330169,309,-0.769125241,0.591553636,0.442453665,286,0.717732678
ENSG00000232040,-0.006191987,0.053793181,309,-0.115107285,0.013249687,0.908440858,286,0.965839426
ENSG00000114861,-0.020256731,0.060612978,309,-0.334197913,0.111688245,0.738475148,286,0.895924044
ENSG00000115165,-0.117434924,0.086552638,309,-1.35680351,1.840915764,0.175913583,286,0.458494276
ENSG00000224832,-0.053430793,0.052878914,309,-1.010436649,1.020982222,0.313140218,286,0.609989071
ENSG00000169093,0.029390605,0.054298339,309,0.541279996,0.292984034,0.588735977,286,0.814709689
ENSG00000279004,-0.046472024,0.051197932,309,-0.907693376,0.823907265,0.364804419,286,0.656792276
ENSG00000102119,-0.005099502,0.055155368,309,-0.092457044,0.008548305,0.926399648,286,0.973425841
ENSG00000164219,0.137766016,0.054857996,309,2.511320599,6.306731152,0.012579371,286,0.108839762
ENSG00000251138,-0.117036288,0.051869167,309,-2.25637492,5.091227779,0.024802243,286,0.159640021
ENSG00000134440,0.017798974,0.05522755,309,0.322284328,0.103867188,0.74747276,286,0.900998949
ENSG00000145817,-0.2303912,0.058326479,309,-3.950027571,15.60271781,9.85E-05,286,0.006030647
ENSG00000157483,-0.021924009,0.058041957,309,-0.377726908,0.142677617,0.705913645,286,0.877862923
ENSG00000241956,-0.046120371,0.051545068,309,-0.894758167,0.800592177,0.37166876,286,0.662420582
ENSG00000121542,-0.024152614,0.053505551,309,-0.451403892,0.203765473,0.652040575,286,0.850480043
ENSG00000146666,-0.118290297,0.055569909,309,-2.128675355,4.531258769,0.034135679,286,0.190399118
ENSG00000260578,0.02352889,0.056599709,309,0.415706912,0.172812237,0.677936217,286,0.864153976
ENSG00000005421,-0.029688638,0.054149831,309,-0.548268335,0.300598167,0.583935357,286,0.812502369
ENSG00000197217,-0.066607608,0.055875089,309,-1.192080583,1.421056117,0.234217832,286,0.532586349
ENSG00000167880,0.005380318,0.062197633,309,0.086503578,0.007482869,0.931126642,286,0.974640872
ENSG00000011347,-0.09224941,0.059680638,309,-1.545717555,2.389242761,0.123278571,286,0.381534792
ENSG00000159842,0.090188766,0.053425382,309,1.688125796,2.849768704,0.092477154,286,0.327108733
ENSG00000094755,0.014997377,0.053147097,309,0.282186193,0.079629048,0.778004839,286,0.913407254
ENSG00000112697,-0.115713341,0.054283376,309,-2.131653373,4.543946105,0.033887664,286,0.189722535
ENSG00000025293,0.089451914,0.050295736,309,1.778518835,3.163129247,0.076380905,286,0.294023254
ENSG00000091073,0.034219939,0.055660367,309,0.614799012,0.377977825,0.539176282,286,0.784284895
ENSG00000168675,0.125921482,0.063771899,309,1.974560656,3.898889783,0.049279799,286,0.233060627
ENSG00000250456,-0.056469954,0.050225024,309,-1.124339012,1.264138214,0.261812005,286,0.562381848
ENSG00000127955,-0.089745027,0.063301864,309,-1.41773119,2.009961726,0.157357824,286,0.433296627
ENSG00000143252,-0.0223259,0.052919581,309,-0.421883537,0.177985719,0.673426967,286,0.861557401
ENSG00000166391,0.039009419,0.053977854,309,0.722693023,0.522285206,0.470459052,286,0.737703371
ENSG00000243069,-0.080881285,0.055236826,309,-1.464263814,2.144068517,0.144220171,286,0.415488038
ENSG00000142669,-0.126290475,0.057974164,309,-2.178392342,4.745393194,0.030193428,286,0.178398705
ENSG00000157087,-0.040917299,0.053466626,309,-0.765286714,0.585663754,0.444731886,286,0.718832271
ENSG00000225921,0.11604979,0.051579162,309,2.249935569,5.062210064,0.025213261,286,0.161300429
ENSG00000007312,0.036499668,0.059151424,309,0.617054765,0.380756583,0.537689523,286,0.78332588
ENSG00000183813,-0.06345527,0.053489494,309,-1.186312778,1.407338006,0.236483362,286,0.535175702
ENSG00000143569,0.062063337,0.0530073,309,1.170845084,1.37087821,0.242635665,286,0.54078474
ENSG00000102753,0.143528715,0.050659258,309,2.833217874,8.027123522,0.004935987,286,0.062032303
ENSG00000141738,-0.13472817,0.063304031,309,-2.128271594,4.529539979,0.034169425,286,0.190400199
ENSG00000232712,0.005487165,0.052798559,309,0.103926413,0.010800699,0.917300586,286,0.969988955
ENSG00000074370,0.011594717,0.078212025,309,0.148247243,0.021977245,0.882252116,286,0.955141791
ENSG00000259495,-0.067341813,0.054668448,309,-1.231822304,1.51738619,0.2190273,286,0.514519646
ENSG00000214026,0.174982138,0.05188027,309,3.372807009,11.37582712,0.000846687,286,0.021625078
ENSG00000197261,-0.003546842,0.05865976,309,-0.060464646,0.003655973,0.951827803,286,0.982206804
ENSG00000157168,-0.024211185,0.05986673,309,-0.40441804,0.163553951,0.686207609,286,0.868121124
ENSG00000261616,-0.099911201,0.053284141,309,-1.875064477,3.515866793,0.061802752,286,0.262468356
ENSG00000108602,-0.059430718,0.056432816,309,-1.053123378,1.109068849,0.293173365,286,0.593159894
ENSG00000158125,-0.077007716,0.059920079,309,-1.285173806,1.651671712,0.199771325,286,0.490884896
ENSG00000276278,-0.084279733,0.05606021,309,-1.50337884,2.260147938,0.133844784,286,0.398944321
ENSG00000064012,-0.092846697,0.057452311,309,-1.616065486,2.611667654,0.107182661,286,0.352707578
ENSG00000261643,0.14420017,0.052386049,309,2.752644479,7.57705163,0.006289656,286,0.070954407
ENSG00000136205,-0.249062074,0.054668457,309,-4.555864314,20.75589964,7.73E-06,286,0.001138727
ENSG00000121314,-0.020036784,0.053926006,309,-0.371560685,0.138057342,0.710495082,286,0.880653267
ENSG00000139218,-0.00421862,0.058978956,309,-0.071527554,0.005116191,0.943027888,286,0.979087568
ENSG00000100883,-0.031662856,0.055697562,309,-0.568478307,0.323167585,0.570156315,286,0.804432537
ENSG00000133935,-0.102218193,0.055240913,309,-1.850407389,3.424007506,0.065286045,286,0.269989213
ENSG00000136425,0.082234425,0.054255639,309,1.515684402,2.297299208,0.130703605,286,0.393868154
ENSG00000261432,0.0129494,0.052587924,309,0.246242846,0.060635539,0.805670886,286,0.924658449
ENSG00000088899,-0.0560549,0.05666519,309,-0.989229904,0.978575802,0.323386835,286,0.619250071
ENSG00000184441,-0.122576563,0.053028579,309,-2.311518929,5.34311976,0.021514963,286,0.148351233
ENSG00000115526,0.181980634,0.061175217,309,2.974744389,8.84910418,0.003182484,286,0.047858703
ENSG00000170836,0.117116138,0.055202399,309,2.121576947,4.501088743,0.034733144,286,0.19196701
ENSG00000166800,0.019952064,0.066834173,309,0.298530869,0.08912068,0.765514801,286,0.90895804
ENSG00000011590,0.0853771,0.054419555,309,1.568868029,2.461346894,0.11778438,286,0.370719022
ENSG00000204941,-0.10430914,0.054033095,309,-1.930467589,3.726705112,0.054537415,286,0.245240782
ENSG00000197093,0.037457963,0.059996302,309,0.624337874,0.389797781,0.532903425,286,0.780318697
ENSG00000239275,0.06792351,0.052386881,309,1.296574808,1.681106232,0.195822674,286,0.486254119
ENSG00000198829,0.030695695,0.068695963,309,0.446834041,0.19966066,0.655333063,286,0.852351157
ENSG00000187068,0.281872398,0.071776355,309,3.927092684,15.42205695,0.000107825,286,0.00640679
ENSG00000135773,-0.075955335,0.051946537,309,-1.462182832,2.137978635,0.144789055,286,0.416200981
ENSG00000109667,-0.014174133,0.054155829,309,-0.261728664,0.068501894,0.793719033,286,0.919399751
ENSG00000226764,-0.031955421,0.052397157,309,-0.609869366,0.371940644,0.542432584,286,0.7866785
ENSG00000110076,0.008954175,0.054451784,309,0.164442264,0.027041258,0.869499153,286,0.95010621
ENSG00000178460,-0.058256998,0.050825473,309,-1.146216556,1.313812393,0.252663661,286,0.551606755
ENSG00000254960,-0.004551662,0.052413331,309,-0.086841691,0.007541479,0.930858116,286,0.974640872
ENSG00000204947,-0.047405798,0.051949335,309,-0.912539068,0.83272755,0.362253583,286,0.655500249
ENSG00000157191,0.031464946,0.055058932,309,0.571477597,0.326586644,0.568124769,286,0.803092252
ENSG00000239513,-0.13078307,0.05339402,309,-2.449395452,5.99953808,0.014909556,286,0.121115192
ENSG00000087076,-0.059386302,0.053419226,309,-1.111702776,1.235883062,0.267199609,286,0.567621999
ENSG00000245080,-0.057642554,0.054921754,309,-1.049539573,1.101533316,0.294815911,286,0.594542978
ENSG00000107679,-0.034957247,0.081533165,309,-0.428748803,0.183825536,0.66842879,286,0.858924346
ENSG00000120318,-0.078326077,0.062565407,309,-1.251907099,1.567271383,0.211626593,286,0.505319688
ENSG00000131470,0.17519683,0.053059377,309,3.301901345,10.90255249,0.00108227,286,0.02476409
ENSG00000114315,-0.075597196,0.059465296,309,-1.27128261,1.616159474,0.204661058,286,0.496863849
ENSG00000105364,0.113347133,0.052046452,309,2.177807085,4.742843698,0.030237445,286,0.178515554
ENSG00000150456,0.157061167,0.053176663,309,2.953573236,8.72359486,0.003402071,286,0.049761191
ENSG00000121594,0.036136388,0.057862339,309,0.62452346,0.390029552,0.532781751,286,0.780197585
ENSG00000175073,-0.082492824,0.068089043,309,-1.2115433,1.467837169,0.226687305,286,0.52370203
ENSG00000154269,-0.081045219,0.053460338,309,-1.515987788,2.298218974,0.130626894,286,0.393838202
ENSG00000261423,-0.024926847,0.052032755,309,-0.479060675,0.22949913,0.632261537,286,0.840316861
ENSG00000177854,-0.103156776,0.053119978,309,-1.941958189,3.771201608,0.053123891,286,0.241707065
ENSG00000227674,-0.102095539,0.05221338,309,-1.95535203,3.823401561,0.0515152,286,0.238256738
ENSG00000159055,0.24503062,0.053894694,309,4.546470211,20.67039138,8.06E-06,286,0.001156537
ENSG00000077092,0.020440207,0.055931317,309,0.365451922,0.133555107,0.71504422,286,0.883339223
ENSG00000171747,0.049339486,0.056642963,309,0.871061173,0.758747567,0.384451326,286,0.674811829
ENSG00000213654,0.073863041,0.074365721,309,0.993240434,0.98652656,0.32143238,286,0.61714454
ENSG00000157837,0.051281106,0.052942747,309,0.968614382,0.93821382,0.333556023,286,0.63040857
ENSG00000178591,-0.016618311,0.051973509,309,-0.319745794,0.102237373,0.749394489,286,0.901751079
ENSG00000196418,0.178276144,0.058177221,309,3.064363352,9.390322753,0.002389462,286,0.040497797
ENSG00000169032,-0.068961373,0.054319292,309,-1.269555826,1.611771994,0.205274953,286,0.497716654
ENSG00000158769,-0.094391825,0.064041351,309,-1.473919968,2.172440071,0.141602955,286,0.411259128
ENSG00000147140,0.154939146,0.054221008,309,2.857548259,8.16558205,0.004582742,286,0.05962721
ENSG00000114200,-0.050160058,0.059280164,309,-0.846152484,0.715974026,0.398175088,286,0.686150349
ENSG00000259120,-0.125934943,0.057190189,309,-2.202037551,4.848969375,0.028460805,286,0.172217466
ENSG00000126778,0.104197821,0.06234778,309,1.67123546,2.793027964,0.095768967,286,0.334174642
ENSG00000104154,0.01419502,0.055018855,309,0.258002822,0.066565456,0.796590283,286,0.920900862
ENSG00000135549,-0.046372632,0.055430904,309,-0.836584447,0.699873538,0.403524637,286,0.690023683
ENSG00000119844,-0.10782799,0.062597077,309,-1.722572299,2.967255325,0.086046908,286,0.313333507
ENSG00000173991,0.022511071,0.051547311,309,0.436706986,0.190712991,0.662653377,286,0.855510718
ENSG00000131781,-0.013595355,0.052939772,309,-0.256807966,0.065950331,0.797511666,286,0.921039201
ENSG00000261019,0.039450057,0.054134776,309,0.728737787,0.531058762,0.46675837,286,0.73473004
ENSG00000173230,-0.175366283,0.052807144,309,-3.320881803,11.02825595,0.00101385,286,0.024006719
ENSG00000178997,0.021557758,0.051425816,309,0.419201097,0.17572956,0.675383847,286,0.862822901
ENSG00000136270,0.155185307,0.05210485,309,2.978327484,8.870434603,0.003146631,286,0.047518177
ENSG00000145692,-0.031204185,0.055771155,309,-0.559504004,0.31304473,0.576255695,286,0.807257873
ENSG00000155729,-0.079362532,0.056084326,309,-1.415057239,2.002386991,0.1581396,286,0.434731925
ENSG00000143374,-0.016892699,0.05703517,309,-0.296180388,0.087722822,0.767307275,286,0.909780306
ENSG00000115129,-0.021188436,0.062676726,309,-0.33805907,0.114283935,0.735566689,286,0.894563461
ENSG00000134910,-0.09697503,0.052888756,309,-1.833566075,3.361964551,0.06775755,286,0.275375925
ENSG00000170364,0.068445501,0.054720217,309,1.250826561,1.564567087,0.212020059,286,0.505619087
ENSG00000116183,-0.087995533,0.053807562,309,-1.635374832,2.67445084,0.103070555,286,0.345188959
ENSG00000115718,-0.032281648,0.05415029,309,-0.596149123,0.355393777,0.551547133,286,0.792373451
ENSG00000080709,0.098483911,0.059339446,309,1.659670199,2.754505168,0.098076872,286,0.336814023
ENSG00000277550,0.111995006,0.052904842,309,2.116914095,4.481325284,0.035130479,286,0.192855144
ENSG00000255346,-0.065482399,0.052003809,309,-1.259184678,1.585546053,0.208990357,286,0.502138578
ENSG00000214063,-0.076056517,0.071314058,309,-1.066501035,1.137424457,0.287096673,286,0.587573976
ENSG00000198715,-0.172387585,0.060351465,309,-2.856394376,8.158988831,0.004598961,286,0.059759628
ENSG00000231538,0.00726433,0.053235635,309,0.136456157,0.018620283,0.891556685,286,0.958012876
ENSG00000184831,0.070603975,0.055771878,309,1.265942207,1.602609671,0.206563993,286,0.499136195
