BioMarkers,Irinotecan.estimate,Irinotecan.se,Irinotecan.n,Irinotecan.tstat,Irinotecan.fstat,Irinotecan.pvalue,Irinotecan.df,Irinotecan.fdr
ENSG00000146039,-0.077401094,0.053280486,309,-1.452709983,2.110366295,0.147400538,286,0.420250371
ENSG00000261238,0.036804913,0.052454702,309,0.701651373,0.49231465,0.483467166,286,0.746756135
ENSG00000077984,0.030798827,0.067049789,309,0.459342642,0.210995662,0.646337069,286,0.848227387
ENSG00000257086,0.046632201,0.05307172,309,0.878663829,0.772050124,0.380321173,286,0.671243242
ENSG00000188522,0.044744454,0.05775858,309,0.774680645,0.600130101,0.439168367,286,0.715358934
ENSG00000143641,-0.002107034,0.055801163,309,-0.037759682,0.001425794,0.969905634,286,0.98916552
ENSG00000171388,0.04844097,0.056339244,309,0.859808672,0.739270952,0.390614652,286,0.680736971
ENSG00000165899,-0.034440486,0.052742847,309,-0.652988744,0.426394299,0.514288095,286,0.768768224
ENSG00000170791,-0.015498255,0.060591994,309,-0.25578057,0.0654237,0.798304142,286,0.921266329
ENSG00000102580,-0.161608174,0.052395654,309,-3.084381238,9.513407621,0.002239239,286,0.038720656
ENSG00000165084,-0.065022195,0.052327951,309,-1.242590127,1.544030223,0.215036739,286,0.509392602
ENSG00000068001,0.040629084,0.064079796,309,0.63403891,0.40200534,0.526562205,286,0.775798808
ENSG00000011009,0.045396081,0.05135309,309,0.883999023,0.781454272,0.377439252,286,0.668802153
ENSG00000188206,0.045580889,0.058427415,309,0.780128457,0.608600409,0.435960415,286,0.712978302
ENSG00000186480,-0.049528299,0.05934954,309,-0.834518663,0.6964214,0.404685284,286,0.690651847
ENSG00000185305,0.033021205,0.05331718,309,0.619335178,0.383576063,0.536188618,286,0.782382926
ENSG00000107263,0.041125586,0.057728606,309,0.712395268,0.507507017,0.476800808,286,0.742264903
ENSG00000143878,-0.079262353,0.056668495,309,-1.398702273,1.956368049,0.162985738,286,0.44156145
ENSG00000130508,0.061527989,0.063966793,309,0.961873901,0.925201401,0.336925469,286,0.633185884
ENSG00000161594,-0.05682664,0.052401376,309,-1.084449389,1.176030477,0.279078906,286,0.58096961
ENSG00000277879,-0.048730404,0.054171257,309,-0.899561994,0.809211781,0.369110162,286,0.660169853
ENSG00000176700,-0.177705102,0.054530229,309,-3.258836553,10.62001568,0.001253734,286,0.027189873
ENSG00000224383,-0.019055625,0.052680868,309,-0.361718133,0.130840008,0.717829768,286,0.884798897
ENSG00000115523,0.065804332,0.051218242,309,1.284783094,1.650667599,0.199907674,286,0.491039164
ENSG00000227199,-0.040495361,0.052722522,309,-0.768084668,0.589954058,0.443070596,286,0.718301863
ENSG00000177383,0.051135762,0.056775334,309,0.900668617,0.811203957,0.368522321,286,0.659735051
ENSG00000165487,0.116573243,0.054162072,309,2.152303983,4.632412433,0.032210081,286,0.184781505
ENSG00000224074,0.083352231,0.055776008,309,1.494410113,2.233261586,0.136170939,286,0.402662476
ENSG00000170537,-0.086452387,0.058775844,309,-1.470882961,2.163496686,0.142422124,286,0.412954043
ENSG00000166925,0.017063417,0.058087733,309,0.293752503,0.086290533,0.769160091,286,0.910651371
ENSG00000154415,-0.033103693,0.051557382,309,-0.642074746,0.41225998,0.521338958,286,0.772093105
ENSG00000196132,0.063781917,0.058055749,309,1.09863223,1.206992776,0.272852513,286,0.574416563
ENSG00000142949,-0.021785386,0.080787727,309,-0.269662073,0.072717634,0.7876147,286,0.916645421
ENSG00000105538,0.056640549,0.052287028,309,1.08326196,1.173456474,0.27960457,286,0.581091959
ENSG00000107874,0.124120092,0.053397003,309,2.324476753,5.403192175,0.02080025,286,0.14639867
ENSG00000196352,-0.172722254,0.053638393,309,-3.220123569,10.3691958,0.001429063,286,0.029080857
ENSG00000186310,-0.038628602,0.056625867,309,-0.682172373,0.465359147,0.495682062,286,0.75619077
ENSG00000130699,0.0381468,0.055197685,309,0.6910942,0.477611194,0.490066894,286,0.751761736
ENSG00000047346,-0.298697789,0.062907378,309,-4.748215488,22.54555032,3.25E-06,286,0.000707241
ENSG00000254584,-0.041177175,0.054202499,309,-0.759691447,0.577131094,0.448064776,286,0.720936045
ENSG00000165509,-0.007005563,0.051568372,309,-0.135849997,0.018455222,0.892035434,286,0.958268108
ENSG00000274330,-0.098681022,0.052597996,309,-1.876136521,3.519888247,0.061654881,286,0.262285393
ENSG00000085721,0.047233339,0.054369429,309,0.868748114,0.754723286,0.38571335,286,0.675720501
ENSG00000164588,-0.009952087,0.050977513,309,-0.195225031,0.038112813,0.845355403,286,0.94117402
ENSG00000280273,-0.013850691,0.052605735,309,-0.263292419,0.069322898,0.792514789,286,0.919037287
ENSG00000151348,-0.07976337,0.064705308,309,-1.232717572,1.519592611,0.218693489,286,0.514209254
ENSG00000185842,0.061603714,0.059042755,309,1.043374655,1.088630672,0.297655922,286,0.596661715
ENSG00000159200,-0.047246919,0.065384816,309,-0.722597726,0.522147473,0.470517524,286,0.737706709
ENSG00000227502,-0.036591606,0.05799222,309,-0.6309744,0.398128694,0.528561172,286,0.777028772
ENSG00000175471,-0.008030569,0.054216932,309,-0.148119208,0.0219393,0.882353065,286,0.955141791
ENSG00000110422,-0.079558302,0.053941348,309,-1.47490385,2.175341366,0.141338355,286,0.410942241
ENSG00000255145,-0.15288912,0.051340384,309,-2.977950455,8.868188911,0.003150386,286,0.047538309
ENSG00000162687,-0.024855843,0.055871417,309,-0.444875823,0.197914498,0.656745989,286,0.852777491
ENSG00000106477,0.030554059,0.056189439,309,0.543768718,0.295684419,0.587024256,286,0.813897665
ENSG00000172115,0.127945516,0.053859696,309,2.375533553,5.643159662,0.018182677,286,0.135198633
ENSG00000183323,0.091120998,0.058173799,309,1.566358044,2.453477523,0.118370563,286,0.371629374
ENSG00000116898,0.104236355,0.052861974,309,1.971858923,3.888227611,0.049589181,286,0.233750885
ENSG00000104371,0.090514838,0.053466844,309,1.692915313,2.865962257,0.091560517,286,0.325360744
ENSG00000166523,-0.054039696,0.060946173,309,-0.886679071,0.786199776,0.375996684,286,0.667105937
ENSG00000181409,0.007728784,0.059434753,309,0.130038122,0.016909913,0.896627678,286,0.960162181
ENSG00000090905,0.024414483,0.053452624,309,0.45674994,0.208620508,0.648197491,286,0.849054502
ENSG00000131379,-0.065388673,0.05254841,309,-1.244351119,1.548409708,0.214389158,286,0.508618847
ENSG00000166896,0.16794335,0.057478553,309,2.921843721,8.53717073,0.003757219,286,0.052501437
ENSG00000162144,-0.068354477,0.054672469,309,-1.25025407,1.56313524,0.212228741,286,0.505912893
ENSG00000103549,0.012728836,0.05173181,309,0.246054344,0.06054274,0.805816658,286,0.924658449
ENSG00000070031,-0.004361312,0.052012017,309,-0.083852012,0.00703116,0.933232755,286,0.974933791
ENSG00000130165,0.101787078,0.051438055,309,1.978828289,3.915761396,0.048794419,286,0.231375034
ENSG00000271828,0.085990032,0.053079359,309,1.620027709,2.624489779,0.106328382,286,0.351166012
ENSG00000151233,0.074217657,0.053476953,309,1.387843797,1.926110405,0.166264865,286,0.446046041
ENSG00000220773,0.101799348,0.054585334,309,1.864957871,3.47806786,0.063211343,286,0.265577828
ENSG00000006638,0.080185647,0.054812307,309,1.462913188,2.140114994,0.144589199,286,0.416044564
ENSG00000152467,-0.074394522,0.052588973,309,-1.414641082,2.001209391,0.158261536,286,0.434947707
ENSG00000279129,0.08267975,0.052038918,309,1.588806084,2.524304772,0.113209011,286,0.363867934
ENSG00000165802,0.047112134,0.056624177,309,0.832014458,0.692248059,0.406094943,286,0.691730776
ENSG00000171671,0.049100653,0.053334021,309,0.920625371,0.847551073,0.358021927,286,0.651521369
ENSG00000168952,-0.093569829,0.057443868,309,-1.628891517,2.653287574,0.10443694,286,0.347152273
ENSG00000099783,0.24566036,0.053681447,309,4.576261909,20.94217306,7.06E-06,286,0.001071587
ENSG00000063438,-0.064550212,0.059817627,309,-1.079116903,1.164493291,0.28144485,286,0.582797484
ENSG00000088280,-0.085252975,0.059496449,309,-1.432908622,2.05322712,0.152976122,286,0.427463165
ENSG00000166228,0.058366464,0.07617909,309,0.766174341,0.587023121,0.444204469,286,0.71842568
ENSG00000114062,0.112611166,0.055382866,309,2.033321379,4.134395828,0.042943215,286,0.215242786
ENSG00000250241,0.112874766,0.052369721,309,2.155344052,4.645507981,0.031969259,286,0.184110565
ENSG00000244537,-0.108754655,0.052116317,309,-2.086767877,4.354600172,0.037794602,286,0.20127636
ENSG00000259664,-0.034993183,0.054307538,309,-0.644352228,0.415189794,0.519863498,286,0.771778373
ENSG00000213185,0.007667153,0.056148086,309,0.136552341,0.018646542,0.891480722,286,0.958012876
ENSG00000272874,0.057762233,0.051589904,309,1.119642186,1.253598624,0.263805672,286,0.564484374
ENSG00000163166,0.167952097,0.052510459,309,3.1984504,10.23008496,0.001536881,286,0.030379577
ENSG00000214855,-0.033171608,0.052475656,309,-0.632133266,0.399592466,0.527804793,286,0.776601012
ENSG00000134852,-0.091873947,0.061167273,309,-1.502011503,2.256038556,0.13419741,286,0.399460227
ENSG00000222047,0.01415409,0.056041456,309,0.252564643,0.063788899,0.800786077,286,0.92266356
ENSG00000261364,-0.067313742,0.057355518,309,-1.17362276,1.377390382,0.241522584,286,0.539916253
ENSG00000082516,0.163083969,0.050682562,309,3.217753059,10.35393475,0.001440505,286,0.029110419
ENSG00000205213,-0.073745767,0.059232598,309,-1.245019955,1.550074689,0.214143573,286,0.508470634
ENSG00000189369,-0.032708145,0.056975844,309,-0.574070393,0.329556816,0.566371369,286,0.801810763
ENSG00000125522,0.111725455,0.050588292,309,2.208523953,4.877578052,0.028000824,286,0.170581144
ENSG00000142484,-0.033586622,0.056077184,309,-0.598935597,0.358723849,0.549689933,286,0.79130059
ENSG00000204584,0.023560573,0.055070149,309,0.427828396,0.183037136,0.669098031,286,0.859022579
ENSG00000112701,0.124967389,0.056312297,309,2.219184702,4.92478074,0.027258811,286,0.168224498
ENSG00000158234,0.055937391,0.053355536,309,1.048389634,1.099120824,0.295344268,286,0.594812218
ENSG00000212719,0.175991776,0.053929462,309,3.263369753,10.64958215,0.001234564,286,0.027060562
ENSG00000177238,-0.085709236,0.056148758,309,-1.526467184,2.330102065,0.127998661,286,0.389532208
ENSG00000227165,-0.069721925,0.052671248,309,-1.323718881,1.752231677,0.186653507,286,0.474127848
ENSG00000120756,0.070761344,0.065790303,309,1.07555887,1.156826882,0.283031085,286,0.583607707
ENSG00000233850,-0.038939833,0.052800713,309,-0.737486871,0.543886886,0.461430941,286,0.731161918
ENSG00000125741,-0.008224956,0.054534784,309,-0.150820357,0.02274678,0.880223746,286,0.954448166
ENSG00000181852,0.031815685,0.055223018,309,0.576130868,0.331926778,0.564979819,286,0.801030811
ENSG00000123689,-0.013191572,0.054556639,309,-0.241795904,0.058465259,0.809111591,286,0.926305388
ENSG00000266405,0.005670695,0.054872802,309,0.103342538,0.01067968,0.917763542,286,0.970159765
ENSG00000163785,0.051433534,0.064744608,309,0.794406457,0.631081619,0.427617529,286,0.707478593
ENSG00000115592,0.00614791,0.05518478,309,0.111405903,0.012411275,0.911372623,286,0.967410735
ENSG00000156876,0.185381925,0.05428631,309,3.414892759,11.66149256,0.000730451,286,0.020063861
ENSG00000130592,-0.004033563,0.072202553,309,-0.055864544,0.003120847,0.955488723,286,0.983548707
ENSG00000120057,-0.003534367,0.052907298,309,-0.066803022,0.004462644,0.946785192,286,0.98084912
ENSG00000224441,-0.120902354,0.052010638,309,-2.324569706,5.40362432,0.0207952,286,0.14639867
ENSG00000104059,-0.167817019,0.051643432,309,-3.249532629,10.55946231,0.001293947,286,0.027331228
ENSG00000177868,0.156097552,0.054619225,309,2.857923247,8.167725286,0.004577482,286,0.05962721
ENSG00000260325,0.010475163,0.054041017,309,0.193837265,0.037572885,0.846440906,286,0.941409281
ENSG00000093009,0.197298485,0.051846545,309,3.805431709,14.48131049,0.000173156,286,0.008415722
ENSG00000168273,0.020034589,0.05259408,309,0.38092859,0.145106591,0.703539037,286,0.876262094
ENSG00000237693,0.107136495,0.054536705,309,1.964484174,3.859198071,0.050442029,286,0.235883042
ENSG00000107295,0.10050329,0.052330471,309,1.920550066,3.688512556,0.055782657,286,0.247698576
ENSG00000132434,0.095758365,0.054256351,309,1.764924554,3.114958682,0.078643685,286,0.298589522
ENSG00000102078,0.0416638,0.053639947,309,0.776730821,0.603310769,0.437959521,286,0.714734506
ENSG00000247679,-0.085444252,0.054109149,309,-1.579109131,2.493585648,0.115416365,286,0.367132214
ENSG00000189056,-0.086865573,0.054460301,309,-1.595025583,2.54410661,0.111810933,286,0.361755069
ENSG00000135083,-0.139307573,0.060404999,309,-2.306225894,5.318677874,0.021813038,286,0.149187044
ENSG00000115762,-0.004364527,0.056141466,309,-0.077741591,0.006043755,0.93808797,286,0.977177002
ENSG00000181004,-0.111615422,0.055264797,309,-2.019647725,4.078976934,0.04435236,286,0.219534144
ENSG00000122188,-0.060589299,0.074301503,309,-0.81545186,0.664961736,0.415492283,286,0.698947239
ENSG00000224023,-0.075129417,0.052880551,309,-1.42073816,2.01849692,0.156482206,286,0.432285711
ENSG00000163513,-0.081074397,0.056867026,309,-1.425683783,2.032574249,0.155050145,286,0.429779083
ENSG00000198074,-0.11189312,0.056184758,309,-1.99152091,3.966155536,0.047374606,286,0.227707419
ENSG00000227811,-0.042863641,0.053119112,309,-0.806934438,0.651143187,0.420374791,286,0.702109001
ENSG00000198939,0.083608129,0.053129458,309,1.573668027,2.476431058,0.116669764,286,0.369280464
ENSG00000111319,-0.149810174,0.065379265,309,-2.291401926,5.250522788,0.022667148,286,0.152618353
ENSG00000105171,-0.000554704,0.053874789,309,-0.010296179,0.000106011,0.991792161,286,0.996959412
ENSG00000169710,0.084985795,0.052094418,309,1.631380074,2.661400945,0.103910766,286,0.3463231
ENSG00000185278,0.079067772,0.058275832,309,1.356784957,1.840865421,0.175919473,286,0.458494276
ENSG00000198046,0.027035945,0.059501434,309,0.454374683,0.206456352,0.649903824,286,0.849519643
ENSG00000249349,0.017553198,0.053439024,309,0.328471532,0.107893548,0.742795532,286,0.897982629
ENSG00000279918,-0.09565384,0.051532581,309,-1.856181829,3.445410983,0.064456029,286,0.268532384
ENSG00000280426,0.026075154,0.05180805,309,0.503303133,0.253314043,0.615138565,286,0.829966622
ENSG00000175356,-0.153120227,0.054682306,309,-2.800178655,7.8410005,0.005455315,286,0.065652308
ENSG00000251136,-0.075036926,0.053598709,309,-1.399976358,1.959933804,0.162604216,286,0.441489738
ENSG00000231814,-0.055739593,0.051405437,309,-1.084313193,1.1757351,0.279139164,286,0.5810273
ENSG00000183530,0.05427617,0.05419551,309,1.001488323,1.002978861,0.317437351,286,0.613738758
ENSG00000229919,0.082877004,0.051243169,309,1.617327852,2.615749381,0.106909896,286,0.352107553
ENSG00000186446,0.050341629,0.053258838,309,0.945225823,0.893451857,0.345341461,286,0.641427569
ENSG00000244476,0.077393625,0.053219648,309,1.454230309,2.114785792,0.146978992,286,0.419447026
ENSG00000122643,0.146180849,0.054808692,309,2.667110707,7.113479523,0.008086543,286,0.082488511
ENSG00000118816,-0.004374487,0.057603685,309,-0.075941088,0.005767049,0.939519062,286,0.977652365
ENSG00000216347,0.087705983,0.052730356,309,1.663292089,2.766540572,0.097349351,286,0.336121134
ENSG00000077522,0.080828025,0.056261944,309,1.436637611,2.063927624,0.151913982,286,0.426219836
ENSG00000204060,0.0152515,0.056963535,309,0.267741463,0.071685491,0.78909132,286,0.917102826
ENSG00000248092,-0.068955327,0.062221803,309,-1.108218073,1.228147298,0.268698739,286,0.569176299
ENSG00000130201,-0.118979118,0.053749303,309,-2.213593689,4.899997019,0.027645804,286,0.169524327
ENSG00000228300,0.060679257,0.052369719,309,1.158670651,1.342517676,0.247557011,286,0.546488205
ENSG00000126243,0.042910298,0.05867545,309,0.731316047,0.534823161,0.465184879,286,0.73360481
ENSG00000187522,0.146433877,0.053530548,309,2.735519878,7.483069001,0.006617457,286,0.072846592
ENSG00000142684,0.036938761,0.054206389,309,0.681446642,0.464369525,0.496140332,286,0.756642346
ENSG00000100316,0.182049202,0.064528894,309,2.821204413,7.959194337,0.005119382,286,0.06334392
ENSG00000234015,0.044680346,0.051630107,309,0.86539324,0.74890546,0.387548311,286,0.677517821
ENSG00000121577,-0.078123639,0.060245414,309,-1.29675661,1.681577706,0.195760177,286,0.486219521
ENSG00000204293,0.020184857,0.054859555,309,0.367936943,0.135377594,0.713192409,286,0.882080204
ENSG00000141564,0.040786839,0.052895007,309,0.771090523,0.594580594,0.441289844,286,0.716955356
ENSG00000184226,0.02365355,0.054129005,309,0.43698475,0.190955671,0.66245216,286,0.855465866
ENSG00000197057,0.020704382,0.053026878,309,0.390450702,0.152451751,0.696493961,286,0.873026295
ENSG00000176406,0.03402082,0.054893921,309,0.619755698,0.384097126,0.535912075,286,0.782130855
ENSG00000118046,0.07946141,0.05606826,309,1.417226261,2.008530275,0.157505223,286,0.433642868
ENSG00000065320,-0.009215916,0.053394564,309,-0.172600264,0.029790851,0.863087723,286,0.948387673
ENSG00000137252,-0.014975418,0.051870482,309,-0.288707907,0.083352255,0.773014053,286,0.912075505
ENSG00000253614,0.038080875,0.051666142,309,0.737056681,0.543252551,0.461692088,286,0.731257549
ENSG00000254087,0.000243121,0.059838046,309,0.004062981,1.65E-05,0.996761051,286,0.998906125
ENSG00000264230,-0.105212055,0.050811988,309,-2.07061482,4.287445731,0.039291898,286,0.205130719
ENSG00000175728,0.010208123,0.052949618,309,0.192789367,0.03716774,0.847260761,286,0.941850301
ENSG00000106153,0.128036796,0.054274159,309,2.359074702,5.56523345,0.018992921,286,0.139022064
ENSG00000189419,0.058811628,0.053176741,309,1.10596525,1.223159133,0.269670995,286,0.57068546
ENSG00000159199,0.024264384,0.051558609,309,0.470617504,0.221480835,0.638272617,286,0.843559559
ENSG00000133315,-0.061722244,0.054463589,309,-1.133275385,1.284313098,0.258047732,286,0.557644216
ENSG00000112996,0.045010874,0.053067696,309,0.848178412,0.719406619,0.397047913,286,0.685687499
ENSG00000074966,-0.099826219,0.05780599,309,-1.726918261,2.982246681,0.085262073,286,0.311947332
ENSG00000115484,0.241039112,0.051489671,309,4.681309996,21.91466328,4.41E-06,286,0.000814561
ENSG00000176986,-0.062812206,0.053193525,309,-1.180824281,1.394345982,0.238653605,286,0.536702581
ENSG00000148660,0.009502729,0.057142015,309,0.16630021,0.02765576,0.868038205,286,0.949491679
ENSG00000178175,0.025467652,0.051243301,309,0.496994755,0.247003786,0.619574573,286,0.832966002
ENSG00000180370,0.041180702,0.057483645,309,0.71638989,0.513214475,0.474335193,286,0.7406494
ENSG00000109610,-0.147475235,0.052622544,309,-2.802510559,7.854065431,0.005417096,286,0.065382849
ENSG00000205930,-0.086072352,0.059681316,309,-1.442199298,2.079938816,0.150340329,286,0.42436069
ENSG00000168256,0.055909309,0.053526459,309,1.044517235,1.091016254,0.297128184,286,0.596214136
ENSG00000165195,-0.041617478,0.054455063,309,-0.764253593,0.584083555,0.445346205,286,0.719162291
ENSG00000198130,0.023608091,0.05242239,309,0.450343663,0.202809415,0.652803845,286,0.850642795
ENSG00000107864,-0.08288887,0.058551211,309,-1.415664493,2.004105957,0.157961799,286,0.43436241
ENSG00000265000,-0.058365246,0.053885786,309,-1.083128792,1.17316798,0.279663564,286,0.581091959
ENSG00000225050,-0.021241118,0.051849203,309,-0.409671055,0.167830374,0.682353932,286,0.865978569
ENSG00000011454,0.00735091,0.055200417,309,0.133167647,0.017733622,0.894154446,286,0.959309292
ENSG00000022267,-0.108638747,0.056645374,309,-1.917875029,3.678244628,0.056122582,286,0.248573011
ENSG00000179564,-0.081997375,0.051313434,309,-1.597970922,2.553511066,0.111153647,286,0.360794394
ENSG00000104872,0.114202358,0.053003915,309,2.154602297,4.64231106,0.032027874,286,0.18418327
ENSG00000115020,0.162698496,0.069330674,309,2.346702928,5.507014634,0.019622692,286,0.141445653
ENSG00000197329,-0.083018528,0.063212038,309,-1.313334146,1.724846579,0.19012304,286,0.478509773
ENSG00000148513,-0.001228524,0.054483163,309,-0.022548693,0.000508444,0.982025994,286,0.993778173
ENSG00000090432,-0.123245892,0.055804854,309,-2.208515637,4.87754132,0.028001409,286,0.170581144
ENSG00000278214,-0.04720969,0.052235708,309,-0.903781936,0.816821787,0.36687166,286,0.658409531
ENSG00000188582,0.03665061,0.05817689,309,0.62998573,0.39688202,0.529206905,286,0.777692578
ENSG00000120963,0.00344527,0.054619053,309,0.063078176,0.003978856,0.949748315,286,0.981855606
ENSG00000165188,0.000710527,0.054486692,309,0.013040375,0.000170051,0.989604673,286,0.996035952
ENSG00000099256,-0.023355534,0.05921094,309,-0.394446254,0.155587847,0.693545571,286,0.871567498
ENSG00000181016,-0.053232263,0.051862506,309,-1.026411307,1.053520172,0.30556507,286,0.603152965
ENSG00000278535,0.023665584,0.054216113,309,0.436504622,0.190536285,0.662799989,286,0.855534518
ENSG00000184436,0.058347307,0.052930452,309,1.102339118,1.215151532,0.271241024,286,0.572376943
ENSG00000075618,0.132225248,0.062292156,309,2.122662906,4.505697812,0.034641163,286,0.191617304
ENSG00000221866,-0.073417909,0.055154432,309,-1.331133426,1.771916197,0.184205237,286,0.470715374
ENSG00000233215,0.023463127,0.052818613,309,0.444220809,0.197332127,0.657218882,286,0.852893772
ENSG00000116771,0.006768419,0.055519641,309,0.12191036,0.014862136,0.903055624,286,0.963067527
ENSG00000163520,-0.042183073,0.054851428,309,-0.769042379,0.59142618,0.442502774,286,0.717754195
ENSG00000174109,0.013652442,0.053133976,309,0.256943741,0.066020086,0.797406952,286,0.921039201
ENSG00000118900,-0.027781256,0.052246438,309,-0.531734931,0.282742037,0.595322366,286,0.818624536
ENSG00000160293,0.069958416,0.055849932,309,1.252614175,1.569042272,0.211369406,286,0.50518625
ENSG00000235122,-0.067218549,0.05271208,309,-1.275201979,1.626140086,0.203272654,286,0.495231372
ENSG00000173611,0.166653547,0.059847555,309,2.784634159,7.754187398,0.005716401,286,0.067332473
ENSG00000160633,0.228808915,0.062357009,309,3.669337567,13.46403818,0.000290011,286,0.011431472
ENSG00000092820,0.00779877,0.06162102,309,0.126560228,0.016017491,0.899377406,286,0.961358734
ENSG00000229727,0.018705721,0.053221027,309,0.351472374,0.12353283,0.72549279,286,0.888898465
ENSG00000131808,-0.053183126,0.052341405,309,-1.016081359,1.032421329,0.310449431,286,0.607489436
ENSG00000165066,-0.062175521,0.052974451,309,-1.173688826,1.37754546,0.241496154,286,0.539916253
ENSG00000153064,-0.092160099,0.057714358,309,-1.596831405,2.549870537,0.111407578,286,0.361035519
ENSG00000259946,0.075057911,0.055491572,309,1.352600185,1.829527261,0.177251797,286,0.460528089
ENSG00000108946,0.06436745,0.059696582,309,1.078243481,1.162609005,0.281833674,286,0.58312022
ENSG00000188042,-0.022516739,0.059916703,309,-0.375800694,0.141226162,0.70734366,286,0.87870522
ENSG00000132376,-0.049613205,0.053962433,309,-0.919402661,0.845301252,0.358659771,286,0.651942925
ENSG00000167470,0.032736398,0.051859802,309,0.63124803,0.398474076,0.528382527,286,0.776937268
ENSG00000149115,-0.118740604,0.059965171,309,-1.980159513,3.921031695,0.048643841,286,0.23098038
ENSG00000175203,0.003418767,0.054897521,309,0.062275427,0.003878229,0.950386996,286,0.981893488
ENSG00000260469,0.026536132,0.052586535,309,0.504618372,0.254639702,0.61421547,286,0.829335844
ENSG00000244486,0.084724859,0.064312002,309,1.317403526,1.735552051,0.188757816,286,0.476779802
ENSG00000072401,0.072912093,0.054048375,309,1.349015461,1.819842713,0.178399077,286,0.462428882
ENSG00000275489,0.122244385,0.050256124,309,2.432427657,5.916704307,0.015611418,286,0.124394361
ENSG00000152229,0.09487753,0.063438119,309,1.495591779,2.23679477,0.135862677,286,0.402323903
ENSG00000151576,0.08306897,0.057569265,309,1.442939576,2.082074619,0.150131816,286,0.423968756
ENSG00000153132,0.015299061,0.056130671,309,0.272561523,0.074289784,0.785386975,286,0.915880775
ENSG00000172551,0.012274593,0.057589718,309,0.213138623,0.045428073,0.831370688,286,0.936491478
ENSG00000167851,0.084737709,0.069484021,309,1.219527997,1.487248536,0.223648621,286,0.519937269
ENSG00000161798,-0.019071957,0.053178837,309,-0.358638098,0.128621285,0.720130435,286,0.885826822
ENSG00000100731,0.103429344,0.054021741,309,1.914587408,3.665644943,0.056542723,286,0.249605709
ENSG00000198015,0.278401981,0.051485133,309,5.407424716,29.24024206,1.35E-07,286,0.000112709
ENSG00000140740,0.052523639,0.0559401,309,0.938926441,0.881582861,0.348560781,286,0.644130367
ENSG00000122254,-0.031719392,0.057014311,309,-0.556340882,0.309515177,0.578412862,286,0.8088086
ENSG00000137760,0.125532117,0.053359541,309,2.352571178,5.534591145,0.019321726,286,0.140173368
ENSG00000089916,0.016348738,0.058823978,309,0.277926432,0.077243101,0.781269642,286,0.914273364
ENSG00000218868,-0.045937352,0.054138354,309,-0.848517699,0.719982286,0.396859332,286,0.685640662
ENSG00000211456,0.041701607,0.060879821,309,0.684982416,0.469200911,0.493909777,286,0.75467361
ENSG00000231160,-0.090505959,0.052519104,309,-1.723295927,2.96974885,0.085915823,286,0.313023733
ENSG00000167850,0.083737717,0.06382506,309,1.311988066,1.721312686,0.190576238,286,0.479102063
ENSG00000259351,-0.049564076,0.05622976,309,-0.881456291,0.776965193,0.378811072,286,0.669664626
ENSG00000176697,0.004201563,0.060425005,309,0.069533511,0.004834909,0.944613551,286,0.979826564
ENSG00000166912,-0.007807266,0.055122453,309,-0.141634958,0.020060461,0.887468068,286,0.956234427
ENSG00000131669,-0.0642943,0.06155118,309,-1.044566485,1.091119141,0.29710545,286,0.596214136
ENSG00000008323,-0.130050364,0.060943558,309,-2.133947674,4.553732676,0.033697648,286,0.189167846
ENSG00000165124,0.002029403,0.052494567,309,0.038659295,0.001494541,0.969188999,286,0.988949122
ENSG00000175604,0.000728684,0.052318623,309,0.013927816,0.000193984,0.988897281,286,0.995978581
ENSG00000160299,0.060837804,0.05743533,309,1.059240093,1.121989575,0.290384211,286,0.590629727
ENSG00000104853,-0.005953171,0.054210367,309,-0.109816097,0.012059575,0.91263224,286,0.967982837
ENSG00000261409,0.028552041,0.051262808,309,0.556973805,0.310219819,0.57798092,286,0.808458319
ENSG00000197721,-0.110206599,0.053247507,309,-2.069704388,4.283676256,0.039377776,286,0.205134666
ENSG00000179406,-0.06169362,0.051701871,309,-1.19325701,1.423862292,0.233757649,286,0.532436115
ENSG00000089012,0.045510262,0.055530425,309,0.819555438,0.671671115,0.413152028,286,0.697022176
ENSG00000115970,0.04974044,0.05401075,309,0.920935928,0.848122984,0.357860035,286,0.651473128
ENSG00000260042,0.057979207,0.05363903,309,1.080914546,1.168376257,0.280645738,286,0.582112181
ENSG00000169085,-0.101618981,0.055677197,309,-1.825145424,3.331155818,0.069022022,286,0.278143886
ENSG00000253508,0.041231599,0.054463441,309,0.757050925,0.573126103,0.449642577,286,0.721677056
ENSG00000264026,-0.010167941,0.053221468,309,-0.191049619,0.036499957,0.848622271,286,0.942327163
ENSG00000144550,0.042397045,0.053343139,309,0.794798465,0.631704599,0.427389799,286,0.707347812
ENSG00000268584,0.042768144,0.057285112,309,0.746583937,0.557387575,0.455928017,286,0.726581982
ENSG00000176410,-0.104554874,0.053057688,309,-1.970588593,3.883219402,0.049735215,286,0.23410859
ENSG00000253982,-0.006321155,0.056619568,309,-0.11164259,0.012464068,0.911185112,286,0.967267703
ENSG00000137634,-0.065396654,0.053426509,309,-1.224048812,1.498295495,0.221941204,286,0.517785234
ENSG00000256862,0.045726732,0.051653789,309,0.885254172,0.783674949,0.376763227,286,0.668103649
ENSG00000137713,0.150420942,0.053685664,309,2.801882884,7.850547695,0.005427359,286,0.065428924
