"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significance"
"GPBP1",3.19500150917225e-06,0.260123755093291,0.312,0.36,0.0582225125016458,"GPBP1","Not Significant"
"ZNF493",3.1964559588229e-06,-0.319354428128899,0.025,0.038,0.0582490169376298,"ZNF493","Not Significant"
"DPYD",3.22976715869254e-06,-0.526219413811661,0.02,0.033,0.0588560469328541,"DPYD","Not Significant"
"FER",3.24008414658724e-06,-0.83938439275225,0.007,0.015,0.0590440534032593,"FER","Not Significant"
"SOS1",3.29025803639403e-06,-0.439541588596926,0.016,0.027,0.0599583721972084,"SOS1","Not Significant"
"SOD1",3.29557221244416e-06,0.207585956271668,0.449,0.512,0.0600552124273699,"SOD1","Not Significant"
"NIPSNAP3A",3.30332879452076e-06,-0.22567281465056,0.026,0.039,0.0601965606225518,"NIPSNAP3A","Not Significant"
"RALGAPA2",3.34722529205308e-06,-0.984643418444752,0.007,0.015,0.0609964864970833,"RALGAPA2","Not Significant"
"OGFR",3.35164567446956e-06,-0.208368982356732,0.062,0.082,0.0610770391258588,"OGFR","Not Significant"
"ZNF544",3.37963700816914e-06,-0.7312439878847,0.019,0.031,0.0615871251998663,"ZNF544","Not Significant"
"FPGT",3.39188648976348e-06,-0.681073155170659,0.007,0.015,0.0618103475029598,"FPGT","Not Significant"
"FAM135A",3.40874012633973e-06,-1.11337949687397,0.006,0.014,0.0621174713222888,"FAM135A","Not Significant"
"BCL11B",3.44180764358925e-06,0.495698020146263,0.103,0.081,0.0627200606891268,"BCL11B","Not Significant"
"OXR1",3.47322059093712e-06,-0.183911846375923,0.031,0.045,0.0632924988286471,"OXR1","Not Significant"
"NIPBL",3.47979700301858e-06,-0.193815071354879,0.081,0.103,0.0634123407860076,"NIPBL","Not Significant"
"COMMD4",3.5165237636972e-06,-0.360919107216771,0.057,0.076,0.0640816125458541,"COMMD4","Not Significant"
"SRP68",3.5309946083693e-06,-0.398191305858565,0.041,0.057,0.0643453147483137,"SRP68","Not Significant"
"AQP3",3.56167097134354e-06,0.512146852511269,0.099,0.077,0.0649043301107932,"AQP3","Not Significant"
"TNRC6A",3.59246816029072e-06,-0.632751119209285,0.032,0.047,0.0654655472849777,"TNRC6A","Not Significant"
"SETDB2",3.59550290939125e-06,-0.271563566373631,0.029,0.043,0.0655208495178368,"SETDB2","Not Significant"
"TCEANC",3.602518051882e-06,-0.666469682073858,0.004,0.011,0.0656486864594457,"TCEANC","Not Significant"
"MOSPD3",3.6070497488698e-06,-0.496969104235795,0.04,0.056,0.0657312675736544,"MOSPD3","Not Significant"
"NEK5",3.62184018683439e-06,-0.832942397242663,0.004,0.011,0.0660007937246831,"NEK5","Not Significant"
"VPS26A",3.64011467206684e-06,0.181391357533495,0.12,0.148,0.0663338096690741,"VPS26A","Not Significant"
"CASC4",3.65123073980224e-06,-0.263859117717428,0.037,0.052,0.0665363777714162,"CASC4","Not Significant"
"ACO1",3.66581208602041e-06,-1.04735221135115,0.008,0.017,0.0668020936435499,"ACO1","Not Significant"
"TYRO3",3.67131997923487e-06,-1.60150587335608,0.004,0.011,0.066902463981597,"TYRO3","Not Significant"
"BLVRB",3.70586271742571e-06,-0.219243903699695,0.05,0.068,0.0675319362996487,"BLVRB","Not Significant"
"ERCC3",3.71151599482896e-06,-0.548932703246368,0.023,0.036,0.0676349559737681,"ERCC3","Not Significant"
"SLC25A42",3.72985573914828e-06,-0.875359889118602,0.006,0.012,0.0679691611344991,"SLC25A42","Not Significant"
"RGL2",3.74014311055254e-06,-0.278274411500466,0.027,0.041,0.068156627903599,"RGL2","Not Significant"
"EIF4G3",3.77060376594528e-06,-0.569524903620469,0.016,0.026,0.0687117124268209,"EIF4G3","Not Significant"
"SIGLEC8",3.77149925863657e-06,-0.362702692589419,0.004,0.011,0.0687280309901343,"SIGLEC8","Not Significant"
"CACNA1C-AS2",3.7778059328544e-06,-1.0544025371415,0.004,0.011,0.0688429575144058,"CACNA1C-AS2","Not Significant"
"RANBP2",3.77971940317297e-06,0.627741860454586,0.123,0.099,0.068877826684021,"RANBP2","Not Significant"
"SUZ12",3.79145937569477e-06,-0.256533102265282,0.034,0.049,0.0690917642032858,"SUZ12","Not Significant"
"DNAJB9",3.79347300228832e-06,0.545800664890352,0.305,0.278,0.0691284585207,"DNAJB9","Not Significant"
"PARN",3.81377877846373e-06,-0.48791521527073,0.019,0.031,0.0694984906799446,"PARN","Not Significant"
"NAA25",3.82667192750022e-06,-0.265766010418852,0.021,0.033,0.0697334425348364,"NAA25","Not Significant"
"DBT",3.83093734724819e-06,-0.856541763802776,0.01,0.019,0.0698111712789038,"DBT","Not Significant"
"GALNT6",3.83224253687861e-06,-0.649848615330221,0.024,0.036,0.0698349557495389,"GALNT6","Not Significant"
"DPAGT1",3.85473778973396e-06,-0.404732071056582,0.021,0.033,0.070244886742322,"DPAGT1","Not Significant"
"STAMBP",3.85532273221948e-06,-0.402225213864761,0.033,0.048,0.0702555461492356,"STAMBP","Not Significant"
"PTPN9",3.89800602006142e-06,-0.611586798873016,0.01,0.019,0.0710333637035793,"PTPN9","Not Significant"
"PIGH",3.9112892820634e-06,-0.121563389948847,0.035,0.05,0.0712754245870413,"PIGH","Not Significant"
"SMAGP",3.92470168792857e-06,-0.437322803873941,0.027,0.041,0.0715198388591223,"SMAGP","Not Significant"
"KCNA7",3.92663447914325e-06,-1.66716905340355,0.004,0.01,0.0715550601134274,"KCNA7","Not Significant"
"SLC6A6",3.927105335825e-06,0.876310883843723,0.052,0.036,0.071563640534739,"SLC6A6","Not Significant"
"PRADC1",3.93690857162432e-06,-0.47751143698358,0.017,0.028,0.07174228490071,"PRADC1","Not Significant"
"PPARGC1B",3.94398123843771e-06,-1.05001409342313,0.004,0.01,0.0718711701080504,"PPARGC1B","Not Significant"
"CD151",3.96949307795176e-06,-0.27431280651446,0.032,0.047,0.0723360723595148,"CD151","Not Significant"
"SAYSD1",3.9809583927595e-06,-0.428668551492819,0.022,0.034,0.0725450047912563,"SAYSD1","Not Significant"
"LILRB4",4.05463428343417e-06,-0.260238724344914,0.028,0.041,0.0738876005470209,"LILRB4","Not Significant"
"SCRN2",4.05628364182222e-06,-0.35880828800817,0.033,0.047,0.0739176568049264,"SCRN2","Not Significant"
"MGMT",4.08459685219881e-06,-0.196865006934758,0.071,0.091,0.074433608437619,"MGMT","Not Significant"
"MERTK",4.08919328037136e-06,-0.322362182430171,0.007,0.015,0.0745173691482073,"MERTK","Not Significant"
"TUSC2",4.10813768686805e-06,-0.100473391307889,0.068,0.089,0.0748625930677965,"TUSC2","Not Significant"
"G3BP2",4.11644894091835e-06,0.614731633121695,0.228,0.201,0.0750140490503551,"G3BP2","Not Significant"
"MOCS3",4.11868803155331e-06,-0.474542363022492,0.007,0.015,0.0750548519989959,"MOCS3","Not Significant"
"CD276",4.12572625705221e-06,-1.07180952855226,0.005,0.012,0.0751831095822625,"CD276","Not Significant"
"SOGA1",4.19154131130599e-06,-1.40407706410589,0.004,0.01,0.076382457315929,"SOGA1","Not Significant"
"RPRD1A",4.21191949757489e-06,-0.203204857188584,0.022,0.034,0.0767538090043073,"RPRD1A","Not Significant"
"MT-ND6",4.26005940947424e-06,0.959922532903243,0.045,0.03,0.0776310626188491,"MT-ND6","Not Significant"
"ALDH16A1",4.2651074685587e-06,-0.556991267305326,0.025,0.038,0.0777230533995451,"ALDH16A1","Not Significant"
"MTRNR2L4",4.27340014970773e-06,-1.69143556123633,0.004,0.01,0.077874170928124,"MTRNR2L4","Not Significant"
"KCTD5",4.29002673638196e-06,-0.855491105679756,0.011,0.02,0.0781771572170885,"KCTD5","Not Significant"
"DTD1",4.29873926890685e-06,-0.29998055324088,0.055,0.073,0.0783359256972895,"DTD1","Not Significant"
"NNT-AS1",4.35115767253305e-06,-0.804089149674049,0.014,0.023,0.0792911462665699,"NNT-AS1","Not Significant"
"CLTC",4.36617096684025e-06,-0.137771376569595,0.04,0.056,0.0795647335287299,"CLTC","Not Significant"
"VAMP3",4.39180280112882e-06,-0.32855837713118,0.036,0.051,0.0800318224449705,"VAMP3","Not Significant"
"CCDC130",4.42743590504932e-06,-0.132080620478044,0.039,0.055,0.0806811644977138,"CCDC130","Not Significant"
"RBM10",4.45946773115399e-06,-0.225307197427891,0.033,0.048,0.0812648804648191,"RBM10","Not Significant"
"ZNF785",4.46645649016833e-06,-0.578175047391188,0.011,0.02,0.0813922366203375,"ZNF785","Not Significant"
"CAPRIN1",4.56307201929832e-06,-0.300225733530135,0.036,0.051,0.0831528614076734,"CAPRIN1","Not Significant"
"SNAPC2",4.60001092431313e-06,-0.390308326816787,0.025,0.039,0.0838259990737582,"SNAPC2","Not Significant"
"METTL17",4.61471259907396e-06,-0.278382349120058,0.036,0.051,0.0840939076929247,"METTL17","Not Significant"
"ATG14",4.64434849571135e-06,-0.521182570904948,0.015,0.026,0.0846339626373479,"ATG14","Not Significant"
"PLAT",4.66191814757574e-06,-0.989856297691235,0.007,0.014,0.0849541344032728,"PLAT","Not Significant"
"PYGB",4.69270802111879e-06,-1.00965667341023,0.01,0.019,0.0855152182688476,"PYGB","Not Significant"
"TGDS",4.69410367307274e-06,-0.358849331763342,0.018,0.029,0.0855406512344045,"TGDS","Not Significant"
"APEX2",4.70869077612554e-06,-0.608811625352606,0.017,0.027,0.0858064720133357,"APEX2","Not Significant"
"TMEM41A",4.72890721223396e-06,-0.421296967511882,0.022,0.034,0.0861748761285395,"TMEM41A","Not Significant"
"AC009812.3",4.73352545591079e-06,-1.00644565056768,0.005,0.012,0.0862590343830623,"AC009812.3","Not Significant"
"APPL1",4.74289830994943e-06,-0.203201700807159,0.05,0.067,0.0864298359022084,"APPL1","Not Significant"
"KPNA5",4.75575072809797e-06,-0.67383109494394,0.022,0.034,0.0866640455181294,"KPNA5","Not Significant"
"PPP1CC",4.77727008337174e-06,-0.104346615761051,0.168,0.197,0.0870561927292832,"PPP1CC","Not Significant"
"NBPF19",4.78255917573887e-06,-0.336378312919033,0.017,0.028,0.0871525758594895,"NBPF19","Not Significant"
"HEXDC",4.79220921875876e-06,-0.519834885124293,0.019,0.03,0.087328428593441,"HEXDC","Not Significant"
"MAD2L2",4.80493050642194e-06,-0.375269591502931,0.059,0.078,0.0875602486185271,"MAD2L2","Not Significant"
"KMT2C",4.80760120073831e-06,-0.221481400579949,0.059,0.078,0.0876089166810542,"KMT2C","Not Significant"
"CRTAM",4.80896452907342e-06,-0.116294064080548,0.074,0.095,0.087633760613305,"CRTAM","Not Significant"
"AFF1",4.81370788955731e-06,-0.675528975712255,0.012,0.021,0.0877201988714028,"AFF1","Not Significant"
"RNF20",4.81942202910233e-06,-0.366841033532738,0.016,0.027,0.0878243276363318,"RNF20","Not Significant"
"XPNPEP3",4.83392927524885e-06,-0.838831709583558,0.012,0.021,0.0880886931828598,"XPNPEP3","Not Significant"
"UQCC3",4.84156609194929e-06,-0.237189784653428,0.036,0.052,0.088227858893592,"UQCC3","Not Significant"
"PLD3",4.90251532981918e-06,-0.131255725878436,0.065,0.085,0.089338536855295,"PLD3","Not Significant"
"GEM",4.94103988953539e-06,1.48897592723706,0.037,0.024,0.0900405699070034,"GEM","Not Significant"
"GZMA",4.98293636799694e-06,0.211208510685172,0.327,0.294,0.0908040494340082,"GZMA","Not Significant"
"MAP4K5",5.01792423531405e-06,-0.379743469444716,0.02,0.032,0.0914416333401279,"MAP4K5","Not Significant"
"PLEKHF2",5.03453353141432e-06,-0.394199865936053,0.023,0.036,0.0917443045429631,"PLEKHF2","Not Significant"
"ZNF76",5.07700925245027e-06,-0.483572908166198,0.021,0.033,0.0925183396074013,"ZNF76","Not Significant"
"MGLL",5.08619009819864e-06,-0.786194943704143,0.009,0.018,0.0926856421594739,"MGLL","Not Significant"
"FANCL",5.0926588874265e-06,-0.738844157611146,0.008,0.016,0.0928035229055732,"FANCL","Not Significant"
"GYG1",5.18591098479602e-06,-0.103699156849477,0.108,0.132,0.0945028558759378,"GYG1","Not Significant"
"RBM39",5.18848974555061e-06,0.130253950835993,0.534,0.6,0.0945498486331687,"RBM39","Not Significant"
"ARL10",5.19445663996083e-06,-1.22980480024785,0.006,0.013,0.0946585833500061,"ARL10","Not Significant"
"CXXC1",5.24688769837593e-06,-0.167390486377979,0.049,0.066,0.0956140345275045,"CXXC1","Not Significant"
"TYK2",5.25788338799067e-06,-0.103866595473437,0.02,0.032,0.095814408979354,"TYK2","Not Significant"
"GPR68",5.29963566892211e-06,-0.525153143921476,0.021,0.033,0.0965752607947677,"GPR68","Not Significant"
"MSRB1",5.34012282197348e-06,-0.588469319934524,0.018,0.029,0.0973130581848227,"MSRB1","Not Significant"
"ALAD",5.3580746272266e-06,-0.852386242252581,0.011,0.02,0.0976401939319504,"ALAD","Not Significant"
"LINC00665",5.36031099937352e-06,-0.988005185759183,0.012,0.022,0.0976809473415837,"LINC00665","Not Significant"
"SDC4",5.36266864791246e-06,1.99803327786821,0.022,0.012,0.0977239107709088,"SDC4","Not Significant"
"USP49",5.36515497687715e-06,-1.33664160934856,0.005,0.011,0.0977692191436323,"USP49","Not Significant"
"MAP3K7",5.36598602161149e-06,-0.233076316717999,0.028,0.042,0.0977843632718261,"MAP3K7","Not Significant"
"HSPA4",5.37689911993109e-06,0.617525462404761,0.079,0.103,0.0979832326625042,"HSPA4","Not Significant"
"KCTD7",5.40321026424874e-06,-1.08965538412028,0.007,0.015,0.0984627006454049,"KCTD7","Not Significant"
"MLXIP",5.41532625820481e-06,-0.318617926997695,0.039,0.055,0.0986834904032662,"MLXIP","Not Significant"
"CRK",5.44074775346642e-06,-0.529708265610568,0.022,0.034,0.0991467463114186,"CRK","Not Significant"
"TAF12",5.47629594219341e-06,-0.218985278807772,0.074,0.094,0.0997945409545904,"TAF12","Not Significant"
"AL450998.2",5.59068573207407e-06,-0.466117411814376,0.009,0.018,0.101879066095586,"AL450998.2","Not Significant"
"ENDOV",5.59293059946799e-06,-0.24486238574625,0.03,0.044,0.101919974314105,"ENDOV","Not Significant"
"OXA1L",5.61694892566716e-06,-0.173115966113971,0.104,0.127,0.102357660272433,"OXA1L","Not Significant"
"UVRAG",5.63263560166147e-06,-0.593560870589426,0.021,0.033,0.102643518569077,"UVRAG","Not Significant"
"FAF2",5.64199677993885e-06,-0.178686739021648,0.019,0.03,0.102814107320826,"FAF2","Not Significant"
"TBRG4",5.67840318503366e-06,-0.167539406954813,0.034,0.049,0.103477541240868,"TBRG4","Not Significant"
"DCTN5",5.67842407719597e-06,-0.240074138741594,0.027,0.04,0.103477921958742,"DCTN5","Not Significant"
"LPCAT4",5.68704695369174e-06,-0.745669935124222,0.028,0.041,0.103635056637125,"LPCAT4","Not Significant"
"KIF1C",5.702483390119e-06,-0.737102456015106,0.01,0.018,0.103916354818139,"KIF1C","Not Significant"
"RASA3",5.70302583958988e-06,-0.416984639187159,0.018,0.029,0.103926239874846,"RASA3","Not Significant"
"TAF2",5.77910881894381e-06,-0.152061499481978,0.018,0.029,0.105312700007613,"TAF2","Not Significant"
"DNAAF2",5.82480741689941e-06,-0.227428145743161,0.026,0.039,0.106145465558158,"DNAAF2","Not Significant"
"SNHG7",5.84167653872945e-06,-0.466955666287352,0.019,0.03,0.106452871565267,"SNHG7","Not Significant"
"HLA-DQB1",5.88841913066635e-06,0.429172527713295,0.23,0.203,0.107304661818133,"HLA-DQB1","Not Significant"
"APAF1",5.88942680313983e-06,-0.172211747888271,0.012,0.022,0.107323024633617,"APAF1","Not Significant"
"SLC26A11",5.9093009459986e-06,-0.578218879590428,0.01,0.019,0.107685191138933,"SLC26A11","Not Significant"
"NAA40",5.91476839177828e-06,-0.986547484082843,0.007,0.015,0.107784824403376,"NAA40","Not Significant"
"CFDP1",5.97452721007645e-06,-0.273821580140272,0.065,0.084,0.108873809349223,"CFDP1","Not Significant"
"ACE",6.00629461440874e-06,-1.33483887853052,0.006,0.013,0.10945270675837,"ACE","Not Significant"
"LETMD1",6.01146582742174e-06,-0.26699405638812,0.062,0.081,0.109546941773106,"LETMD1","Not Significant"
"DNAJC7",6.02303462566208e-06,0.186455413620503,0.172,0.204,0.10975775998344,"DNAJC7","Not Significant"
"ZCCHC17",6.02733145996645e-06,-0.283897771192292,0.051,0.068,0.109836061194969,"ZCCHC17","Not Significant"
"MAN2C1",6.04318164362048e-06,-0.323442942869939,0.024,0.037,0.110124899091696,"MAN2C1","Not Significant"
"PHF20L1",6.05157311883267e-06,-0.402070576188632,0.043,0.059,0.110277816944488,"PHF20L1","Not Significant"
"XPC",6.05178654826339e-06,-0.224178120448338,0.045,0.061,0.110281706269004,"XPC","Not Significant"
"SPATC1L",6.07032763101368e-06,-1.3554012267881,0.011,0.02,0.110619580419962,"SPATC1L","Not Significant"
"HDHD2",6.07459683856247e-06,-0.633082151705888,0.022,0.034,0.110697378189124,"HDHD2","Not Significant"
"WIPF2",6.08489993222757e-06,-0.154741565768584,0.054,0.072,0.110885131464983,"WIPF2","Not Significant"
"BRCA1",6.09019906521801e-06,-0.846201868106019,0.008,0.015,0.110981697565468,"BRCA1","Not Significant"
"GCSAM",6.14428030653087e-06,-0.958530413048034,0.01,0.019,0.111967220025912,"GCSAM","Not Significant"
"MAP4K1",6.14447615846031e-06,-0.314079835293475,0.075,0.095,0.111970789035622,"MAP4K1","Not Significant"
"LGALS9",6.22680676501066e-06,-0.194985822269768,0.051,0.069,0.113471099678789,"LGALS9","Not Significant"
"MRPL53",6.22772018442319e-06,-0.447026125080101,0.014,0.023,0.113487744920744,"MRPL53","Not Significant"
"FBXL12",6.23188065305614e-06,-0.16042375781202,0.02,0.032,0.113563561140642,"FBXL12","Not Significant"
"PIM3",6.23888159473009e-06,1.0039318266464,0.041,0.027,0.113691139300766,"PIM3","Not Significant"
"TKFC",6.25524659504668e-06,-0.675598325930052,0.012,0.021,0.113989358701536,"TKFC","Not Significant"
"QTRT2",6.27692621199247e-06,-0.321725673758035,0.013,0.022,0.114384426361139,"QTRT2","Not Significant"
"PGM2",6.30948793604084e-06,-0.36048097468174,0.028,0.041,0.114977798658472,"PGM2","Not Significant"
"ATP6V1C1",6.36117973112089e-06,-0.265079590209271,0.031,0.046,0.115919778240216,"ATP6V1C1","Not Significant"
"RAB32",6.39091228796851e-06,-0.288868409572064,0.013,0.022,0.11646159462365,"RAB32","Not Significant"
"PCMT1",6.39298009493686e-06,0.100660028149456,0.164,0.194,0.116499276270034,"PCMT1","Not Significant"
"RNF121",6.45794980614645e-06,-0.684751596397345,0.013,0.023,0.117683219317407,"RNF121","Not Significant"
"ZNF263",6.48600109305127e-06,-0.687825910497771,0.016,0.026,0.118194397918673,"ZNF263","Not Significant"
"CLASP2",6.51521515500169e-06,-0.648681880089338,0.02,0.031,0.118726765769596,"CLASP2","Not Significant"
"LYRM1",6.54652391288662e-06,-0.339834804355759,0.043,0.058,0.119297305264533,"LYRM1","Not Significant"
"GPR108",6.55128270680757e-06,-0.171012248421691,0.089,0.111,0.119384024766154,"GPR108","Not Significant"
"ZNF267",6.5760172548881e-06,0.935632538647855,0.076,0.057,0.119834762435826,"ZNF267","Not Significant"
"DPP8",6.61708983857892e-06,-0.308333580487944,0.033,0.048,0.120583228128424,"DPP8","Not Significant"
"ATP6V1D",6.62113096128205e-06,-0.108794115718442,0.079,0.1,0.120656869507443,"ATP6V1D","Not Significant"
"CCDC47",6.62368552748929e-06,0.169080292228465,0.08,0.103,0.120703421367437,"CCDC47","Not Significant"
"LMAN1",6.62425608214788e-06,-0.125543706594319,0.073,0.093,0.120713818584981,"LMAN1","Not Significant"
"NUP43",6.62571883721443e-06,-0.885888235162046,0.006,0.013,0.120740474370559,"NUP43","Not Significant"
"TCEAL1",6.639705152272e-06,-0.394650499427917,0.025,0.038,0.120995346989853,"TCEAL1","Not Significant"
"FARSA",6.64098771192992e-06,-0.176005134376817,0.037,0.052,0.121018719074499,"FARSA","Not Significant"
"EIF2D",6.67338864408879e-06,-0.46758270163479,0.025,0.038,0.12160916126123,"EIF2D","Not Significant"
"LINC00861",6.67819288467159e-06,-0.326223906985824,0.043,0.06,0.12169670893737,"LINC00861","Not Significant"
"ALG6",6.68343253338411e-06,-0.300947414878748,0.022,0.034,0.121792191055859,"ALG6","Not Significant"
"AIG1",6.71975364073583e-06,-0.119187315650651,0.031,0.045,0.122454070595129,"AIG1","Not Significant"
"METAP1D",6.72166638299205e-06,-0.86081593900071,0.007,0.014,0.122488926497264,"METAP1D","Not Significant"
"PREX1",6.7566112411545e-06,-0.288157900981135,0.057,0.076,0.123125726647558,"PREX1","Not Significant"
"VPS33A",6.80370104579312e-06,-0.371663770117489,0.023,0.035,0.123983844157488,"VPS33A","Not Significant"
"BTG3",6.86193201938915e-06,0.583942751629919,0.143,0.119,0.125044987189329,"BTG3","Not Significant"
"MTX2",6.86924573617135e-06,-0.217289674623458,0.032,0.047,0.125178265050251,"MTX2","Not Significant"
"HLA-DPB1",6.904070531942e-06,0.374077412350052,0.433,0.419,0.125812877303579,"HLA-DPB1","Not Significant"
"ALG1",6.97492324559077e-06,-0.636459340837346,0.013,0.023,0.127104026304401,"ALG1","Not Significant"
"ERLEC1",6.97700057787645e-06,-0.105108535653145,0.073,0.094,0.127141881530643,"ERLEC1","Not Significant"
