"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significance"
"PRR5",1.0885269324139e-06,-0.438071138174307,0.044,0.061,0.0198362262893785,"PRR5","Downregulated"
"RNASEH2B",1.11245654055247e-06,-0.121344396154296,0.089,0.114,0.0202722955384877,"RNASEH2B","Not Significant"
"TAF1",1.11469398923149e-06,-0.507754572103801,0.016,0.027,0.0203130685657655,"TAF1","Downregulated"
"DST",1.11474805317166e-06,-0.312226065782105,0.009,0.018,0.0203140537729471,"DST","Downregulated"
"GGA2",1.1162550856064e-06,-0.342358062521964,0.042,0.059,0.0203415164250054,"GGA2","Downregulated"
"PCMTD2",1.1190909880394e-06,-0.578166873568745,0.014,0.025,0.020393195075042,"PCMTD2","Downregulated"
"TRIM69",1.12077639078271e-06,-0.365608409086781,0.046,0.064,0.0204239081692332,"TRIM69","Downregulated"
"ENPP4",1.1268774616015e-06,-0.45618386539709,0.013,0.023,0.0205350879827641,"ENPP4","Downregulated"
"RFTN1",1.1281148623111e-06,-0.423675444650499,0.031,0.047,0.0205576371358952,"RFTN1","Downregulated"
"BOLA1",1.13606135320644e-06,-0.994453112428282,0.009,0.018,0.020702446039481,"BOLA1","Downregulated"
"STARD3NL",1.14015875779928e-06,-0.181803655976716,0.076,0.098,0.0207771130433762,"STARD3NL","Not Significant"
"CNPPD1",1.14419296865793e-06,-0.19709000046904,0.049,0.067,0.0208506284678534,"CNPPD1","Not Significant"
"FSCN1",1.14624805677876e-06,-0.450062373314057,0.014,0.024,0.0208880783386793,"FSCN1","Downregulated"
"HNRNPA3",1.14732867333901e-06,0.150480974804786,0.375,0.43,0.0209077704142568,"HNRNPA3","Not Significant"
"ANKRD36C",1.16688346974125e-06,-0.351403274964668,0.03,0.045,0.0212641174690947,"ANKRD36C","Downregulated"
"PDXDC1",1.17238356629404e-06,-0.612433085602868,0.033,0.048,0.0213643457285762,"PDXDC1","Downregulated"
"ABHD17A",1.17807947357798e-06,-0.742288656676498,0.03,0.045,0.0214681422470114,"ABHD17A","Downregulated"
"NXPE3",1.19506704019381e-06,-0.430387864529103,0.023,0.037,0.0217777066734519,"NXPE3","Downregulated"
"MTFP1",1.20160260048577e-06,0.896599438728736,0.039,0.024,0.0218968041886521,"MTFP1","Upregulated"
"AFF4",1.21219586922041e-06,-0.125613852348088,0.065,0.086,0.0220898453248035,"AFF4","Not Significant"
"AQR",1.23595781653172e-06,-0.226642201357195,0.026,0.04,0.0225228592906575,"AQR","Not Significant"
"CEP170",1.24461151841208e-06,-0.135048743514791,0.016,0.027,0.0226805557000233,"CEP170","Not Significant"
"ATP6V1G1",1.25124282960595e-06,0.139636149412053,0.433,0.493,0.0228013980839092,"ATP6V1G1","Not Significant"
"SMC1A",1.25429393572744e-06,-0.322475559490369,0.039,0.056,0.0228569983907612,"SMC1A","Downregulated"
"MRPL28",1.25854852176861e-06,-0.218844685215947,0.063,0.083,0.0229345297121893,"MRPL28","Not Significant"
"BORCS6",1.26389969829831e-06,-0.278655868307076,0.026,0.04,0.0230320442020901,"BORCS6","Downregulated"
"BFAR",1.26767283283693e-06,-0.20295538038977,0.055,0.075,0.0231008020327874,"BFAR","Not Significant"
"PLA2G15",1.28236042535719e-06,-0.75355327885867,0.008,0.017,0.0233684540312841,"PLA2G15","Downregulated"
"CTDSPL2",1.28271910010924e-06,-0.50212528497886,0.022,0.035,0.0233749901612906,"CTDSPL2","Downregulated"
"GMEB1",1.28416966542531e-06,-0.417099755816065,0.026,0.04,0.0234014238130455,"GMEB1","Downregulated"
"CACNB4",1.28960482131248e-06,-1.10757094917523,0.006,0.013,0.0235004686587773,"CACNB4","Downregulated"
"TFB1M",1.29015983305069e-06,-0.416318697509136,0.02,0.032,0.0235105826376827,"TFB1M","Downregulated"
"RIOX2",1.2981659807095e-06,-0.73139096024547,0.008,0.017,0.0236564786664692,"RIOX2","Downregulated"
"PTCD1",1.30133816977916e-06,-1.04688354822515,0.009,0.018,0.0237142854678857,"PTCD1","Downregulated"
"AC006504.5",1.30301028744696e-06,-0.731895670568616,0.007,0.015,0.023744756468146,"AC006504.5","Downregulated"
"ZMAT5",1.30467717236149e-06,-0.333111066520773,0.036,0.052,0.0237751321119434,"ZMAT5","Downregulated"
"TANK",1.30925938541869e-06,0.709430667066188,0.215,0.188,0.0238586337804848,"TANK","Upregulated"
"POC5",1.32641519770197e-06,-0.840714479222394,0.008,0.017,0.024171264147723,"POC5","Downregulated"
"TGIF1",1.33433504984857e-06,0.631021896131371,0.182,0.155,0.0243155876133904,"TGIF1","Upregulated"
"CCDC150",1.34646799442124e-06,-0.996516701338418,0.004,0.011,0.0245366862623383,"CCDC150","Downregulated"
"LINC01122",1.35237537643536e-06,-1.55721600465742,0.004,0.011,0.0246443364847815,"LINC01122","Downregulated"
"LINC02397",1.35606451645087e-06,-1.29145402231326,0.004,0.011,0.0247115636832842,"LINC02397","Downregulated"
"ZNF620",1.35696441599357e-06,-0.859864592952089,0.007,0.014,0.0247279625526508,"ZNF620","Downregulated"
"CARD9",1.35727132304637e-06,-0.836398631839022,0.007,0.014,0.024733555319874,"CARD9","Downregulated"
"ZNF181",1.35890936875707e-06,-0.990575780394327,0.006,0.014,0.02476340542686,"ZNF181","Downregulated"
"CMTM6",1.36184360929653e-06,0.203358180833256,0.202,0.24,0.0248168760922106,"CMTM6","Not Significant"
"EIF5AL1",1.36672751269751e-06,2.07727816893911,0.013,0.005,0.0249058754638868,"EIF5AL1","Upregulated"
"HIGD2A",1.39689664585151e-06,0.112455495724382,0.284,0.326,0.0254556475773521,"HIGD2A","Not Significant"
"SLC39A7",1.39883098438461e-06,-0.219580256134148,0.035,0.051,0.0254908970284407,"SLC39A7","Not Significant"
"NIF3L1",1.40316351087907e-06,-0.510094363791491,0.012,0.022,0.0255698486587493,"NIF3L1","Downregulated"
"C8orf33",1.4049940402943e-06,-0.373789985510954,0.032,0.047,0.0256032063962831,"C8orf33","Downregulated"
"TMC7",1.40831529250842e-06,-1.6168360574378,0.004,0.01,0.0256637295753809,"TMC7","Downregulated"
"AC008555.5",1.41225836320455e-06,-0.565242113156272,0.009,0.018,0.0257355841526765,"AC008555.5","Downregulated"
"C6orf120",1.41503885250179e-06,-0.79201601317612,0.014,0.024,0.0257862530091401,"C6orf120","Downregulated"
"PLEKHD1",1.41717419202485e-06,-1.30201206778068,0.004,0.01,0.0258251653012689,"PLEKHD1","Downregulated"
"ZCCHC7",1.42517472476352e-06,-0.228776328678905,0.048,0.066,0.0259709590093657,"ZCCHC7","Not Significant"
"UBE3A",1.42992821906484e-06,-0.315381740253025,0.059,0.079,0.0260575819360185,"UBE3A","Downregulated"
"AC008083.2",1.43020138945704e-06,-0.841323790564065,0.009,0.018,0.0260625599200756,"AC008083.2","Downregulated"
"AC093426.1",1.43717678953257e-06,-1.79062795359487,0.004,0.01,0.026189672635652,"AC093426.1","Downregulated"
"C19orf38",1.43762949371922e-06,-0.632712766258724,0.008,0.016,0.0261979222640453,"C19orf38","Downregulated"
"CCDC142",1.44043616522418e-06,-0.854303418077282,0.009,0.017,0.0262490682388803,"CCDC142","Downregulated"
"PIGS",1.44443642251689e-06,-0.546368731993256,0.022,0.035,0.0263219649275253,"PIGS","Downregulated"
"DHX33",1.44652252368762e-06,-0.971039167041598,0.008,0.016,0.0263599799491596,"DHX33","Downregulated"
"CLEC12A",1.45203638275692e-06,-0.883084362230949,0.014,0.025,0.0264604590029793,"CLEC12A","Downregulated"
"C16orf70",1.45270234196647e-06,-0.768481603868194,0.006,0.014,0.026472594777655,"C16orf70","Downregulated"
"MGA",1.45582293047861e-06,-0.141996898504684,0.026,0.04,0.0265294612621117,"MGA","Not Significant"
"TINCR",1.4566749784013e-06,-1.1663422869244,0.004,0.01,0.0265449881314069,"TINCR","Downregulated"
"PXMP4",1.45950806963904e-06,-0.773894739186369,0.009,0.017,0.0265966155530322,"PXMP4","Downregulated"
"DVL2",1.46406723337061e-06,-0.440249405910869,0.027,0.041,0.0266796971937126,"DVL2","Downregulated"
"VPS37A",1.46463356417491e-06,-0.439845847523225,0.025,0.039,0.0266900174399594,"VPS37A","Downregulated"
"CSRP1",1.46843120220468e-06,-0.451840091247992,0.039,0.055,0.0267592217977759,"CSRP1","Downregulated"
"EPRS",1.46994744808136e-06,-0.297811790207834,0.053,0.071,0.0267868523463867,"EPRS","Downregulated"
"TNFAIP8L1",1.47118271810382e-06,-0.827340241542813,0.014,0.025,0.0268093626720059,"TNFAIP8L1","Downregulated"
"HES2",1.48061122243656e-06,-1.88120721835358,0.004,0.01,0.0269811783064614,"HES2","Downregulated"
"MGME1",1.48132254795853e-06,-0.409230966984119,0.024,0.038,0.0269941407914483,"MGME1","Downregulated"
"STAU2",1.49661727026623e-06,-0.4382048055104,0.024,0.038,0.0272728565160615,"STAU2","Downregulated"
"RHBDF2",1.50312152313414e-06,-0.295519223631358,0.037,0.053,0.0273913835160734,"RHBDF2","Downregulated"
"USP5",1.50574572828274e-06,-0.63303194420625,0.019,0.032,0.0274392044064964,"USP5","Downregulated"
"SPTLC1",1.51109528361668e-06,-0.124045444745476,0.06,0.08,0.0275366893533467,"SPTLC1","Not Significant"
"TYROBP",1.52374744379774e-06,-0.168020546418634,0.21,0.249,0.0277672496683263,"TYROBP","Not Significant"
"VPS16",1.52454914111898e-06,-0.589893151869248,0.03,0.044,0.0277818589986112,"VPS16","Downregulated"
"ACER3",1.52827851531439e-06,-0.286017113800872,0.026,0.04,0.0278498193845741,"ACER3","Downregulated"
"NAPEPLD",1.529413397748e-06,-1.27480423401364,0.004,0.01,0.0278705003471618,"NAPEPLD","Downregulated"
"MTBP",1.55039987802245e-06,-0.648453843211622,0.004,0.01,0.028252936977203,"MTBP","Downregulated"
"EXOSC2",1.55374203320395e-06,-0.495651987175702,0.014,0.025,0.0283138410710756,"EXOSC2","Downregulated"
"ACADS",1.5576816880123e-06,-0.708170578172508,0.019,0.031,0.0283856334006481,"ACADS","Downregulated"
"TAMM41",1.56433959419122e-06,-1.00443610755482,0.013,0.024,0.0285069604249465,"TAMM41","Downregulated"
"YDJC",1.5913687525828e-06,-0.68003178901113,0.03,0.045,0.0289995127783164,"YDJC","Downregulated"
"CUL1",1.59811163839825e-06,-0.308759598402904,0.042,0.059,0.0291223883865313,"CUL1","Downregulated"
"MAVS",1.60913456070752e-06,-0.548704361347541,0.02,0.032,0.0293232590997731,"MAVS","Downregulated"
"ZBTB16",1.60921748430907e-06,-0.115662811084941,0.047,0.066,0.0293247702165642,"ZBTB16","Not Significant"
"MTFR1L",1.61067196101298e-06,-0.493627145500716,0.025,0.038,0.0293512751455396,"MTFR1L","Downregulated"
"MAP4K4",1.61102814915023e-06,-0.456550657114592,0.03,0.045,0.0293577659619647,"MAP4K4","Downregulated"
"HCFC1R1",1.61329196138461e-06,-0.390544669155301,0.038,0.055,0.0293990194123118,"HCFC1R1","Downregulated"
"LENG8",1.61755660358925e-06,-0.391110000145715,0.025,0.038,0.0294767339872069,"LENG8","Downregulated"
"HPS1",1.62163712745422e-06,-0.180617830208835,0.06,0.08,0.0295510933735983,"HPS1","Not Significant"
"PRPF6",1.62853286187256e-06,-0.122449211524777,0.065,0.086,0.0296767543419037,"PRPF6","Not Significant"
"RGP1",1.65929968339373e-06,-0.463100996939628,0.021,0.034,0.0302374181304839,"RGP1","Downregulated"
"TMEM42",1.65982387995536e-06,-0.476954362703066,0.022,0.035,0.0302469705644266,"TMEM42","Downregulated"
"TFCP2",1.68423454592509e-06,-0.699413544501374,0.011,0.021,0.0306918061303929,"TFCP2","Downregulated"
"POLR2B",1.69345294786233e-06,-0.272225654596653,0.077,0.098,0.0308597930688953,"POLR2B","Downregulated"
"UPB1",1.69353070106666e-06,-1.24456109166643,0.005,0.012,0.0308612099655378,"UPB1","Downregulated"
"PES1",1.69468333060899e-06,-0.562364315790057,0.022,0.035,0.0308822143336875,"PES1","Downregulated"
"SPRYD7",1.72056702672708e-06,-0.383995676786104,0.017,0.028,0.0313538929280476,"SPRYD7","Downregulated"
"RPP14",1.72322816491956e-06,-0.78275921128822,0.011,0.02,0.0314023868493292,"RPP14","Downregulated"
"LMOD3",1.72790943469021e-06,-0.566417078421062,0.015,0.026,0.0314876936283598,"LMOD3","Downregulated"
"THRA",1.74137079840539e-06,-1.12761335596045,0.007,0.015,0.0317330000593414,"THRA","Downregulated"
"AC007216.2",1.75823021465387e-06,-0.549594689104066,0.007,0.015,0.0320402292016375,"AC007216.2","Downregulated"
"ACAA2",1.75905200942326e-06,-0.158851711287585,0.062,0.082,0.0320552047677201,"ACAA2","Not Significant"
"C16orf58",1.76746358279183e-06,-0.525869614501306,0.015,0.026,0.0322084888692155,"C16orf58","Downregulated"
"DAPP1",1.78552140599181e-06,-0.260193038083951,0.025,0.038,0.0325375565813888,"DAPP1","Downregulated"
"SLC39A6",1.79145924204901e-06,-0.246957966771012,0.029,0.043,0.0326457617678591,"SLC39A6","Not Significant"
"RBL2",1.81766874937755e-06,-0.257980748782218,0.09,0.113,0.0331233776199072,"RBL2","Downregulated"
"ORAI3",1.81767692468975e-06,-0.560935868538858,0.014,0.024,0.0331235265986214,"ORAI3","Downregulated"
"C3orf38",1.81866634619426e-06,-0.226300274430654,0.044,0.061,0.0331415568266981,"C3orf38","Not Significant"
"CD2BP2",1.82271735968985e-06,-0.199741659180768,0.058,0.078,0.0332153784456282,"CD2BP2","Not Significant"
"ANKRD13D",1.82424228909526e-06,-0.309110174019772,0.038,0.055,0.0332431672341829,"ANKRD13D","Downregulated"
"SH3BP2",1.8256651182489e-06,-0.552948186584468,0.025,0.038,0.0332690954498498,"SH3BP2","Downregulated"
"TMEM187",1.8318392047767e-06,-0.998780758789145,0.009,0.018,0.0333816058286458,"TMEM187","Downregulated"
"B4GALT3",1.83365023734777e-06,-0.167120474978854,0.046,0.064,0.0334146082751883,"B4GALT3","Not Significant"
"GLE1",1.8428853134315e-06,-0.647826069955803,0.018,0.029,0.0335828990666622,"GLE1","Downregulated"
"NT5C2",1.84506649264173e-06,-0.463632770321325,0.026,0.039,0.0336226466954103,"NT5C2","Downregulated"
"ZFAND2B",1.86113374701267e-06,-0.190504063873566,0.073,0.095,0.0339154402718119,"ZFAND2B","Not Significant"
"KLHL20",1.86356868220484e-06,-0.570706608222682,0.026,0.04,0.0339598120958188,"KLHL20","Downregulated"
"SLC25A5",1.86478499079699e-06,0.566222842412445,0.419,0.402,0.0339819768872935,"SLC25A5","Upregulated"
"NDUFAF1",1.8733186682245e-06,-0.245011284618029,0.021,0.034,0.0341374860910551,"NDUFAF1","Not Significant"
"TNPO1",1.87873690122483e-06,-0.265758410476265,0.047,0.065,0.0342362225510201,"TNPO1","Downregulated"
"SLC16A7",1.88091873476667e-06,-0.55658770005142,0.03,0.044,0.034275982103653,"SLC16A7","Downregulated"
"TLK1",1.914406174355e-06,-0.341512915678544,0.055,0.074,0.0348862237152711,"TLK1","Downregulated"
"ENOPH1",1.93564420557964e-06,-0.222701079060912,0.059,0.078,0.0352732443582778,"ENOPH1","Not Significant"
"GLYR1",1.93895451830716e-06,-0.305445279535096,0.03,0.045,0.0353335681871114,"GLYR1","Downregulated"
"COG1",1.95315516232089e-06,-0.711508629521083,0.014,0.025,0.0355923465229736,"COG1","Downregulated"
"SNX4",1.96336023433362e-06,-0.32616617697538,0.036,0.052,0.0357783135502615,"SNX4","Downregulated"
"LCORL",1.97319615318275e-06,-0.408012665195272,0.012,0.022,0.0359575534994492,"LCORL","Downregulated"
"DHRS4-AS1",1.98083627050977e-06,-0.634622336345047,0.014,0.024,0.0360967793574996,"DHRS4-AS1","Downregulated"
"RTL8A",2.02045767401605e-06,-0.50783833758998,0.013,0.023,0.0368188001935945,"RTL8A","Downregulated"
"DPEP2",2.04396933132328e-06,-0.738686636703529,0.014,0.024,0.0372472531247041,"DPEP2","Downregulated"
"RAB4A",2.04812955469733e-06,-0.284944573552645,0.048,0.066,0.0373230648752494,"RAB4A","Downregulated"
"NMT2",2.05485043092378e-06,-0.612355946692547,0.033,0.047,0.037445539402724,"NMT2","Downregulated"
"ZBTB48",2.08172082022627e-06,-0.908759000975851,0.013,0.023,0.0379351985069834,"ZBTB48","Downregulated"
"ACCS",2.1100628090919e-06,-0.753029533541809,0.006,0.013,0.0384516745700818,"ACCS","Downregulated"
"ECD",2.11758258926913e-06,-0.32404796176655,0.032,0.047,0.0385887075242513,"ECD","Downregulated"
"COLEC12",2.12176082873686e-06,-0.332681323952947,0.03,0.045,0.0386648475820718,"COLEC12","Downregulated"
"UBA2",2.12746022268919e-06,-0.159116653966515,0.096,0.12,0.0387687076380652,"UBA2","Not Significant"
"SNX18",2.12844477757911e-06,-1.00267183102791,0.007,0.015,0.0387866491818242,"SNX18","Downregulated"
"GAN",2.14428608948453e-06,-0.103429740890476,0.03,0.044,0.0390753254086766,"GAN","Not Significant"
"RNF19A",2.1626173822157e-06,0.565268847444956,0.153,0.128,0.0394093765561167,"RNF19A","Upregulated"
"MPV17",2.21185540566358e-06,-0.148578662669129,0.038,0.054,0.0403066410574074,"MPV17","Not Significant"
"FAM160A2",2.21305179543491e-06,-0.545199633077305,0.025,0.038,0.0403284428682103,"FAM160A2","Downregulated"
"HCG18",2.22862866671049e-06,-0.246423607645628,0.063,0.083,0.0406123001934652,"HCG18","Not Significant"
"RAB21",2.23310078985446e-06,-0.256439010932166,0.042,0.059,0.0406937956935178,"RAB21","Downregulated"
"ZNF641",2.23932429736537e-06,-0.675446160358487,0.012,0.021,0.0408072066708891,"ZNF641","Downregulated"
"API5",2.26843920316969e-06,-0.409292367400243,0.032,0.047,0.0413377675993613,"API5","Downregulated"
"AC008124.1",2.27672313909672e-06,-0.367568779470405,0.031,0.046,0.0414887257637596,"AC008124.1","Downregulated"
"PUS1",2.30626369486158e-06,-0.87465946589597,0.009,0.017,0.0420270433114626,"PUS1","Downregulated"
"GAS7",2.30875515234202e-06,-0.556860052856639,0.006,0.013,0.0420724451411286,"GAS7","Downregulated"
"PAIP2",2.31656364989676e-06,0.140278698061997,0.305,0.346,0.0422147393920686,"PAIP2","Not Significant"
"HARS2",2.32175733959985e-06,-0.595697595962367,0.012,0.022,0.0423093839995281,"HARS2","Downregulated"
"MCTS1",2.32555872202774e-06,-0.146664715583249,0.075,0.096,0.0423786565915114,"MCTS1","Not Significant"
"SLC29A1",2.33173964818028e-06,-0.774785988378761,0.006,0.014,0.0424912916087892,"SLC29A1","Downregulated"
"LRIG2",2.33283532927347e-06,-0.958976179097269,0.007,0.015,0.0425112582053505,"LRIG2","Downregulated"
"AL445686.2",2.33996579898174e-06,-0.427484832773436,0.029,0.043,0.0426411967548442,"AL445686.2","Downregulated"
"LTBP3",2.34805073888151e-06,-1.01182489236977,0.009,0.017,0.0427885286146377,"LTBP3","Downregulated"
"AL136987.1",2.35179207427431e-06,1.71924339643926,0.026,0.015,0.0428567069695007,"AL136987.1","Upregulated"
"TAP2",2.35519731142258e-06,-0.410078193669075,0.064,0.084,0.0429187606060537,"TAP2","Downregulated"
"AC005726.5",2.36439734750985e-06,-0.542905734316363,0.007,0.015,0.043086412863672,"AC005726.5","Downregulated"
"PRKAG2",2.36604881170431e-06,-0.364861513128883,0.029,0.044,0.0431165074956877,"PRKAG2","Downregulated"
"DDX50",2.38098620965977e-06,-0.325354127687531,0.053,0.071,0.04338871169863,"DDX50","Downregulated"
"CRYZ",2.38903949479683e-06,-0.194346385755388,0.016,0.027,0.0435354667136827,"CRYZ","Not Significant"
"EXOSC10",2.41695137989777e-06,-0.413823803463669,0.026,0.039,0.0440441049958771,"EXOSC10","Downregulated"
"LAMTOR5",2.42552791151737e-06,0.171400163572978,0.213,0.25,0.044200395131581,"LAMTOR5","Not Significant"
"CERS5",2.42595689871557e-06,-0.330272528829331,0.038,0.054,0.0442082125652938,"CERS5","Downregulated"
"ZNF226",2.43015861976222e-06,-0.301651883112423,0.029,0.043,0.0442847805279269,"ZNF226","Downregulated"
"PHACTR4",2.45699769685619e-06,-0.201284021480734,0.032,0.047,0.0447738690298103,"PHACTR4","Not Significant"
"ARMC7",2.48706331299164e-06,-0.489974198590931,0.019,0.031,0.0453217547526466,"ARMC7","Downregulated"
"LILRB3",2.50055032795051e-06,-0.482441683060329,0.012,0.022,0.0455675286262421,"LILRB3","Downregulated"
"TCIRG1",2.50645008400777e-06,-0.14109411879524,0.061,0.081,0.0456750398808735,"TCIRG1","Not Significant"
"SNX11",2.51785306266549e-06,-0.47063919075163,0.013,0.024,0.0458828363609531,"SNX11","Downregulated"
"SPNS1",2.53478798534939e-06,-0.286127921522988,0.037,0.053,0.0461914414570219,"SPNS1","Downregulated"
"CARS2",2.53572356067629e-06,-0.927484084488226,0.011,0.021,0.0462084904462041,"CARS2","Downregulated"
"OGT",2.53896536687762e-06,-0.114118720787037,0.056,0.075,0.0462675658806109,"OGT","Not Significant"
"NECAP1",2.54645845753973e-06,-0.18109810131079,0.064,0.084,0.0464041124717465,"NECAP1","Not Significant"
"MFSD5",2.55102495154952e-06,-0.752416034395967,0.015,0.025,0.0464873276920869,"MFSD5","Downregulated"
"ZNF667",2.55361502880765e-06,-0.990581122865575,0.006,0.013,0.0465345266699618,"ZNF667","Downregulated"
"CES1",2.56258724370547e-06,-0.737300065905247,0.008,0.016,0.0466980273420447,"CES1","Downregulated"
"WDR5B",2.56504452302802e-06,-1.41971014497665,0.004,0.01,0.0467428063431397,"WDR5B","Downregulated"
"TCEANC2",2.56870710923169e-06,-0.987872701130177,0.005,0.012,0.0468095496515291,"TCEANC2","Downregulated"
"FGF7",2.57693633107657e-06,-0.946012237133044,0.004,0.01,0.0469595107612084,"FGF7","Downregulated"
"FAM71F2",2.57859199427054e-06,-1.09511280618574,0.006,0.013,0.0469896819115921,"FAM71F2","Downregulated"
"ELOVL1",2.59404542113401e-06,-0.15087051676267,0.049,0.067,0.047271289709325,"ELOVL1","Not Significant"
"HCG11",2.60218869232215e-06,-1.23391308004376,0.005,0.012,0.0474196845401865,"HCG11","Downregulated"
"CCDC40",2.63539447688225e-06,-1.40125864754423,0.004,0.01,0.0480247935522252,"CCDC40","Downregulated"
"GALT",2.63717440280746e-06,-0.275401236992383,0.042,0.059,0.0480572291423604,"GALT","Downregulated"
"TCHH",2.66191832266464e-06,2.54269158718384,0.013,0.005,0.0485081375939177,"TCHH","Upregulated"
"DENND4C",2.66255649905201e-06,-0.47239831557007,0.015,0.026,0.0485197670822248,"DENND4C","Downregulated"
"CYFIP1",2.66698205790626e-06,-0.629886874109956,0.012,0.021,0.0486004140412257,"CYFIP1","Downregulated"
"CLASRP",2.67524899811285e-06,-0.599692211396885,0.014,0.025,0.0487510624926105,"CLASRP","Downregulated"
"PNPLA2",2.67659548566713e-06,-0.595967293555775,0.025,0.039,0.0487755995353121,"PNPLA2","Downregulated"
"LYRM7",2.67687650275928e-06,-0.280237673570408,0.029,0.043,0.0487807205097823,"LYRM7","Downregulated"
"ZMYND8",2.69152299301962e-06,-0.372486408623924,0.025,0.038,0.0490476235017966,"ZMYND8","Downregulated"
"TIMM50",2.70564436243611e-06,-0.281228962735709,0.038,0.054,0.0493049572166733,"TIMM50","Downregulated"
"STOML1",2.71687964998754e-06,-0.884867882216941,0.005,0.012,0.049509697861723,"STOML1","Downregulated"
"SURF6",2.75588545346197e-06,-0.816498702380081,0.011,0.02,0.0502205006184375,"SURF6","Not Significant"
"CHMP7",2.76488140946853e-06,-0.218260623915401,0.036,0.051,0.0503844339247451,"CHMP7","Not Significant"
"FAM200A",2.77092186245196e-06,-0.983410548812595,0.007,0.015,0.050494509099462,"FAM200A","Not Significant"
"TUBB4B",2.78427575689938e-06,0.502595611115469,0.33,0.305,0.0507378571179775,"TUBB4B","Not Significant"
"EID2B",2.78803478249498e-06,-0.488081468618146,0.011,0.021,0.050806357841406,"EID2B","Not Significant"
"RNF215",2.79094772619192e-06,-1.21904118250764,0.007,0.014,0.0508594404143954,"RNF215","Not Significant"
"STAB1",2.8010697072573e-06,-0.911420424991687,0.008,0.016,0.0510438932753498,"STAB1","Not Significant"
"SCAMP1-AS1",2.80283522405225e-06,-0.668153291278488,0.012,0.022,0.0510760662879042,"SCAMP1-AS1","Not Significant"
"PCNX4",2.80709371954117e-06,-0.25728251679821,0.042,0.059,0.0511536688511987,"PCNX4","Not Significant"
"AC243829.1",2.85095804924417e-06,-0.998514677643275,0.009,0.017,0.0519530085313765,"AC243829.1","Not Significant"
"IGHG3",2.85193509010429e-06,-1.49929107365999,0.013,0.023,0.0519708131469705,"IGHG3","Not Significant"
"VNN2",2.8541914854893e-06,-0.283690225927017,0.017,0.028,0.0520119314400716,"VNN2","Not Significant"
"SH2D3A",2.85465646238382e-06,-0.462045391593249,0.022,0.035,0.0520204047140203,"SH2D3A","Not Significant"
"GOLGA8B",2.85994358602936e-06,-0.666119721264901,0.024,0.036,0.0521167519682131,"GOLGA8B","Not Significant"
"WDR12",2.8640362943469e-06,-0.454083389994226,0.016,0.027,0.0521913333918836,"WDR12","Not Significant"
"ZWILCH",2.88972869400253e-06,-0.617228127954807,0.012,0.021,0.0526595259908081,"ZWILCH","Not Significant"
"RGS18",2.89863084093218e-06,-0.192689337973758,0.013,0.023,0.0528217498143071,"RGS18","Not Significant"
"EIF2S3",2.89877184908295e-06,0.292336154882434,0.134,0.164,0.0528243194058386,"EIF2S3","Not Significant"
"PUM3",2.89998484373645e-06,-0.127326925805798,0.032,0.047,0.0528464238074094,"PUM3","Not Significant"
"AAGAB",2.91022901028747e-06,-0.46557956800965,0.024,0.037,0.0530331032544686,"AAGAB","Not Significant"
"MAP3K11",2.91178947849165e-06,-0.448606038848787,0.019,0.031,0.0530615396665533,"MAP3K11","Not Significant"
"GEMIN6",2.92015648026648e-06,-0.316971935622733,0.02,0.032,0.053214011539896,"GEMIN6","Not Significant"
"CFP",2.94578494800966e-06,-0.361782986723787,0.018,0.029,0.0536810391075801,"CFP","Not Significant"
"RPS6KA4",2.97005504438688e-06,-0.805243289814298,0.017,0.028,0.0541233130738621,"RPS6KA4","Not Significant"
"EFTUD2",3.03466630775258e-06,-0.425897347009675,0.026,0.04,0.0553007241261753,"EFTUD2","Not Significant"
"USP36",3.07102413317704e-06,0.66388542668603,0.101,0.079,0.0559632727788852,"USP36","Not Significant"
"FCGR1A",3.07819366053369e-06,-0.249077235991233,0.017,0.029,0.0560939230759055,"FCGR1A","Not Significant"
"CDPF1",3.09056121750186e-06,-0.683907249701017,0.01,0.02,0.0563192970665364,"CDPF1","Not Significant"
"CDC25B",3.09513867128476e-06,-0.55829343576363,0.023,0.036,0.0564027120068221,"CDC25B","Not Significant"
"ZNF276",3.1059111994682e-06,-0.418981161745025,0.042,0.058,0.0565990197879089,"ZNF276","Not Significant"
"C2CD5",3.12075491858887e-06,-1.23594447707159,0.007,0.014,0.056869516881445,"C2CD5","Not Significant"
"HLA-DQA2",3.12563843431514e-06,-0.465380915804344,0.018,0.03,0.0569585091885247,"HLA-DQA2","Not Significant"
"ADRB1",3.13462737399537e-06,0.142982897099261,0.008,0.016,0.0571223146363176,"ADRB1","Not Significant"
"CARD16",3.13867355190198e-06,0.142998260528553,0.174,0.206,0.0571960481363097,"CARD16","Not Significant"
"NIPSNAP1",3.14645614939028e-06,-0.599051806188149,0.032,0.047,0.0573378704103392,"NIPSNAP1","Not Significant"
"ZNF528",3.14856475798468e-06,-0.909060181345284,0.007,0.015,0.0573762955847548,"ZNF528","Not Significant"
"EYA3",3.16380635902419e-06,-0.373772700700625,0.017,0.028,0.0576540432804979,"EYA3","Not Significant"
"UBA6-AS1",3.18188839562864e-06,-1.2355175953453,0.006,0.013,0.0579835522335407,"UBA6-AS1","Not Significant"
"DOCK4",3.18647389378775e-06,-0.133216586036181,0.007,0.015,0.0580671137664941,"DOCK4","Not Significant"
