"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significance"
"IFT88",2.28770035768041e-09,-0.737937590447995,0.013,0.027,4.168876361801e-05,"IFT88","Downregulated"
"SYMPK",2.33856760174735e-09,-0.348483486410939,0.026,0.044,4.26157174066419e-05,"SYMPK","Downregulated"
"WDR77",2.38601487839465e-09,-0.566669165269478,0.024,0.041,4.34803491289857e-05,"WDR77","Downregulated"
"CSRNP1",2.38940910861052e-09,0.555012128145024,0.243,0.206,4.35422021862095e-05,"CSRNP1","Upregulated"
"ANKLE2",2.41857709624455e-09,-0.590355806825216,0.025,0.043,4.40737304248643e-05,"ANKLE2","Downregulated"
"GART",2.44388442037674e-09,-0.595463859402471,0.025,0.042,4.45349057925253e-05,"GART","Downregulated"
"AL031777.3",2.48559552078268e-09,-0.848017556691868,0.028,0.046,4.52950071752228e-05,"AL031777.3","Downregulated"
"MIR155HG",2.5189430621649e-09,1.67382413810055,0.064,0.042,4.59026994218309e-05,"MIR155HG","Upregulated"
"SLC25A38",2.52624065760198e-09,-0.312974395028264,0.06,0.085,4.60356835034808e-05,"SLC25A38","Downregulated"
"TRA2A",2.56177345253807e-09,1.31947791051693,0.193,0.164,4.66831976256013e-05,"TRA2A","Upregulated"
"FAM114A2",2.61082779076513e-09,-0.680084311115981,0.017,0.032,4.75771148311129e-05,"FAM114A2","Downregulated"
"CXCL12",2.63279031396414e-09,-2.3269623001739,0.004,0.013,4.79773378913685e-05,"CXCL12","Downregulated"
"NAPB",2.64653609626283e-09,-1.2686299590421,0.009,0.02,4.82278272821976e-05,"NAPB","Downregulated"
"CISD3",2.70547779972675e-09,-0.628922022793514,0.033,0.053,4.93019219444205e-05,"CISD3","Downregulated"
"PIGC",2.7236431937257e-09,-0.466738134223173,0.037,0.058,4.96329499192635e-05,"PIGC","Downregulated"
"THBS1",2.75895472426487e-09,1.54628141415656,0.038,0.021,5.02764319402788e-05,"THBS1","Upregulated"
"AC022916.1",2.76275546880106e-09,-1.68681119971275,0.004,0.013,5.03456929079617e-05,"AC022916.1","Downregulated"
"FAAP20",2.7787232418748e-09,-0.428240449586699,0.073,0.099,5.06366736366845e-05,"FAAP20","Downregulated"
"EOMES",2.79681298069453e-09,-0.897404775620264,0.011,0.023,5.09663229471964e-05,"EOMES","Downregulated"
"MAST1",2.83293405881723e-09,-1.87275585399913,0.005,0.013,5.16245573538265e-05,"MAST1","Downregulated"
"ARL2BP",2.86167902463404e-09,-0.426726306094206,0.073,0.099,5.2148376865906e-05,"ARL2BP","Downregulated"
"RGS2",3.00196194084275e-09,0.394542793303142,0.507,0.475,5.47047524479775e-05,"RGS2","Upregulated"
"RSAD1",3.00442012774134e-09,-1.20924991661867,0.008,0.019,5.47495479878305e-05,"RSAD1","Downregulated"
"METTL2B",3.04327420475898e-09,-0.40098233031296,0.04,0.061,5.54575858333229e-05,"METTL2B","Downregulated"
"GTF2H2C",3.12684759853858e-09,-1.43117286876222,0.003,0.01,5.69805437881686e-05,"GTF2H2C","Downregulated"
"MTMR4",3.22041703670444e-09,-1.17689914108649,0.009,0.02,5.8685659659865e-05,"MTMR4","Downregulated"
"SLC2A6",3.35988558355383e-09,-0.636538005966284,0.013,0.026,6.12271949891014e-05,"SLC2A6","Downregulated"
"IDH1",3.36479940819534e-09,-0.257924406517687,0.023,0.04,6.13167396155438e-05,"IDH1","Downregulated"
"UBE2E1",3.38295741326699e-09,-0.315131874041752,0.064,0.089,6.16476329419643e-05,"UBE2E1","Downregulated"
"AL024507.2",3.43431114499327e-09,-1.78371121184061,0.006,0.016,6.25834519952124e-05,"AL024507.2","Downregulated"
"CEP57",3.52328056560381e-09,-0.278201024259537,0.062,0.087,6.42047417469982e-05,"CEP57","Downregulated"
"SLC35G2",3.57107008623816e-09,-1.53331208193027,0.003,0.011,6.5075610181518e-05,"SLC35G2","Downregulated"
"FAM111A-DT",3.58861044773754e-09,-1.21944854675551,0.007,0.016,6.53952481891211e-05,"FAM111A-DT","Downregulated"
"SYK",3.63929640140951e-09,-0.366077206352029,0.018,0.032,6.63188983228855e-05,"SYK","Downregulated"
"EMC1",3.64875335564861e-09,-0.666983682849824,0.012,0.025,6.64912323999846e-05,"EMC1","Downregulated"
"CUTC",3.67822920130676e-09,-0.515475491893518,0.041,0.062,6.7028370735413e-05,"CUTC","Downregulated"
"VPS36",3.87935518218556e-09,-0.398033511440467,0.044,0.066,7.06934894849674e-05,"VPS36","Downregulated"
"DUSP22",3.88026934252964e-09,-0.524784735268564,0.036,0.055,7.07101482289177e-05,"DUSP22","Downregulated"
"STAT4",3.9417486836988e-09,0.555709058535718,0.242,0.206,7.18304862630432e-05,"STAT4","Upregulated"
"GTPBP10",3.96633218026758e-09,-1.02839213746615,0.009,0.02,7.22784713210162e-05,"GTPBP10","Downregulated"
"KLRG1",4.03791031749808e-09,-0.354927211773049,0.061,0.086,7.35828397157674e-05,"KLRG1","Downregulated"
"NCR1",4.12215706232465e-09,-1.22762506216567,0.003,0.011,7.51180681467421e-05,"NCR1","Downregulated"
"SPATA6L",4.14011593974872e-09,-2.01232724150553,0.003,0.011,7.54453327700409e-05,"SPATA6L","Downregulated"
"CDC27",4.22697141410606e-09,-0.475713480379558,0.025,0.042,7.70281000792547e-05,"CDC27","Downregulated"
"TSPYL1",4.26406864026608e-09,1.17240361452715,0.194,0.164,7.77041228315688e-05,"TSPYL1","Upregulated"
"DESI1",4.28165136243716e-09,-0.619987646540844,0.031,0.05,7.80245327776924e-05,"DESI1","Downregulated"
"ARL16",4.28380542606635e-09,-0.341145465108003,0.043,0.064,7.80637862792072e-05,"ARL16","Downregulated"
"TRIM41",4.3355957208389e-09,-0.521059767986519,0.031,0.049,7.90075608208473e-05,"TRIM41","Downregulated"
"TRIM65",4.36272110653578e-09,-1.12376678730208,0.006,0.015,7.95018667244015e-05,"TRIM65","Downregulated"
"ADD3",4.47021878800951e-09,-0.341635614271581,0.077,0.104,8.14607969738974e-05,"ADD3","Downregulated"
"GOLPH3L",4.52069272706734e-09,-0.752301806912996,0.011,0.023,8.23805835653481e-05,"GOLPH3L","Downregulated"
"STRADA",4.52121390761439e-09,-0.999754013025012,0.02,0.035,8.2390081038457e-05,"STRADA","Downregulated"
"PBRM1",4.54040321898371e-09,-0.595486645570997,0.026,0.044,8.27397678595402e-05,"PBRM1","Downregulated"
"JMJD6",4.60010369669508e-09,0.629601503250016,0.231,0.197,8.38276896648745e-05,"JMJD6","Upregulated"
"FIBP",4.69243683255251e-09,-0.290158746889058,0.076,0.103,8.55102763996045e-05,"FIBP","Downregulated"
"SPECC1",4.71196664080329e-09,-0.405393466247412,0.016,0.03,8.58661680953583e-05,"SPECC1","Downregulated"
"TRIM58",4.71839119694804e-09,-1.72502644366001,0.005,0.014,8.59832427819841e-05,"TRIM58","Downregulated"
"PPIAL4G",4.73162505961972e-09,-1.39342004443861,0.004,0.012,8.62244034614502e-05,"PPIAL4G","Downregulated"
"ACO2",4.79249402571416e-09,-0.474195196748002,0.068,0.093,8.73336186305892e-05,"ACO2","Downregulated"
"TRPM8",4.85796928597268e-09,-1.59387111792317,0.004,0.012,8.85267742982802e-05,"TRPM8","Downregulated"
"SMURF2",4.95797733215776e-09,-0.39145865699046,0.031,0.049,9.03492209239108e-05,"SMURF2","Downregulated"
"FMO5",4.95952263426709e-09,-1.6841818703202,0.005,0.014,9.03773809642492e-05,"FMO5","Downregulated"
"SRSF7",4.98586594292555e-09,0.418874642006137,0.574,0.569,9.08574350779324e-05,"SRSF7","Upregulated"
"DDHD1",4.99623621526732e-09,-0.591128762027137,0.027,0.044,9.10464125508164e-05,"DDHD1","Downregulated"
"C12orf10",5.03546009510144e-09,-0.361481714078521,0.044,0.066,9.17611893130335e-05,"C12orf10","Downregulated"
"C1orf109",5.04625608795313e-09,-0.621688578066956,0.014,0.027,9.19579246907699e-05,"C1orf109","Downregulated"
"LINC01094",5.06101860153851e-09,-1.05339766424796,0.004,0.013,9.22269419758362e-05,"LINC01094","Downregulated"
"GCNT2",5.08243846907369e-09,-1.04767441022039,0.005,0.014,9.26172762219299e-05,"GCNT2","Downregulated"
"RTCA",5.12539639281944e-09,-0.394022986345061,0.055,0.079,9.34000984663487e-05,"RTCA","Downregulated"
"ATG16L2",5.23015199822708e-09,-0.795646738650413,0.007,0.017,9.5309059863692e-05,"ATG16L2","Downregulated"
"XAF1",5.25272130151645e-09,-0.42214025617933,0.03,0.048,9.57203402775342e-05,"XAF1","Downregulated"
"FAM13B",5.29333792430987e-09,-0.383586563280082,0.034,0.054,9.64604969946987e-05,"FAM13B","Downregulated"
"MYO1G",5.32867967336967e-09,-0.373363391530042,0.116,0.147,9.71045296878155e-05,"MYO1G","Downregulated"
"RETREG3",5.36974902558734e-09,-0.484243947731449,0.021,0.037,9.78529364932782e-05,"RETREG3","Downregulated"
"TIPARP",5.3815769892721e-09,0.634937517054651,0.162,0.129,9.80684774755055e-05,"TIPARP","Upregulated"
"SLC35A2",5.45320024787415e-09,-0.482160452696889,0.034,0.053,9.93736681170107e-05,"SLC35A2","Downregulated"
"CAPRIN2",5.4579637086538e-09,-1.07151865514896,0.008,0.019,9.94604726627983e-05,"CAPRIN2","Downregulated"
"FO393401.1",5.49920688233389e-09,-0.451453856477394,0.025,0.043,0.000100212047016771,"FO393401.1","Downregulated"
"ACOT8",5.5693681435465e-09,-0.684448592189635,0.023,0.04,0.000101490595679848,"ACOT8","Downregulated"
"SURF1",5.58535356988956e-09,-0.590331462212999,0.06,0.084,0.000101781898104097,"SURF1","Downregulated"
"COA1",5.67615978620403e-09,-0.295771862085851,0.072,0.098,0.000103436659783996,"COA1","Downregulated"
"CXCR5",5.82799644823684e-09,-0.83335757622507,0.011,0.023,0.00010620357927622,"CXCR5","Downregulated"
"THAP3",5.86737922757756e-09,-1.20844133551757,0.01,0.022,0.000106921251664146,"THAP3","Downregulated"
"IGFBP3",5.9540852450165e-09,-1.43027602074929,0.007,0.016,0.000108501295419936,"IGFBP3","Downregulated"
"COA3",5.98387405552352e-09,-0.294652360355917,0.058,0.082,0.000109044136913805,"COA3","Downregulated"
"SLFN12L",6.16420559478748e-09,-0.619069374644642,0.02,0.036,0.000112330318553812,"SLFN12L","Downregulated"
"RAD17",6.28613556339822e-09,-0.636535669340694,0.017,0.032,0.000114552248371806,"RAD17","Downregulated"
"ECHDC1",6.57526952512279e-09,-0.274012389048766,0.077,0.104,0.000119821136556313,"ECHDC1","Downregulated"
"SUPV3L1",6.57787529453159e-09,-0.412416376158091,0.037,0.056,0.000119868621492249,"SUPV3L1","Downregulated"
"BLOC1S5",6.7220612493426e-09,-0.660691993137152,0.022,0.038,0.00012249612214677,"BLOC1S5","Downregulated"
"ADAT1",6.76473435793889e-09,-0.365324064224814,0.027,0.044,0.00012327375420472,"ADAT1","Downregulated"
"ARHGAP27",6.7995539748575e-09,-0.542150519532988,0.02,0.036,0.000123908272083828,"ARHGAP27","Downregulated"
"GPATCH2",6.84254876688904e-09,-0.588431176784204,0.021,0.037,0.000124691766179019,"GPATCH2","Downregulated"
"FAM184B",6.87451613345656e-09,-0.670704889945055,0.017,0.032,0.000125274307499979,"FAM184B","Downregulated"
"RGS3",6.95789187761955e-09,-0.897798922853533,0.016,0.03,0.000126793663685861,"RGS3","Downregulated"
"MIGA1",7.16494317657589e-09,-0.737342465650593,0.017,0.031,0.000130566759506743,"MIGA1","Downregulated"
"TREM2",7.43078550159254e-09,-0.649118490360552,0.026,0.044,0.000135411204195521,"TREM2","Downregulated"
"AC105020.6",7.47649899531137e-09,-0.941652248573165,0.003,0.011,0.000136244241191559,"AC105020.6","Downregulated"
"ECHDC2",7.54494031041897e-09,-0.284702310370234,0.064,0.089,0.000137491447276765,"ECHDC2","Downregulated"
"SUCLG2",7.78813413762161e-09,-0.367206232096224,0.086,0.114,0.000141923168389879,"SUCLG2","Downregulated"
"SH3BP1",7.86482684667767e-09,-0.529393402483932,0.078,0.104,0.000143320739627007,"SH3BP1","Downregulated"
"STK17A",7.86780538921323e-09,-0.3577981728336,0.064,0.089,0.000143375017607633,"STK17A","Downregulated"
"CYFIP2",7.95498523490988e-09,-0.342848907917004,0.077,0.103,0.000144963695935763,"CYFIP2","Downregulated"
"SLC35C2",7.99705043606146e-09,-0.555485957503021,0.038,0.057,0.000145730250096348,"SLC35C2","Downregulated"
"FBXO44",8.09443051609449e-09,-0.665222895067018,0.031,0.049,0.00014750480729479,"FBXO44","Downregulated"
"HILPDA",8.18325673615079e-09,-0.75234044582358,0.012,0.024,0.000149123487502876,"HILPDA","Downregulated"
"BIRC6",8.28426582074964e-09,-0.352578932854516,0.063,0.087,0.000150964176051521,"BIRC6","Downregulated"
"CCNH",8.36326745493583e-09,0.61794581117477,0.377,0.35,0.000152403822831296,"CCNH","Upregulated"
"GPN2",8.38726034885066e-09,-0.587466611843069,0.024,0.041,0.000152841045337106,"GPN2","Downregulated"
"KIF21A",8.429419472985e-09,-0.746821726711628,0.024,0.04,0.000153609311056206,"KIF21A","Downregulated"
"RAB1B",8.54862485747898e-09,-0.35401640916223,0.057,0.081,0.00015578159077784,"RAB1B","Downregulated"
"SNAPC5",8.5907129690009e-09,-0.370393034789923,0.032,0.051,0.000156548562434103,"SNAPC5","Downregulated"
"CPSF3",8.60008586179277e-09,-0.771230932186713,0.021,0.037,0.00015671936465945,"CPSF3","Downregulated"
"TMEM154",8.8530735862207e-09,-0.52702657104528,0.047,0.069,0.0001613295599617,"TMEM154","Downregulated"
"MCOLN1",8.8870256368199e-09,-0.586962356145361,0.019,0.034,0.000161948268179769,"MCOLN1","Downregulated"
"LINC00662",8.8902200210261e-09,-0.568472214360801,0.013,0.025,0.000162006479443159,"LINC00662","Downregulated"
"MT1E",9.00654811723729e-09,0.665219278825186,0.175,0.144,0.000164126326340415,"MT1E","Upregulated"
"SPI1",9.01214221375379e-09,-1.60186259666462,0.004,0.013,0.000164228267561235,"SPI1","Downregulated"
"DNTTIP1",9.13122195385108e-09,-0.259442837986487,0.03,0.048,0.000166398257665028,"DNTTIP1","Downregulated"
"ZNF708",9.4573683733704e-09,-0.792359432161022,0.014,0.027,0.000172341623867929,"ZNF708","Downregulated"
"CD180",9.52962678152715e-09,-0.725471229874442,0.004,0.012,0.000173658388839769,"CD180","Downregulated"
"HEBP1",9.69686243016658e-09,-1.29469314155125,0.011,0.023,0.000176705924064926,"HEBP1","Downregulated"
"TFEB",9.79901005780949e-09,-0.724657345074672,0.014,0.027,0.000178567360283462,"TFEB","Downregulated"
"PTGER4",1.01057555233258e-08,0.708026497515631,0.091,0.065,0.000184157182901566,"PTGER4","Upregulated"
"HIP1",1.0129253167025e-08,-0.641730535729196,0.02,0.035,0.000184585380462696,"HIP1","Downregulated"
"ABTB1",1.02397768347897e-08,-0.326526985206831,0.054,0.077,0.000186599453260373,"ABTB1","Downregulated"
"CCDC14",1.02457580846443e-08,-0.653662171025827,0.041,0.061,0.000186708449576472,"CCDC14","Downregulated"
"TRIM68",1.02946234899791e-08,-2.01091979664139,0.003,0.01,0.000187598923857889,"TRIM68","Downregulated"
"EZH1",1.03268860683001e-08,-0.480667096533661,0.024,0.04,0.000188186844822634,"EZH1","Downregulated"
"AL158154.2",1.03543469425199e-08,-1.3096949617221,0.006,0.016,0.00018868726433354,"AL158154.2","Downregulated"
"PEX26",1.04969103801659e-08,-0.663714648790665,0.02,0.035,0.000191285197857763,"PEX26","Downregulated"
"MRPL2",1.05637678731232e-08,-0.350158141113071,0.037,0.057,0.000192503541951925,"MRPL2","Downregulated"
"ZNF512",1.07104834810502e-08,-0.738537547085644,0.01,0.022,0.000195177140475178,"ZNF512","Downregulated"
"ELAVL1",1.07630557167432e-08,-0.693213125223667,0.026,0.043,0.000196135164326212,"ELAVL1","Downregulated"
"BHLHE40",1.08877620693637e-08,0.699075139117924,0.135,0.105,0.000198407688190015,"BHLHE40","Upregulated"
"PRPF19",1.09241841212822e-08,-0.471995565805208,0.045,0.066,0.000199071407242125,"PRPF19","Downregulated"
"ZNF606",1.09464592140869e-08,-1.33052527417827,0.006,0.016,0.000199477326258305,"ZNF606","Downregulated"
"C5AR2",1.12455038243909e-08,-0.583455757584688,0.015,0.028,0.000204926816191875,"C5AR2","Downregulated"
"BSDC1",1.12711780618541e-08,-0.266523716219365,0.064,0.089,0.000205394677821167,"BSDC1","Downregulated"
"GPALPP1",1.12919378373546e-08,-0.705756862138903,0.017,0.032,0.000205772983210113,"GPALPP1","Downregulated"
"AGO4",1.13262458536508e-08,-1.17028798677254,0.006,0.016,0.000206398178191079,"AGO4","Downregulated"
"GPR155",1.13407448434194e-08,-0.309176655308144,0.043,0.064,0.000206662393281631,"GPR155","Downregulated"
"SEC61A1",1.13872041478135e-08,-0.373602133578462,0.043,0.063,0.000207509021185605,"SEC61A1","Downregulated"
"MIB2",1.14345546411677e-08,-0.874875061322049,0.018,0.032,0.000208371889226,"MIB2","Downregulated"
"MAN1B1",1.1557480948807e-08,-0.453634851533666,0.038,0.058,0.00021061197533011,"MAN1B1","Downregulated"
"SPEF2",1.16430290687018e-08,-1.10676021336737,0.012,0.024,0.000212170918718953,"SPEF2","Downregulated"
"IL1RN",1.16989551413759e-08,1.86261958832541,0.032,0.017,0.000213190059541292,"IL1RN","Upregulated"
"EPB41L2",1.17360415701496e-08,-0.295571859745847,0.02,0.036,0.000213865885532836,"EPB41L2","Downregulated"
"CAMK2G",1.17691930568163e-08,-0.483817048239377,0.038,0.058,0.000214470005074363,"CAMK2G","Downregulated"
"DUSP23",1.2180744251317e-08,-0.273389638817092,0.068,0.093,0.000221969702491749,"DUSP23","Downregulated"
"ZNF37A",1.25928398965554e-08,-0.668146801111217,0.019,0.034,0.000229479321434929,"ZNF37A","Downregulated"
"S100A12",1.28225493619034e-08,-1.45169594041889,0.02,0.034,0.000233665317021966,"S100A12","Downregulated"
"AC010642.2",1.29310631195591e-08,-0.523274196941657,0.042,0.062,0.000235642763227725,"AC010642.2","Downregulated"
"CHM",1.31003799043822e-08,-0.710469923421043,0.018,0.032,0.000238728222997557,"CHM","Downregulated"
"MED7",1.31493356076337e-08,-0.442425748526545,0.021,0.036,0.000239620342777909,"MED7","Downregulated"
"MBD5",1.32574571533917e-08,-0.314230994488349,0.046,0.067,0.000241590641706257,"MBD5","Downregulated"
"FBXO6",1.33475253092894e-08,-0.793697043343675,0.02,0.035,0.000243231953711181,"FBXO6","Downregulated"
"ZNF573",1.34230152596867e-08,-1.51319992948841,0.006,0.014,0.00024460760707727,"ZNF573","Downregulated"
"NUP214",1.35262377139599e-08,-0.31258310739296,0.026,0.043,0.000246488629861491,"NUP214","Downregulated"
"IL13RA1",1.36627110787588e-08,-0.848138168496118,0.01,0.022,0.000248975583988222,"IL13RA1","Downregulated"
"SUB1",1.36949763750718e-08,0.375738406563233,0.596,0.621,0.000249563554482934,"SUB1","Upregulated"
"PPP1R3B",1.37110153054994e-08,-0.550561987739091,0.014,0.027,0.000249855831912116,"PPP1R3B","Downregulated"
"PSMD3",1.3942338678753e-08,-0.32595594984611,0.065,0.09,0.000254071237742915,"PSMD3","Downregulated"
"DHPS",1.39823229438509e-08,-0.289343557634564,0.075,0.101,0.000254799871005796,"DHPS","Downregulated"
"AZIN2",1.42116171011221e-08,-1.42991716370385,0.007,0.016,0.000258978298433748,"AZIN2","Downregulated"
"HLA-DRB5",1.42394664282989e-08,-0.584028194514083,0.158,0.19,0.000259485796722891,"HLA-DRB5","Downregulated"
"SCN1B",1.43034255880122e-08,-0.983744927218368,0.003,0.011,0.000260651324490346,"SCN1B","Downregulated"
"TRMT2B",1.44383149478044e-08,-0.951669791705016,0.014,0.027,0.00026310941329384,"TRMT2B","Downregulated"
"WDR31",1.4498122638573e-08,-1.91795957613779,0.004,0.011,0.000264199288842716,"WDR31","Downregulated"
"MMP9",1.46131396205973e-08,2.65230994751185,0.019,0.008,0.000266295243306145,"MMP9","Upregulated"
"SNX29",1.48227614061711e-08,-0.451559199755602,0.018,0.032,0.000270115181104656,"SNX29","Downregulated"
"CXCL13",1.49441295554272e-08,2.03394229077004,0.014,0.005,0.000272326872888551,"CXCL13","Upregulated"
"KIAA0586",1.49595851112444e-08,-0.851783022281013,0.014,0.027,0.000272608519482206,"KIAA0586","Downregulated"
"PEX16",1.50287299888143e-08,-0.347843745576204,0.057,0.081,0.000273868546586162,"PEX16","Downregulated"
"NUBPL",1.50594136290264e-08,-1.12766769637267,0.012,0.023,0.000274427694561749,"NUBPL","Downregulated"
"ZNF333",1.52275432155554e-08,-0.802215764845631,0.007,0.017,0.000277491520017066,"ZNF333","Downregulated"
"FAM126B",1.53238848130484e-08,-0.405351194919524,0.035,0.054,0.000279247152948181,"FAM126B","Downregulated"
"TBCD",1.6161906625209e-08,-0.377741271642878,0.089,0.117,0.000294518424431184,"TBCD","Downregulated"
"PTK2B",1.62964064240037e-08,-0.2723533834939,0.059,0.082,0.00029696941426462,"PTK2B","Downregulated"
"DNAJA3",1.63926511392596e-08,-0.569162264544607,0.031,0.049,0.000298723281710727,"DNAJA3","Downregulated"
"TIMELESS",1.64481000220298e-08,-1.14327213235596,0.004,0.013,0.000299733726701449,"TIMELESS","Downregulated"
"FBXO2",1.6449402493167e-08,-1.17337271073975,0.007,0.016,0.000299757461632982,"FBXO2","Downregulated"
"EVI5",1.64518416626198e-08,-0.972758872991737,0.007,0.016,0.00029980191061792,"EVI5","Downregulated"
"TUBB2A",1.67124562472942e-08,0.948793880516861,0.134,0.106,0.000304551090194442,"TUBB2A","Upregulated"
"CASP8AP2",1.67817754556387e-08,-0.652239957295154,0.02,0.035,0.000305814294128104,"CASP8AP2","Downregulated"
"IPP",1.6995997436536e-08,-1.14893823020736,0.007,0.016,0.000309718061285995,"IPP","Downregulated"
"AC097534.2",1.70390467864675e-08,-0.439828559594733,0.015,0.029,0.000310502549589797,"AC097534.2","Downregulated"
"ARHGEF9",1.7439267300655e-08,-0.540899934702508,0.017,0.031,0.000317795768019835,"ARHGEF9","Downregulated"
"LINC00324",1.77896004542176e-08,-0.869836607262769,0.021,0.036,0.000324179889077208,"LINC00324","Downregulated"
"GTPBP3",1.79181893115955e-08,-0.637772944179698,0.02,0.034,0.000326523163825205,"GTPBP3","Downregulated"
"UBXN2A",1.79965371445006e-08,-0.441247078581362,0.026,0.043,0.000327950896384234,"UBXN2A","Downregulated"
